region,annee,classe_age,sexe,population,taux_natalite_mille,taux_mortalite_mille,taux_alphabetisation
Centre,2014,35-44,F,309825,0,1,62.6
Centre,2014,45-54,M,178605,0,1,66.6
Centre,2014,45-54,F,185895,0,1,72.2
Centre,2014,55-64,M,119070,0,1,61.1
Centre,2014,55-64,F,123930,0,1,72.3
Centre,2014,65+,M,89302,0,5,69.9
Centre,2014,65+,F,92947,0,5,79.4
Centre,2015,0-14,M,1303706,0,2,0.0
Centre,2015,0-14,F,1356918,0,2,0.0
Centre,2015,15-24,M,606375,35,1,64.3
Centre,2015,15-24,F,631125,35,1,60.0
Centre,2015,25-34,M,424462,25,1,68.0
Centre,2015,25-34,F,441787,25,1,62.4
Centre,2015,35-44,M,303187,0,1,74.8
Centre,2015,35-44,F,315562,0,1,65.1
Centre,2015,45-54,M,181912,0,1,72.3
Centre,2015,45-54,F,189337,0,1,84.0
Centre,2015,55-64,M,121275,0,1,76.9
Centre,2015,55-64,F,126225,0,1,83.3
Centre,2015,65+,M,90956,0,5,70.3
Centre,2015,65+,F,94668,0,5,84.4
Centre,2016,0-14,M,1327410,0,2,0.0
Centre,2016,0-14,F,1381590,0,2,0.0
Centre,2016,15-24,M,617400,35,1,78.2
Centre,2016,15-24,F,642600,35,1,60.7
Centre,2016,25-34,M,432180,25,1,63.0
Centre,2016,25-34,F,449820,25,1,83.5
Centre,2016,35-44,M,308700,0,1,74.9
Centre,2016,35-44,F,321300,0,1,63.8
Centre,2016,45-54,M,185220,0,1,63.8
Centre,2016,45-54,F,192780,0,1,74.5
Centre,2016,55-64,M,123480,0,1,62.9
Centre,2016,55-64,F,128520,0,1,80.0
Centre,2016,65+,M,92610,0,5,84.7
Centre,2016,65+,F,96390,0,5,83.6
Centre,2017,0-14,M,1351113,0,2,0.0
Centre,2017,0-14,F,1406261,0,2,0.0
Centre,2017,15-24,M,628425,35,1,72.8
Centre,2017,15-24,F,654075,35,1,61.9
Centre,2017,25-34,M,439897,25,1,65.7
Centre,2017,25-34,F,457852,25,1,80.7
Centre,2017,35-44,M,314212,0,1,79.0
Centre,2017,35-44,F,327037,0,1,78.9
Centre,2017,45-54,M,188527,0,1,72.6
Centre,2017,45-54,F,196222,0,1,79.3
Centre,2017,55-64,M,125685,0,1,61.2
Centre,2017,55-64,F,130815,0,1,78.6
Centre,2017,65+,M,94263,0,5,79.9
Centre,2017,65+,F,98111,0,5,64.9
Centre,2018,0-14,M,1374817,0,2,0.0
Centre,2018,0-14,F,1430932,0,2,0.0
Centre,2018,15-24,M,639450,35,1,74.0
Centre,2018,15-24,F,665550,35,1,67.8
Centre,2018,25-34,M,447615,25,1,68.1
Centre,2018,25-34,F,465885,25,1,61.9
Centre,2018,35-44,M,319725,0,1,69.9
Centre,2018,35-44,F,332775,0,1,81.0
Centre,2018,45-54,M,191835,0,1,79.7
Centre,2018,45-54,F,199665,0,1,84.2
Centre,2018,55-64,M,127890,0,1,76.7
Centre,2018,55-64,F,133110,0,1,76.0
Centre,2018,65+,M,95917,0,5,81.8
Centre,2018,65+,F,99832,0,5,67.6
Centre,2019,0-14,M,1398521,0,2,0.0
Centre,2019,0-14,F,1455603,0,2,0.0
Centre,2019,15-24,M,650475,35,1,60.5
Centre,2019,15-24,F,677025,35,1,68.3
Centre,2019,25-34,M,455332,25,1,70.6
Centre,2019,25-34,F,473917,25,1,73.9
Centre,2019,35-44,M,325237,0,1,63.2
Centre,2019,35-44,F,338512,0,1,70.8
Centre,2019,45-54,M,195142,0,1,75.2
Centre,2019,45-54,F,203107,0,1,63.3
Centre,2019,55-64,M,130095,0,1,61.6
Centre,2019,55-64,F,135405,0,1,78.8
Centre,2019,65+,M,97571,0,5,60.7
Centre,2019,65+,F,101553,0,5,79.6
Centre,2020,0-14,M,1422225,0,2,0.0
Centre,2020,0-14,F,1480275,0,2,0.0
Centre,2020,15-24,M,661500,35,1,63.4
Centre,2020,15-24,F,688500,35,1,81.3
Centre,2020,25-34,M,463050,25,1,70.6
Centre,2020,25-34,F,481950,25,1,77.1
Centre,2020,35-44,M,330750,0,1,74.4
Centre,2020,35-44,F,344250,0,1,72.6
Centre,2020,45-54,M,198450,0,1,60.2
Centre,2020,45-54,F,206550,0,1,66.2
Centre,2020,55-64,M,132300,0,1,80.1
Centre,2020,55-64,F,137700,0,1,62.1
Centre,2020,65+,M,99225,0,5,82.1
Centre,2020,65+,F,103275,0,5,79.3
Centre,2021,0-14,M,1445928,0,2,0.0
Centre,2021,0-14,F,1504946,0,2,0.0
Centre,2021,15-24,M,672525,35,1,60.4
Centre,2021,15-24,F,699975,35,1,77.0
Centre,2021,25-34,M,470767,25,1,61.5
Centre,2021,25-34,F,489982,25,1,63.0
Centre,2021,35-44,M,336262,0,1,66.1
Centre,2021,35-44,F,349987,0,1,81.7
Centre,2021,45-54,M,201757,0,1,61.7
Centre,2021,45-54,F,209992,0,1,62.5
Centre,2021,55-64,M,134505,0,1,73.5
Centre,2021,55-64,F,139995,0,1,67.1
Centre,2021,65+,M,100878,0,5,66.5
Centre,2021,65+,F,104996,0,5,75.2
Centre,2022,0-14,M,1469632,0,2,0.0
Centre,2022,0-14,F,1529617,0,2,0.0
Centre,2022,15-24,M,683550,35,1,61.1
Centre,2022,15-24,F,711450,35,1,68.4
Centre,2022,25-34,M,478485,25,1,82.3
Centre,2022,25-34,F,498015,25,1,84.2
Centre,2022,35-44,M,341775,0,1,68.1
Centre,2022,35-44,F,355725,0,1,84.6
Centre,2022,45-54,M,205065,0,1,61.1
Centre,2022,45-54,F,213435,0,1,82.3
Centre,2022,55-64,M,136710,0,1,78.3
Centre,2022,55-64,F,142290,0,1,76.4
Centre,2022,65+,M,102532,0,5,68.5
Centre,2022,65+,F,106717,0,5,62.7
Centre,2023,0-14,M,1493336,0,2,0.0
Centre,2023,0-14,F,1554288,0,2,0.0
Centre,2023,15-24,M,694575,35,1,76.9
Centre,2023,15-24,F,722925,35,1,84.5
Centre,2023,25-34,M,486202,25,1,75.9
Centre,2023,25-34,F,506047,25,1,79.6
Centre,2023,35-44,M,347287,0,1,74.3
Centre,2023,35-44,F,361462,0,1,71.9
Centre,2023,45-54,M,208372,0,1,77.3
Centre,2023,45-54,F,216877,0,1,71.8
Centre,2023,55-64,M,138915,0,1,64.7
Centre,2023,55-64,F,144585,0,1,62.9
Centre,2023,65+,M,104186,0,5,71.8
Centre,2023,65+,F,108438,0,5,81.0
Est,2000,0-14,M,252840,0,2,0.0
Est,2000,0-14,F,263160,0,2,0.0
Est,2000,15-24,M,117600,35,1,73.0
Est,2000,15-24,F,122400,35,1,78.1
Est,2000,25-34,M,82320,25,1,80.9
Est,2000,25-34,F,85680,25,1,63.1
Est,2000,35-44,M,58800,0,1,66.2
Est,2000,35-44,F,61200,0,1,62.3
Est,2000,45-54,M,35280,0,1,76.1
Est,2000,45-54,F,36720,0,1,74.8
Est,2000,55-64,M,23520,0,1,80.9
Est,2000,55-64,F,24480,0,1,75.3
Est,2000,65+,M,17640,0,5,63.2
Est,2000,65+,F,18360,0,5,68.9
Est,2001,0-14,M,259161,0,2,0.0
Est,2001,0-14,F,269739,0,2,0.0
Est,2001,15-24,M,120540,35,1,79.0
Est,2001,15-24,F,125460,35,1,81.4
Est,2001,25-34,M,84378,25,1,64.1
Est,2001,25-34,F,87822,25,1,70.9
Est,2001,35-44,M,60270,0,1,84.3
Est,2001,35-44,F,62730,0,1,69.5
Est,2001,45-54,M,36162,0,1,61.4
Est,2001,45-54,F,37638,0,1,74.0
Est,2001,55-64,M,24108,0,1,65.4
Est,2001,55-64,F,25092,0,1,73.2
Est,2001,65+,M,18081,0,5,81.7
Est,2001,65+,F,18819,0,5,70.7
Est,2002,0-14,M,265482,0,2,0.0
Est,2002,0-14,F,276318,0,2,0.0
Est,2002,15-24,M,123480,35,1,62.3
Est,2002,15-24,F,128520,35,1,63.0
Est,2002,25-34,M,86436,25,1,62.1
Est,2002,25-34,F,89964,25,1,80.1
Est,2002,35-44,M,61740,0,1,71.2
Est,2002,35-44,F,64260,0,1,65.8
Est,2002,45-54,M,37044,0,1,75.9
Est,2002,45-54,F,38556,0,1,65.3
Est,2002,55-64,M,24696,0,1,60.8
Est,2002,55-64,F,25704,0,1,64.2
Est,2002,65+,M,18522,0,5,73.8
Est,2002,65+,F,19278,0,5,82.5
Est,2003,0-14,M,271803,0,2,0.0
Est,2003,0-14,F,282897,0,2,0.0
Est,2003,15-24,M,126420,35,1,83.5
Est,2003,15-24,F,131580,35,1,62.6
Est,2003,25-34,M,88494,25,1,79.5
Est,2003,25-34,F,92106,25,1,63.7
Est,2003,35-44,M,63210,0,1,81.8
Est,2003,35-44,F,65790,0,1,68.7
Est,2003,45-54,M,37926,0,1,82.6
Est,2003,45-54,F,39474,0,1,61.4
Est,2003,55-64,M,25284,0,1,80.5
Est,2003,55-64,F,26316,0,1,67.0
Est,2003,65+,M,18963,0,5,61.3
Est,2003,65+,F,19737,0,5,73.5
Est,2004,0-14,M,278124,0,2,0.0
Est,2004,0-14,F,289476,0,2,0.0
Est,2004,15-24,M,129360,35,1,67.8
Est,2004,15-24,F,134640,35,1,63.6
Est,2004,25-34,M,90552,25,1,63.5
Est,2004,25-34,F,94248,25,1,79.3
Est,2004,35-44,M,64680,0,1,81.3
Est,2004,35-44,F,67320,0,1,74.6
Est,2004,45-54,M,38808,0,1,69.2
Est,2004,45-54,F,40392,0,1,75.5
Est,2004,55-64,M,25872,0,1,79.5
Est,2004,55-64,F,26928,0,1,80.9
Est,2004,65+,M,19404,0,5,60.3
Est,2004,65+,F,20196,0,5,61.0
Est,2005,0-14,M,284445,0,2,0.0
Est,2005,0-14,F,296055,0,2,0.0
Est,2005,15-24,M,132300,35,1,67.8
Est,2005,15-24,F,137700,35,1,80.8
Est,2005,25-34,M,92610,25,1,81.4
Est,2005,25-34,F,96390,25,1,78.0
Est,2005,35-44,M,66150,0,1,78.2
Est,2005,35-44,F,68850,0,1,79.9
Est,2005,45-54,M,39690,0,1,72.7
Est,2005,45-54,F,41310,0,1,66.9
Est,2005,55-64,M,26460,0,1,71.9
Est,2005,55-64,F,27540,0,1,75.8
Est,2005,65+,M,19845,0,5,76.4
Est,2005,65+,F,20655,0,5,62.1
Est,2006,0-14,M,290766,0,2,0.0
Est,2006,0-14,F,302634,0,2,0.0
Est,2006,15-24,M,135240,35,1,80.4
Est,2006,15-24,F,140760,35,1,70.6
Est,2006,25-34,M,94668,25,1,68.8
Est,2006,25-34,F,98532,25,1,79.1
Est,2006,35-44,M,67620,0,1,62.4
Est,2006,35-44,F,70380,0,1,61.9
Est,2006,45-54,M,40572,0,1,67.7
Est,2006,45-54,F,42228,0,1,70.7
Est,2006,55-64,M,27048,0,1,60.9
Est,2006,55-64,F,28152,0,1,75.2
Est,2006,65+,M,20286,0,5,73.0
Est,2006,65+,F,21114,0,5,69.5
Est,2007,0-14,M,297087,0,2,0.0
Est,2007,0-14,F,309213,0,2,0.0
Est,2007,15-24,M,138180,35,1,84.1
Est,2007,15-24,F,143820,35,1,79.8
Est,2007,25-34,M,96726,25,1,66.0
Est,2007,25-34,F,100674,25,1,66.4
Est,2007,35-44,M,69090,0,1,67.4
Est,2007,35-44,F,71910,0,1,62.8
Est,2007,45-54,M,41454,0,1,67.0
Est,2007,45-54,F,43146,0,1,78.6
Est,2007,55-64,M,27636,0,1,63.1
Est,2007,55-64,F,28764,0,1,74.6
Est,2007,65+,M,20727,0,5,82.1
Est,2007,65+,F,21573,0,5,66.0
Est,2008,0-14,M,303408,0,2,0.0
Est,2008,0-14,F,315792,0,2,0.0
Est,2008,15-24,M,141120,35,1,82.8
Est,2008,15-24,F,146880,35,1,65.8
Est,2008,25-34,M,98784,25,1,62.5
Est,2008,25-34,F,102816,25,1,76.1
Est,2008,35-44,M,70560,0,1,78.1
Est,2008,35-44,F,73440,0,1,78.8
Est,2008,45-54,M,42336,0,1,77.0
Est,2008,45-54,F,44064,0,1,77.8
Est,2008,55-64,M,28224,0,1,79.0
Est,2008,55-64,F,29376,0,1,66.1
Est,2008,65+,M,21168,0,5,72.0
Est,2008,65+,F,22032,0,5,82.9
Est,2009,0-14,M,309729,0,2,0.0
Est,2009,0-14,F,322371,0,2,0.0
Est,2009,15-24,M,144060,35,1,73.6
Est,2009,15-24,F,149940,35,1,61.4
Est,2009,25-34,M,100842,25,1,62.4
Est,2009,25-34,F,104958,25,1,66.1
Est,2009,35-44,M,72030,0,1,67.2
Est,2009,35-44,F,74970,0,1,64.0
Est,2009,45-54,M,43218,0,1,69.8
Est,2009,45-54,F,44982,0,1,68.5
Est,2009,55-64,M,28812,0,1,71.6
Est,2009,55-64,F,29988,0,1,68.0
Est,2009,65+,M,21609,0,5,80.0
Est,2009,65+,F,22491,0,5,70.7
Est,2010,0-14,M,316050,0,2,0.0
Est,2010,0-14,F,328950,0,2,0.0
Est,2010,15-24,M,147000,35,1,82.1
Est,2010,15-24,F,153000,35,1,67.9
Est,2010,25-34,M,102900,25,1,70.1
Est,2010,25-34,F,107100,25,1,71.7
Est,2010,35-44,M,73500,0,1,68.3
Est,2010,35-44,F,76500,0,1,67.7
Est,2010,45-54,M,44100,0,1,65.7
Est,2010,45-54,F,45900,0,1,81.6
Est,2010,55-64,M,29400,0,1,66.6
Est,2010,55-64,F,30600,0,1,65.9
Est,2010,65+,M,22050,0,5,68.3
Est,2010,65+,F,22950,0,5,63.8
Est,2011,0-14,M,322371,0,2,0.0
Est,2011,0-14,F,335529,0,2,0.0
Est,2011,15-24,M,149940,35,1,65.3
Est,2011,15-24,F,156060,35,1,75.6
Est,2011,25-34,M,104958,25,1,60.9
Est,2011,25-34,F,109242,25,1,66.7
Est,2011,35-44,M,74970,0,1,84.5
Est,2011,35-44,F,78030,0,1,66.6
Est,2011,45-54,M,44982,0,1,69.0
Est,2011,45-54,F,46818,0,1,66.7
Est,2011,55-64,M,29988,0,1,82.0
Est,2011,55-64,F,31212,0,1,83.8
Est,2011,65+,M,22491,0,5,61.8
Est,2011,65+,F,23409,0,5,60.9
Est,2012,0-14,M,328692,0,2,0.0
Est,2012,0-14,F,342108,0,2,0.0
Est,2012,15-24,M,152880,35,1,74.0
Est,2012,15-24,F,159120,35,1,64.9
Est,2012,25-34,M,107016,25,1,69.8
Est,2012,25-34,F,111384,25,1,67.2
Est,2012,35-44,M,76440,0,1,61.6
Est,2012,35-44,F,79560,0,1,69.5
Est,2012,45-54,M,45864,0,1,69.4
Est,2012,45-54,F,47736,0,1,78.5
Est,2012,55-64,M,30576,0,1,76.0
Est,2012,55-64,F,31824,0,1,70.7
Est,2012,65+,M,22932,0,5,69.8
Est,2012,65+,F,23868,0,5,83.1
Est,2013,0-14,M,335013,0,2,0.0
Est,2013,0-14,F,348687,0,2,0.0
Est,2013,15-24,M,155820,35,1,69.6
Est,2013,15-24,F,162180,35,1,74.6
Est,2013,25-34,M,109074,25,1,79.4
Est,2013,25-34,F,113526,25,1,62.3
Est,2013,35-44,M,77910,0,1,67.3
Est,2013,35-44,F,81090,0,1,74.1
Est,2013,45-54,M,46746,0,1,70.4
Est,2013,45-54,F,48654,0,1,79.0
Est,2013,55-64,M,31164,0,1,74.3
Est,2013,55-64,F,32436,0,1,81.8
Est,2013,65+,M,23373,0,5,80.5
Est,2013,65+,F,24327,0,5,64.8
Est,2014,0-14,M,341334,0,2,0.0
Est,2014,0-14,F,355266,0,2,0.0
Est,2014,15-24,M,158760,35,1,65.4
Est,2014,15-24,F,165240,35,1,81.3
Est,2014,25-34,M,111132,25,1,80.8
Est,2014,25-34,F,115668,25,1,63.9
Est,2014,35-44,M,79380,0,1,63.1
Est,2014,35-44,F,82620,0,1,64.9
Est,2014,45-54,M,47628,0,1,73.3
Est,2014,45-54,F,49572,0,1,83.6
Est,2014,55-64,M,31752,0,1,84.8
Est,2014,55-64,F,33048,0,1,83.8
Est,2014,65+,M,23814,0,5,74.4
Est,2014,65+,F,24786,0,5,64.3
Est,2015,0-14,M,347655,0,2,0.0
Est,2015,0-14,F,361845,0,2,0.0
Est,2015,15-24,M,161700,35,1,78.3
Est,2015,15-24,F,168300,35,1,69.5
Est,2015,25-34,M,113190,25,1,69.8
Est,2015,25-34,F,117810,25,1,74.7
Est,2015,35-44,M,80850,0,1,66.7
Est,2015,35-44,F,84150,0,1,68.5
Est,2015,45-54,M,48510,0,1,60.0
Est,2015,45-54,F,50490,0,1,84.4
Est,2015,55-64,M,32340,0,1,63.2
Est,2015,55-64,F,33660,0,1,66.2
Est,2015,65+,M,24255,0,5,67.3
Est,2015,65+,F,25245,0,5,82.2
Est,2016,0-14,M,353976,0,2,0.0
Est,2016,0-14,F,368424,0,2,0.0
Est,2016,15-24,M,164640,35,1,70.1
Est,2016,15-24,F,171360,35,1,60.5
Est,2016,25-34,M,115248,25,1,70.1
Est,2016,25-34,F,119952,25,1,78.6
Est,2016,35-44,M,82320,0,1,76.1
Est,2016,35-44,F,85680,0,1,64.6
Est,2016,45-54,M,49392,0,1,70.4
Est,2016,45-54,F,51408,0,1,76.0
Est,2016,55-64,M,32928,0,1,74.3
Est,2016,55-64,F,34272,0,1,78.8
Est,2016,65+,M,24696,0,5,61.8
Est,2016,65+,F,25704,0,5,80.0
Est,2017,0-14,M,360297,0,2,0.0
Est,2017,0-14,F,375003,0,2,0.0
Est,2017,15-24,M,167580,35,1,63.0
Est,2017,15-24,F,174420,35,1,82.0
Est,2017,25-34,M,117306,25,1,79.4
Est,2017,25-34,F,122094,25,1,82.3
Est,2017,35-44,M,83790,0,1,72.3
Est,2017,35-44,F,87210,0,1,79.5
Est,2017,45-54,M,50274,0,1,70.9
Est,2017,45-54,F,52326,0,1,79.4
Est,2017,55-64,M,33516,0,1,84.5
Est,2017,55-64,F,34884,0,1,69.0
Est,2017,65+,M,25137,0,5,62.9
Est,2017,65+,F,26163,0,5,70.8
Est,2018,0-14,M,366618,0,2,0.0
Est,2018,0-14,F,381582,0,2,0.0
Est,2018,15-24,M,170520,35,1,70.7
Est,2018,15-24,F,177480,35,1,82.9
Est,2018,25-34,M,119364,25,1,61.1
Est,2018,25-34,F,124236,25,1,72.4
Est,2018,35-44,M,85260,0,1,82.7
Est,2018,35-44,F,88740,0,1,64.0
Est,2018,45-54,M,51156,0,1,83.4
Est,2018,45-54,F,53244,0,1,77.0
Est,2018,55-64,M,34104,0,1,73.8
Est,2018,55-64,F,35496,0,1,83.5
Est,2018,65+,M,25578,0,5,61.0
Est,2018,65+,F,26622,0,5,61.0
Est,2019,0-14,M,372939,0,2,0.0
Est,2019,0-14,F,388161,0,2,0.0
Est,2019,15-24,M,173460,35,1,63.0
Est,2019,15-24,F,180540,35,1,72.5
Est,2019,25-34,M,121422,25,1,64.7
Est,2019,25-34,F,126378,25,1,66.5
Est,2019,35-44,M,86730,0,1,79.1
Est,2019,35-44,F,90270,0,1,60.4
Est,2019,45-54,M,52038,0,1,61.8
Est,2019,45-54,F,54162,0,1,78.4
Est,2019,55-64,M,34692,0,1,62.4
Est,2019,55-64,F,36108,0,1,72.9
Est,2019,65+,M,26019,0,5,82.5
Est,2019,65+,F,27081,0,5,67.9
Est,2020,0-14,M,379260,0,2,0.0
Est,2020,0-14,F,394740,0,2,0.0
Est,2020,15-24,M,176400,35,1,77.5
Est,2020,15-24,F,183600,35,1,70.1
Est,2020,25-34,M,123480,25,1,66.5
Est,2020,25-34,F,128520,25,1,66.7
Est,2020,35-44,M,88200,0,1,83.4
Est,2020,35-44,F,91800,0,1,76.1
Est,2020,45-54,M,52920,0,1,68.0
Est,2020,45-54,F,55080,0,1,72.1
Est,2020,55-64,M,35280,0,1,65.6
Est,2020,55-64,F,36720,0,1,61.0
Est,2020,65+,M,26460,0,5,79.3
Est,2020,65+,F,27540,0,5,69.8
Est,2021,0-14,M,385581,0,2,0.0
Est,2021,0-14,F,401319,0,2,0.0
Est,2021,15-24,M,179340,35,1,64.6
Est,2021,15-24,F,186660,35,1,67.8
Est,2021,25-34,M,125538,25,1,83.6
Est,2021,25-34,F,130662,25,1,70.3
Est,2021,35-44,M,89670,0,1,66.3
Est,2021,35-44,F,93330,0,1,77.1
Est,2021,45-54,M,53802,0,1,71.9
Est,2021,45-54,F,55998,0,1,69.4
Est,2021,55-64,M,35868,0,1,79.0
Est,2021,55-64,F,37332,0,1,62.2
Est,2021,65+,M,26901,0,5,79.5
Est,2021,65+,F,27999,0,5,76.7
Est,2022,0-14,M,391902,0,2,0.0
Est,2022,0-14,F,407898,0,2,0.0
Est,2022,15-24,M,182280,35,1,77.8
Est,2022,15-24,F,189720,35,1,75.0
Est,2022,25-34,M,127596,25,1,65.8
Est,2022,25-34,F,132804,25,1,83.2
Est,2022,35-44,M,91140,0,1,74.0
Est,2022,35-44,F,94860,0,1,60.9
Est,2022,45-54,M,54684,0,1,71.5
Est,2022,45-54,F,56916,0,1,63.7
Est,2022,55-64,M,36456,0,1,81.2
Est,2022,55-64,F,37944,0,1,71.0
Est,2022,65+,M,27342,0,5,70.2
Est,2022,65+,F,28458,0,5,65.9
Est,2023,0-14,M,398223,0,2,0.0
Est,2023,0-14,F,414477,0,2,0.0
Est,2023,15-24,M,185220,35,1,66.8
Est,2023,15-24,F,192780,35,1,68.4
Est,2023,25-34,M,129654,25,1,82.1
Est,2023,25-34,F,134946,25,1,71.1
Est,2023,35-44,M,92610,0,1,64.9
Est,2023,35-44,F,96390,0,1,60.2
Est,2023,45-54,M,55566,0,1,78.4
Est,2023,45-54,F,57834,0,1,62.0
Est,2023,55-64,M,37044,0,1,66.9
Est,2023,55-64,F,38556,0,1,71.8
Est,2023,65+,M,27783,0,5,69.6
Est,2023,65+,F,28917,0,5,77.0
Extrême-Nord,2000,0-14,M,737450,0,2,0.0
Extrême-Nord,2000,0-14,F,767550,0,2,0.0
Extrême-Nord,2000,15-24,M,343000,35,1,79.6
Extrême-Nord,2000,15-24,F,357000,35,1,83.6
Extrême-Nord,2000,25-34,M,240100,25,1,74.3
Extrême-Nord,2000,25-34,F,249900,25,1,75.2
Extrême-Nord,2000,35-44,M,171500,0,1,84.6
Extrême-Nord,2000,35-44,F,178500,0,1,63.6
Extrême-Nord,2000,45-54,M,102900,0,1,68.7
Extrême-Nord,2000,45-54,F,107100,0,1,83.9
Extrême-Nord,2000,55-64,M,68600,0,1,61.9
Extrême-Nord,2000,55-64,F,71400,0,1,68.8
Extrême-Nord,2000,65+,M,51450,0,5,82.5
Extrême-Nord,2000,65+,F,53550,0,5,80.3
Extrême-Nord,2001,0-14,M,755886,0,2,0.0
Extrême-Nord,2001,0-14,F,786738,0,2,0.0
Extrême-Nord,2001,15-24,M,351574,35,1,82.8
Extrême-Nord,2001,15-24,F,365924,35,1,72.6
Extrême-Nord,2001,25-34,M,246102,25,1,74.3
Extrême-Nord,2001,25-34,F,256147,25,1,63.6
Extrême-Nord,2001,35-44,M,175787,0,1,81.2
Extrême-Nord,2001,35-44,F,182962,0,1,80.2
Extrême-Nord,2001,45-54,M,105472,0,1,62.3
Extrême-Nord,2001,45-54,F,109777,0,1,74.8
Extrême-Nord,2001,55-64,M,70314,0,1,78.8
Extrême-Nord,2001,55-64,F,73184,0,1,64.6
Extrême-Nord,2001,65+,M,52736,0,5,83.6
Extrême-Nord,2001,65+,F,54888,0,5,67.5
Extrême-Nord,2002,0-14,M,774322,0,2,0.0
Extrême-Nord,2002,0-14,F,805927,0,2,0.0
Extrême-Nord,2002,15-24,M,360150,35,1,80.7
Extrême-Nord,2002,15-24,F,374850,35,1,68.0
Extrême-Nord,2002,25-34,M,252105,25,1,76.8
Extrême-Nord,2002,25-34,F,262395,25,1,68.0
Extrême-Nord,2002,35-44,M,180075,0,1,75.7
Extrême-Nord,2002,35-44,F,187425,0,1,83.1
Extrême-Nord,2002,45-54,M,108045,0,1,83.0
Extrême-Nord,2002,45-54,F,112455,0,1,80.8
Extrême-Nord,2002,55-64,M,72030,0,1,76.9
Extrême-Nord,2002,55-64,F,74970,0,1,73.2
Extrême-Nord,2002,65+,M,54022,0,5,73.3
Extrême-Nord,2002,65+,F,56227,0,5,60.3
Extrême-Nord,2003,0-14,M,792758,0,2,0.0
Extrême-Nord,2003,0-14,F,825116,0,2,0.0
Extrême-Nord,2003,15-24,M,368725,35,1,70.3
Extrême-Nord,2003,15-24,F,383775,35,1,71.4
Extrême-Nord,2003,25-34,M,258107,25,1,66.0
Extrême-Nord,2003,25-34,F,268642,25,1,80.4
Extrême-Nord,2003,35-44,M,184362,0,1,82.0
Extrême-Nord,2003,35-44,F,191887,0,1,65.2
Extrême-Nord,2003,45-54,M,110617,0,1,78.7
Extrême-Nord,2003,45-54,F,115132,0,1,75.6
Extrême-Nord,2003,55-64,M,73745,0,1,83.8
Extrême-Nord,2003,55-64,F,76755,0,1,69.9
Extrême-Nord,2003,65+,M,55308,0,5,71.9
Extrême-Nord,2003,65+,F,57566,0,5,80.8
Extrême-Nord,2004,0-14,M,811195,0,2,0.0
Extrême-Nord,2004,0-14,F,844305,0,2,0.0
Extrême-Nord,2004,15-24,M,377300,35,1,76.3
Extrême-Nord,2004,15-24,F,392700,35,1,60.4
Extrême-Nord,2004,25-34,M,264110,25,1,74.6
Extrême-Nord,2004,25-34,F,274890,25,1,65.1
Extrême-Nord,2004,35-44,M,188650,0,1,81.6
Extrême-Nord,2004,35-44,F,196350,0,1,78.2
Extrême-Nord,2004,45-54,M,113190,0,1,80.0
Extrême-Nord,2004,45-54,F,117810,0,1,78.4
Extrême-Nord,2004,55-64,M,75460,0,1,79.4
Extrême-Nord,2004,55-64,F,78540,0,1,68.2
Extrême-Nord,2004,65+,M,56595,0,5,73.1
Extrême-Nord,2004,65+,F,58905,0,5,63.2
Extrême-Nord,2005,0-14,M,829631,0,2,0.0
Extrême-Nord,2005,0-14,F,863493,0,2,0.0
Extrême-Nord,2005,15-24,M,385875,35,1,71.1
Extrême-Nord,2005,15-24,F,401625,35,1,81.4
Extrême-Nord,2005,25-34,M,270112,25,1,82.5
Extrême-Nord,2005,25-34,F,281137,25,1,76.7
Extrême-Nord,2005,35-44,M,192937,0,1,71.6
Extrême-Nord,2005,35-44,F,200812,0,1,73.1
Extrême-Nord,2005,45-54,M,115762,0,1,61.4
Extrême-Nord,2005,45-54,F,120487,0,1,81.0
Extrême-Nord,2005,55-64,M,77175,0,1,80.4
Extrême-Nord,2005,55-64,F,80325,0,1,75.7
Extrême-Nord,2005,65+,M,57881,0,5,80.7
Extrême-Nord,2005,65+,F,60243,0,5,67.7
Extrême-Nord,2006,0-14,M,848067,0,2,0.0
Extrême-Nord,2006,0-14,F,882682,0,2,0.0
Extrême-Nord,2006,15-24,M,394449,35,1,75.8
Extrême-Nord,2006,15-24,F,410549,35,1,61.7
Extrême-Nord,2006,25-34,M,276114,25,1,70.2
Extrême-Nord,2006,25-34,F,287384,25,1,68.5
Extrême-Nord,2006,35-44,M,197224,0,1,60.4
Extrême-Nord,2006,35-44,F,205274,0,1,66.7
Extrême-Nord,2006,45-54,M,118334,0,1,60.2
Extrême-Nord,2006,45-54,F,123164,0,1,80.5
Extrême-Nord,2006,55-64,M,78889,0,1,68.1
Extrême-Nord,2006,55-64,F,82109,0,1,83.0
Extrême-Nord,2006,65+,M,59167,0,5,63.2
Extrême-Nord,2006,65+,F,61582,0,5,73.1
Extrême-Nord,2007,0-14,M,866503,0,2,0.0
Extrême-Nord,2007,0-14,F,901871,0,2,0.0
Extrême-Nord,2007,15-24,M,403025,35,1,63.3
Extrême-Nord,2007,15-24,F,419475,35,1,77.4
Extrême-Nord,2007,25-34,M,282117,25,1,70.3
Extrême-Nord,2007,25-34,F,293632,25,1,67.3
Extrême-Nord,2007,35-44,M,201512,0,1,83.2
Extrême-Nord,2007,35-44,F,209737,0,1,67.9
