region,annee,quintile,indicateur,valeur,unite
Est,2018,Q5 (plus riche),Accès electricite,55.0,%
Est,2018,Q5 (plus riche),Accès toilettes,35.0,%
Est,2018,Q5 (plus riche),Possession telephone,84.0,%
Est,2018,Q5 (plus riche),Possession radio,72.0,%
Est,2018,Q5 (plus riche),Possession TV,48.0,%
Est,2019,Q1 (plus pauvre),Revenu moyen mensuel,32000.0,FCFA
Est,2019,Q1 (plus pauvre),Depenses alimentation,11590.07,FCFA
Est,2019,Q1 (plus pauvre),Depenses sante,2844.13,FCFA
Est,2019,Q1 (plus pauvre),Depenses education,1772.36,FCFA
Est,2019,Q1 (plus pauvre),Depenses logement,6177.83,FCFA
Est,2019,Q1 (plus pauvre),Depenses transport,4080.72,FCFA
Est,2019,Q1 (plus pauvre),Accès eau potable,30.0,%
Est,2019,Q1 (plus pauvre),Accès electricite,27.5,%
Est,2019,Q1 (plus pauvre),Accès toilettes,17.5,%
Est,2019,Q1 (plus pauvre),Possession telephone,21.0,%
Est,2019,Q1 (plus pauvre),Possession radio,18.0,%
Est,2019,Q1 (plus pauvre),Possession TV,12.0,%
Est,2019,Q2,Revenu moyen mensuel,64000.0,FCFA
Est,2019,Q2,Depenses alimentation,23604.34,FCFA
Est,2019,Q2,Depenses sante,5496.31,FCFA
Est,2019,Q2,Depenses education,3271.14,FCFA
Est,2019,Q2,Depenses logement,13849.18,FCFA
Est,2019,Q2,Depenses transport,7935.68,FCFA
Est,2019,Q2,Accès eau potable,42.0,%
Est,2019,Q2,Accès electricite,38.5,%
Est,2019,Q2,Accès toilettes,24.5,%
Est,2019,Q2,Possession telephone,35.0,%
Est,2019,Q2,Possession radio,30.0,%
Est,2019,Q2,Possession TV,20.0,%
Est,2019,Q3,Revenu moyen mensuel,115200.0,FCFA
Est,2019,Q3,Depenses alimentation,52452.16,FCFA
Est,2019,Q3,Depenses sante,8543.52,FCFA
Est,2019,Q3,Depenses education,4909.58,FCFA
Est,2019,Q3,Depenses logement,22608.2,FCFA
Est,2019,Q3,Depenses transport,13764.79,FCFA
Est,2019,Q3,Accès eau potable,51.0,%
Est,2019,Q3,Accès electricite,46.75,%
Est,2019,Q3,Accès toilettes,29.75,%
Est,2019,Q3,Possession telephone,49.0,%
Est,2019,Q3,Possession radio,42.0,%
Est,2019,Q3,Possession TV,28.0,%
Est,2019,Q4,Revenu moyen mensuel,192000.0,FCFA
Est,2019,Q4,Depenses alimentation,95574.77,FCFA
Est,2019,Q4,Depenses sante,14211.3,FCFA
Est,2019,Q4,Depenses education,7908.95,FCFA
Est,2019,Q4,Depenses logement,44669.73,FCFA
Est,2019,Q4,Depenses transport,24498.96,FCFA
Est,2019,Q4,Accès eau potable,57.0,%
Est,2019,Q4,Accès electricite,52.25,%
Est,2019,Q4,Accès toilettes,33.25,%
Est,2019,Q4,Possession telephone,63.0,%
Est,2019,Q4,Possession radio,54.0,%
Est,2019,Q4,Possession TV,36.0,%
Est,2019,Q5 (plus riche),Revenu moyen mensuel,384000.0,FCFA
Est,2019,Q5 (plus riche),Depenses alimentation,147745.52,FCFA
Est,2019,Q5 (plus riche),Depenses sante,27748.14,FCFA
Est,2019,Q5 (plus riche),Depenses education,19829.41,FCFA
Est,2019,Q5 (plus riche),Depenses logement,63210.46,FCFA
Est,2019,Q5 (plus riche),Depenses transport,48220.61,FCFA
Est,2019,Q5 (plus riche),Accès eau potable,60.0,%
Est,2019,Q5 (plus riche),Accès electricite,55.0,%
Est,2019,Q5 (plus riche),Accès toilettes,35.0,%
Est,2019,Q5 (plus riche),Possession telephone,84.0,%
Est,2019,Q5 (plus riche),Possession radio,72.0,%
Est,2019,Q5 (plus riche),Possession TV,48.0,%
Est,2020,Q1 (plus pauvre),Revenu moyen mensuel,32500.0,FCFA
Est,2020,Q1 (plus pauvre),Depenses alimentation,14428.69,FCFA
Est,2020,Q1 (plus pauvre),Depenses sante,2520.54,FCFA
Est,2020,Q1 (plus pauvre),Depenses education,1518.4,FCFA
Est,2020,Q1 (plus pauvre),Depenses logement,7121.4,FCFA
Est,2020,Q1 (plus pauvre),Depenses transport,3621.28,FCFA
Est,2020,Q1 (plus pauvre),Accès eau potable,30.0,%
Est,2020,Q1 (plus pauvre),Accès electricite,27.5,%
Est,2020,Q1 (plus pauvre),Accès toilettes,17.5,%
Est,2020,Q1 (plus pauvre),Possession telephone,21.0,%
Est,2020,Q1 (plus pauvre),Possession radio,18.0,%
Est,2020,Q1 (plus pauvre),Possession TV,12.0,%
Est,2020,Q2,Revenu moyen mensuel,65000.0,FCFA
Est,2020,Q2,Depenses alimentation,24711.0,FCFA
Est,2020,Q2,Depenses sante,5485.72,FCFA
Est,2020,Q2,Depenses education,3783.01,FCFA
Est,2020,Q2,Depenses logement,11472.84,FCFA
Est,2020,Q2,Depenses transport,8478.07,FCFA
Est,2020,Q2,Accès eau potable,42.0,%
Est,2020,Q2,Accès electricite,38.5,%
Est,2020,Q2,Accès toilettes,24.5,%
Est,2020,Q2,Possession telephone,35.0,%
Est,2020,Q2,Possession radio,30.0,%
Est,2020,Q2,Possession TV,20.0,%
Est,2020,Q3,Revenu moyen mensuel,117000.0,FCFA
Est,2020,Q3,Depenses alimentation,61730.23,FCFA
Est,2020,Q3,Depenses sante,8877.49,FCFA
Est,2020,Q3,Depenses education,5530.65,FCFA
Est,2020,Q3,Depenses logement,20090.28,FCFA
Est,2020,Q3,Depenses transport,11614.94,FCFA
Est,2020,Q3,Accès eau potable,51.0,%
Est,2020,Q3,Accès electricite,46.75,%
Est,2020,Q3,Accès toilettes,29.75,%
Est,2020,Q3,Possession telephone,49.0,%
Est,2020,Q3,Possession radio,42.0,%
Est,2020,Q3,Possession TV,28.0,%
Est,2020,Q4,Revenu moyen mensuel,195000.0,FCFA
Est,2020,Q4,Depenses alimentation,95901.26,FCFA
Est,2020,Q4,Depenses sante,15796.03,FCFA
Est,2020,Q4,Depenses education,10522.81,FCFA
Est,2020,Q4,Depenses logement,36696.97,FCFA
Est,2020,Q4,Depenses transport,20856.52,FCFA
Est,2020,Q4,Accès eau potable,57.0,%
Est,2020,Q4,Accès electricite,52.25,%
Est,2020,Q4,Accès toilettes,33.25,%
Est,2020,Q4,Possession telephone,63.0,%
Est,2020,Q4,Possession radio,54.0,%
Est,2020,Q4,Possession TV,36.0,%
Est,2020,Q5 (plus riche),Revenu moyen mensuel,390000.0,FCFA
Est,2020,Q5 (plus riche),Depenses alimentation,184610.14,FCFA
Est,2020,Q5 (plus riche),Depenses sante,33921.56,FCFA
Est,2020,Q5 (plus riche),Depenses education,19188.21,FCFA
Est,2020,Q5 (plus riche),Depenses logement,62475.74,FCFA
Est,2020,Q5 (plus riche),Depenses transport,42801.88,FCFA
Est,2020,Q5 (plus riche),Accès eau potable,60.0,%
Est,2020,Q5 (plus riche),Accès electricite,55.0,%
Est,2020,Q5 (plus riche),Accès toilettes,35.0,%
Est,2020,Q5 (plus riche),Possession telephone,84.0,%
Est,2020,Q5 (plus riche),Possession radio,72.0,%
Est,2020,Q5 (plus riche),Possession TV,48.0,%
Est,2021,Q1 (plus pauvre),Revenu moyen mensuel,33000.0,FCFA
Est,2021,Q1 (plus pauvre),Depenses alimentation,17140.41,FCFA
Est,2021,Q1 (plus pauvre),Depenses sante,2529.6,FCFA
Est,2021,Q1 (plus pauvre),Depenses education,1750.79,FCFA
Est,2021,Q1 (plus pauvre),Depenses logement,5781.82,FCFA
Est,2021,Q1 (plus pauvre),Depenses transport,4408.47,FCFA
Est,2021,Q1 (plus pauvre),Accès eau potable,30.0,%
Est,2021,Q1 (plus pauvre),Accès electricite,27.5,%
Est,2021,Q1 (plus pauvre),Accès toilettes,17.5,%
Est,2021,Q1 (plus pauvre),Possession telephone,21.0,%
Est,2021,Q1 (plus pauvre),Possession radio,18.0,%
Est,2021,Q1 (plus pauvre),Possession TV,12.0,%
Est,2021,Q2,Revenu moyen mensuel,66000.0,FCFA
Est,2021,Q2,Depenses alimentation,32979.72,FCFA
Est,2021,Q2,Depenses sante,5353.82,FCFA
Est,2021,Q2,Depenses education,2750.74,FCFA
Est,2021,Q2,Depenses logement,15181.51,FCFA
Est,2021,Q2,Depenses transport,8012.57,FCFA
Est,2021,Q2,Accès eau potable,42.0,%
Est,2021,Q2,Accès electricite,38.5,%
Est,2021,Q2,Accès toilettes,24.5,%
Est,2021,Q2,Possession telephone,35.0,%
Est,2021,Q2,Possession radio,30.0,%
Est,2021,Q2,Possession TV,20.0,%
Est,2021,Q3,Revenu moyen mensuel,118800.0,FCFA
Est,2021,Q3,Depenses alimentation,43923.02,FCFA
Est,2021,Q3,Depenses sante,9384.32,FCFA
Est,2021,Q3,Depenses education,4842.75,FCFA
Est,2021,Q3,Depenses logement,20902.73,FCFA
Est,2021,Q3,Depenses transport,11711.64,FCFA
Est,2021,Q3,Accès eau potable,51.0,%
Est,2021,Q3,Accès electricite,46.75,%
Est,2021,Q3,Accès toilettes,29.75,%
Est,2021,Q3,Possession telephone,49.0,%
Est,2021,Q3,Possession radio,42.0,%
Est,2021,Q3,Possession TV,28.0,%
Est,2021,Q4,Revenu moyen mensuel,198000.0,FCFA
Est,2021,Q4,Depenses alimentation,76144.3,FCFA
Est,2021,Q4,Depenses sante,18829.55,FCFA
Est,2021,Q4,Depenses education,11836.23,FCFA
Est,2021,Q4,Depenses logement,45956.97,FCFA
Est,2021,Q4,Depenses transport,22033.89,FCFA
Est,2021,Q4,Accès eau potable,57.0,%
Est,2021,Q4,Accès electricite,52.25,%
Est,2021,Q4,Accès toilettes,33.25,%
Est,2021,Q4,Possession telephone,63.0,%
Est,2021,Q4,Possession radio,54.0,%
Est,2021,Q4,Possession TV,36.0,%
Est,2021,Q5 (plus riche),Revenu moyen mensuel,396000.0,FCFA
Est,2021,Q5 (plus riche),Depenses alimentation,157155.57,FCFA
Est,2021,Q5 (plus riche),Depenses sante,29619.89,FCFA
Est,2021,Q5 (plus riche),Depenses education,20170.48,FCFA
Est,2021,Q5 (plus riche),Depenses logement,82578.58,FCFA
Est,2021,Q5 (plus riche),Depenses transport,46191.82,FCFA
Est,2021,Q5 (plus riche),Accès eau potable,60.0,%
Est,2021,Q5 (plus riche),Accès electricite,55.0,%
Est,2021,Q5 (plus riche),Accès toilettes,35.0,%
Est,2021,Q5 (plus riche),Possession telephone,84.0,%
Est,2021,Q5 (plus riche),Possession radio,72.0,%
Est,2021,Q5 (plus riche),Possession TV,48.0,%
Est,2022,Q1 (plus pauvre),Revenu moyen mensuel,33500.0,FCFA
Est,2022,Q1 (plus pauvre),Depenses alimentation,16721.46,FCFA
Est,2022,Q1 (plus pauvre),Depenses sante,2595.96,FCFA
Est,2022,Q1 (plus pauvre),Depenses education,1947.93,FCFA
Est,2022,Q1 (plus pauvre),Depenses logement,6357.15,FCFA
Est,2022,Q1 (plus pauvre),Depenses transport,3814.61,FCFA
Est,2022,Q1 (plus pauvre),Accès eau potable,30.0,%
Est,2022,Q1 (plus pauvre),Accès electricite,27.5,%
Est,2022,Q1 (plus pauvre),Accès toilettes,17.5,%
Est,2022,Q1 (plus pauvre),Possession telephone,21.0,%
Est,2022,Q1 (plus pauvre),Possession radio,18.0,%
Est,2022,Q1 (plus pauvre),Possession TV,12.0,%
Est,2022,Q2,Revenu moyen mensuel,67000.0,FCFA
Est,2022,Q2,Depenses alimentation,30385.89,FCFA
Est,2022,Q2,Depenses sante,4400.94,FCFA
Est,2022,Q2,Depenses education,3052.77,FCFA
Est,2022,Q2,Depenses logement,13996.37,FCFA
Est,2022,Q2,Depenses transport,6570.72,FCFA
Est,2022,Q2,Accès eau potable,42.0,%
Est,2022,Q2,Accès electricite,38.5,%
Est,2022,Q2,Accès toilettes,24.5,%
Est,2022,Q2,Possession telephone,35.0,%
Est,2022,Q2,Possession radio,30.0,%
Est,2022,Q2,Possession TV,20.0,%
Est,2022,Q3,Revenu moyen mensuel,120600.0,FCFA
Est,2022,Q3,Depenses alimentation,50449.82,FCFA
Est,2022,Q3,Depenses sante,10650.68,FCFA
Est,2022,Q3,Depenses education,6184.65,FCFA
Est,2022,Q3,Depenses logement,26675.23,FCFA
Est,2022,Q3,Depenses transport,15323.23,FCFA
Est,2022,Q3,Accès eau potable,51.0,%
Est,2022,Q3,Accès electricite,46.75,%
Est,2022,Q3,Accès toilettes,29.75,%
Est,2022,Q3,Possession telephone,49.0,%
Est,2022,Q3,Possession radio,42.0,%
Est,2022,Q3,Possession TV,28.0,%
Est,2022,Q4,Revenu moyen mensuel,201000.0,FCFA
Est,2022,Q4,Depenses alimentation,85152.39,FCFA
Est,2022,Q4,Depenses sante,16794.75,FCFA
Est,2022,Q4,Depenses education,9786.71,FCFA
Est,2022,Q4,Depenses logement,35239.07,FCFA
Est,2022,Q4,Depenses transport,23707.9,FCFA
Est,2022,Q4,Accès eau potable,57.0,%
Est,2022,Q4,Accès electricite,52.25,%
Est,2022,Q4,Accès toilettes,33.25,%
Est,2022,Q4,Possession telephone,63.0,%
Est,2022,Q4,Possession radio,54.0,%
Est,2022,Q4,Possession TV,36.0,%
Est,2022,Q5 (plus riche),Revenu moyen mensuel,402000.0,FCFA
Est,2022,Q5 (plus riche),Depenses alimentation,175694.18,FCFA
Est,2022,Q5 (plus riche),Depenses sante,28745.25,FCFA
Est,2022,Q5 (plus riche),Depenses education,17763.96,FCFA
Est,2022,Q5 (plus riche),Depenses logement,90052.48,FCFA
Est,2022,Q5 (plus riche),Depenses transport,44684.09,FCFA
Est,2022,Q5 (plus riche),Accès eau potable,60.0,%
Est,2022,Q5 (plus riche),Accès electricite,55.0,%
Est,2022,Q5 (plus riche),Accès toilettes,35.0,%
Est,2022,Q5 (plus riche),Possession telephone,84.0,%
Est,2022,Q5 (plus riche),Possession radio,72.0,%
Est,2022,Q5 (plus riche),Possession TV,48.0,%
Est,2023,Q1 (plus pauvre),Revenu moyen mensuel,34000.0,FCFA
Est,2023,Q1 (plus pauvre),Depenses alimentation,14952.37,FCFA
Est,2023,Q1 (plus pauvre),Depenses sante,2769.05,FCFA
Est,2023,Q1 (plus pauvre),Depenses education,1681.47,FCFA
Est,2023,Q1 (plus pauvre),Depenses logement,8149.25,FCFA
Est,2023,Q1 (plus pauvre),Depenses transport,4654.61,FCFA
Est,2023,Q1 (plus pauvre),Accès eau potable,30.0,%
Est,2023,Q1 (plus pauvre),Accès electricite,27.5,%
Est,2023,Q1 (plus pauvre),Accès toilettes,17.5,%
Est,2023,Q1 (plus pauvre),Possession telephone,21.0,%
Est,2023,Q1 (plus pauvre),Possession radio,18.0,%
Est,2023,Q1 (plus pauvre),Possession TV,12.0,%
Est,2023,Q2,Revenu moyen mensuel,68000.0,FCFA
Est,2023,Q2,Depenses alimentation,28225.61,FCFA
Est,2023,Q2,Depenses sante,4644.86,FCFA
Est,2023,Q2,Depenses education,3026.35,FCFA
Est,2023,Q2,Depenses logement,12919.43,FCFA
Est,2023,Q2,Depenses transport,6756.15,FCFA
Est,2023,Q2,Accès eau potable,42.0,%
Est,2023,Q2,Accès electricite,38.5,%
Est,2023,Q2,Accès toilettes,24.5,%
Est,2023,Q2,Possession telephone,35.0,%
Est,2023,Q2,Possession radio,30.0,%
Est,2023,Q2,Possession TV,20.0,%
Est,2023,Q3,Revenu moyen mensuel,122400.0,FCFA
Est,2023,Q3,Depenses alimentation,60721.1,FCFA
Est,2023,Q3,Depenses sante,10495.08,FCFA
Est,2023,Q3,Depenses education,6231.96,FCFA
Est,2023,Q3,Depenses logement,20893.89,FCFA
Est,2023,Q3,Depenses transport,11871.89,FCFA
Est,2023,Q3,Accès eau potable,51.0,%
Est,2023,Q3,Accès electricite,46.75,%
Est,2023,Q3,Accès toilettes,29.75,%
Est,2023,Q3,Possession telephone,49.0,%
Est,2023,Q3,Possession radio,42.0,%
Est,2023,Q3,Possession TV,28.0,%
Est,2023,Q4,Revenu moyen mensuel,204000.0,FCFA
Est,2023,Q4,Depenses alimentation,108501.7,FCFA
Est,2023,Q4,Depenses sante,17114.62,FCFA
Est,2023,Q4,Depenses education,9235.6,FCFA
Est,2023,Q4,Depenses logement,33036.11,FCFA
Est,2023,Q4,Depenses transport,27729.81,FCFA
Est,2023,Q4,Accès eau potable,57.0,%
Est,2023,Q4,Accès electricite,52.25,%
Est,2023,Q4,Accès toilettes,33.25,%
Est,2023,Q4,Possession telephone,63.0,%
Est,2023,Q4,Possession radio,54.0,%
Est,2023,Q4,Possession TV,36.0,%
Est,2023,Q5 (plus riche),Revenu moyen mensuel,408000.0,FCFA
Est,2023,Q5 (plus riche),Depenses alimentation,193681.57,FCFA
Est,2023,Q5 (plus riche),Depenses sante,30116.41,FCFA
Est,2023,Q5 (plus riche),Depenses education,21018.85,FCFA
Est,2023,Q5 (plus riche),Depenses logement,92614.19,FCFA
Est,2023,Q5 (plus riche),Depenses transport,50671.04,FCFA
Est,2023,Q5 (plus riche),Accès eau potable,60.0,%
Est,2023,Q5 (plus riche),Accès electricite,55.0,%
Est,2023,Q5 (plus riche),Accès toilettes,35.0,%
Est,2023,Q5 (plus riche),Possession telephone,84.0,%
Est,2023,Q5 (plus riche),Possession radio,72.0,%
Est,2023,Q5 (plus riche),Possession TV,48.0,%
Extrême-Nord,2005,Q1 (plus pauvre),Revenu moyen mensuel,25000.0,FCFA
Extrême-Nord,2005,Q1 (plus pauvre),Depenses alimentation,11925.72,FCFA
Extrême-Nord,2005,Q1 (plus pauvre),Depenses sante,2221.25,FCFA
Extrême-Nord,2005,Q1 (plus pauvre),Depenses education,1490.02,FCFA
Extrême-Nord,2005,Q1 (plus pauvre),Depenses logement,4534.55,FCFA
Extrême-Nord,2005,Q1 (plus pauvre),Depenses transport,2902.96,FCFA
Extrême-Nord,2005,Q1 (plus pauvre),Accès eau potable,30.0,%
Extrême-Nord,2005,Q1 (plus pauvre),Accès electricite,27.5,%
Extrême-Nord,2005,Q1 (plus pauvre),Accès toilettes,17.5,%
Extrême-Nord,2005,Q1 (plus pauvre),Possession telephone,21.0,%
Extrême-Nord,2005,Q1 (plus pauvre),Possession radio,18.0,%
Extrême-Nord,2005,Q1 (plus pauvre),Possession TV,12.0,%
Extrême-Nord,2005,Q2,Revenu moyen mensuel,50000.0,FCFA
Extrême-Nord,2005,Q2,Depenses alimentation,18097.71,FCFA
Extrême-Nord,2005,Q2,Depenses sante,4434.59,FCFA
Extrême-Nord,2005,Q2,Depenses education,2334.61,FCFA
Extrême-Nord,2005,Q2,Depenses logement,11238.86,FCFA
Extrême-Nord,2005,Q2,Depenses transport,5637.32,FCFA
Extrême-Nord,2005,Q2,Accès eau potable,42.0,%
Extrême-Nord,2005,Q2,Accès electricite,38.5,%
Extrême-Nord,2005,Q2,Accès toilettes,24.5,%
Extrême-Nord,2005,Q2,Possession telephone,35.0,%
Extrême-Nord,2005,Q2,Possession radio,30.0,%
Extrême-Nord,2005,Q2,Possession TV,20.0,%
Extrême-Nord,2005,Q3,Revenu moyen mensuel,90000.0,FCFA
Extrême-Nord,2005,Q3,Depenses alimentation,47324.18,FCFA
Extrême-Nord,2005,Q3,Depenses sante,6881.38,FCFA
Extrême-Nord,2005,Q3,Depenses education,4537.34,FCFA
Extrême-Nord,2005,Q3,Depenses logement,14855.92,FCFA
Extrême-Nord,2005,Q3,Depenses transport,12418.04,FCFA
Extrême-Nord,2005,Q3,Accès eau potable,51.0,%
Extrême-Nord,2005,Q3,Accès electricite,46.75,%
Extrême-Nord,2005,Q3,Accès toilettes,29.75,%
Extrême-Nord,2005,Q3,Possession telephone,49.0,%
Extrême-Nord,2005,Q3,Possession radio,42.0,%
Extrême-Nord,2005,Q3,Possession TV,28.0,%
Extrême-Nord,2005,Q4,Revenu moyen mensuel,150000.0,FCFA
Extrême-Nord,2005,Q4,Depenses alimentation,57544.26,FCFA
Extrême-Nord,2005,Q4,Depenses sante,11320.13,FCFA
Extrême-Nord,2005,Q4,Depenses education,8773.56,FCFA
Extrême-Nord,2005,Q4,Depenses logement,28305.15,FCFA
Extrême-Nord,2005,Q4,Depenses transport,18041.37,FCFA
Extrême-Nord,2005,Q4,Accès eau potable,57.0,%
Extrême-Nord,2005,Q4,Accès electricite,52.25,%
Extrême-Nord,2005,Q4,Accès toilettes,33.25,%
Extrême-Nord,2005,Q4,Possession telephone,63.0,%
Extrême-Nord,2005,Q4,Possession radio,54.0,%
Extrême-Nord,2005,Q4,Possession TV,36.0,%
Extrême-Nord,2005,Q5 (plus riche),Revenu moyen mensuel,300000.0,FCFA
Extrême-Nord,2005,Q5 (plus riche),Depenses alimentation,112842.83,FCFA
Extrême-Nord,2005,Q5 (plus riche),Depenses sante,21990.5,FCFA
Extrême-Nord,2005,Q5 (plus riche),Depenses education,14103.68,FCFA
Extrême-Nord,2005,Q5 (plus riche),Depenses logement,52903.12,FCFA
Extrême-Nord,2005,Q5 (plus riche),Depenses transport,40406.52,FCFA
Extrême-Nord,2005,Q5 (plus riche),Accès eau potable,60.0,%
Extrême-Nord,2005,Q5 (plus riche),Accès electricite,55.0,%
Extrême-Nord,2005,Q5 (plus riche),Accès toilettes,35.0,%
Extrême-Nord,2005,Q5 (plus riche),Possession telephone,84.0,%
Extrême-Nord,2005,Q5 (plus riche),Possession radio,72.0,%
Extrême-Nord,2005,Q5 (plus riche),Possession TV,48.0,%
Extrême-Nord,2006,Q1 (plus pauvre),Revenu moyen mensuel,25500.0,FCFA
Extrême-Nord,2006,Q1 (plus pauvre),Depenses alimentation,9755.69,FCFA
Extrême-Nord,2006,Q1 (plus pauvre),Depenses sante,1765.32,FCFA
Extrême-Nord,2006,Q1 (plus pauvre),Depenses education,1034.91,FCFA
Extrême-Nord,2006,Q1 (plus pauvre),Depenses logement,5815.62,FCFA
Extrême-Nord,2006,Q1 (plus pauvre),Depenses transport,2489.47,FCFA
Extrême-Nord,2006,Q1 (plus pauvre),Accès eau potable,30.0,%
Extrême-Nord,2006,Q1 (plus pauvre),Accès electricite,27.5,%
Extrême-Nord,2006,Q1 (plus pauvre),Accès toilettes,17.5,%
Extrême-Nord,2006,Q1 (plus pauvre),Possession telephone,21.0,%
Extrême-Nord,2006,Q1 (plus pauvre),Possession radio,18.0,%
Extrême-Nord,2006,Q1 (plus pauvre),Possession TV,12.0,%
Extrême-Nord,2006,Q2,Revenu moyen mensuel,51000.0,FCFA
Extrême-Nord,2006,Q2,Depenses alimentation,19866.15,FCFA
Extrême-Nord,2006,Q2,Depenses sante,3844.33,FCFA
Extrême-Nord,2006,Q2,Depenses education,2231.69,FCFA
Extrême-Nord,2006,Q2,Depenses logement,9359.17,FCFA
Extrême-Nord,2006,Q2,Depenses transport,6631.3,FCFA
Extrême-Nord,2006,Q2,Accès eau potable,42.0,%
Extrême-Nord,2006,Q2,Accès electricite,38.5,%
Extrême-Nord,2006,Q2,Accès toilettes,24.5,%
Extrême-Nord,2006,Q2,Possession telephone,35.0,%
Extrême-Nord,2006,Q2,Possession radio,30.0,%
Extrême-Nord,2006,Q2,Possession TV,20.0,%
Extrême-Nord,2006,Q3,Revenu moyen mensuel,91800.0,FCFA
Extrême-Nord,2006,Q3,Depenses alimentation,37509.35,FCFA
Extrême-Nord,2006,Q3,Depenses sante,6174.16,FCFA
Extrême-Nord,2006,Q3,Depenses education,3969.89,FCFA
Extrême-Nord,2006,Q3,Depenses logement,16040.65,FCFA
Extrême-Nord,2006,Q3,Depenses transport,9374.69,FCFA
Extrême-Nord,2006,Q3,Accès eau potable,51.0,%
Extrême-Nord,2006,Q3,Accès electricite,46.75,%
Extrême-Nord,2006,Q3,Accès toilettes,29.75,%
Extrême-Nord,2006,Q3,Possession telephone,49.0,%
Extrême-Nord,2006,Q3,Possession radio,42.0,%
Extrême-Nord,2006,Q3,Possession TV,28.0,%
Extrême-Nord,2006,Q4,Revenu moyen mensuel,153000.0,FCFA
Extrême-Nord,2006,Q4,Depenses alimentation,62337.51,FCFA
Extrême-Nord,2006,Q4,Depenses sante,12520.41,FCFA
Extrême-Nord,2006,Q4,Depenses education,8143.51,FCFA
Extrême-Nord,2006,Q4,Depenses logement,31236.61,FCFA
Extrême-Nord,2006,Q4,Depenses transport,16969.08,FCFA
Extrême-Nord,2006,Q4,Accès eau potable,57.0,%
Extrême-Nord,2006,Q4,Accès electricite,52.25,%
Extrême-Nord,2006,Q4,Accès toilettes,33.25,%
Extrême-Nord,2006,Q4,Possession telephone,63.0,%
Extrême-Nord,2006,Q4,Possession radio,54.0,%
Extrême-Nord,2006,Q4,Possession TV,36.0,%
Extrême-Nord,2006,Q5 (plus riche),Revenu moyen mensuel,306000.0,FCFA
Extrême-Nord,2006,Q5 (plus riche),Depenses alimentation,129488.94,FCFA
Extrême-Nord,2006,Q5 (plus riche),Depenses sante,28213.77,FCFA
Extrême-Nord,2006,Q5 (plus riche),Depenses education,12245.03,FCFA
Extrême-Nord,2006,Q5 (plus riche),Depenses logement,49176.41,FCFA
Extrême-Nord,2006,Q5 (plus riche),Depenses transport,33344.59,FCFA
Extrême-Nord,2006,Q5 (plus riche),Accès eau potable,60.0,%
Extrême-Nord,2006,Q5 (plus riche),Accès electricite,55.0,%
Extrême-Nord,2006,Q5 (plus riche),Accès toilettes,35.0,%
Extrême-Nord,2006,Q5 (plus riche),Possession telephone,84.0,%
Extrême-Nord,2006,Q5 (plus riche),Possession radio,72.0,%
Extrême-Nord,2006,Q5 (plus riche),Possession TV,48.0,%
Extrême-Nord,2007,Q1 (plus pauvre),Revenu moyen mensuel,26000.0,FCFA
Extrême-Nord,2007,Q1 (plus pauvre),Depenses alimentation,13966.06,FCFA
Extrême-Nord,2007,Q1 (plus pauvre),Depenses sante,2412.76,FCFA
Extrême-Nord,2007,Q1 (plus pauvre),Depenses education,1408.5,FCFA
Extrême-Nord,2007,Q1 (plus pauvre),Depenses logement,5960.63,FCFA
Extrême-Nord,2007,Q1 (plus pauvre),Depenses transport,2775.57,FCFA
Extrême-Nord,2007,Q1 (plus pauvre),Accès eau potable,30.0,%
Extrême-Nord,2007,Q1 (plus pauvre),Accès electricite,27.5,%
Extrême-Nord,2007,Q1 (plus pauvre),Accès toilettes,17.5,%
Extrême-Nord,2007,Q1 (plus pauvre),Possession telephone,21.0,%
Extrême-Nord,2007,Q1 (plus pauvre),Possession radio,18.0,%
Extrême-Nord,2007,Q1 (plus pauvre),Possession TV,12.0,%
Extrême-Nord,2007,Q2,Revenu moyen mensuel,52000.0,FCFA
Extrême-Nord,2007,Q2,Depenses alimentation,23759.2,FCFA
Extrême-Nord,2007,Q2,Depenses sante,4627.15,FCFA
Extrême-Nord,2007,Q2,Depenses education,2451.04,FCFA
Extrême-Nord,2007,Q2,Depenses logement,12296.34,FCFA
Extrême-Nord,2007,Q2,Depenses transport,6702.64,FCFA
Extrême-Nord,2007,Q2,Accès eau potable,42.0,%
Extrême-Nord,2007,Q2,Accès electricite,38.5,%
Extrême-Nord,2007,Q2,Accès toilettes,24.5,%
Extrême-Nord,2007,Q2,Possession telephone,35.0,%
Extrême-Nord,2007,Q2,Possession radio,30.0,%
Extrême-Nord,2007,Q2,Possession TV,20.0,%
Extrême-Nord,2007,Q3,Revenu moyen mensuel,93600.0,FCFA
Extrême-Nord,2007,Q3,Depenses alimentation,37583.27,FCFA
Extrême-Nord,2007,Q3,Depenses sante,7111.4,FCFA
Extrême-Nord,2007,Q3,Depenses education,3908.23,FCFA
Extrême-Nord,2007,Q3,Depenses logement,19089.08,FCFA
Extrême-Nord,2007,Q3,Depenses transport,9534.28,FCFA
Extrême-Nord,2007,Q3,Accès eau potable,51.0,%
Extrême-Nord,2007,Q3,Accès electricite,46.75,%
Extrême-Nord,2007,Q3,Accès toilettes,29.75,%
Extrême-Nord,2007,Q3,Possession telephone,49.0,%
Extrême-Nord,2007,Q3,Possession radio,42.0,%
