date,annee,mois,jour,region,precipitation_mm,temperature_c,humidite_pct
2012-06-08,2012,6,8,Adamaoua,0.6,26.5,59.8
2012-06-09,2012,6,9,Adamaoua,5.25,29.3,72.9
2012-06-10,2012,6,10,Adamaoua,4.05,33.4,45.7
2012-06-11,2012,6,11,Adamaoua,0.41,26.3,86.4
2012-06-12,2012,6,12,Adamaoua,0.39,28.9,64.1
2012-06-13,2012,6,13,Adamaoua,1.44,26.7,71.1
2012-06-14,2012,6,14,Adamaoua,0.8,27.4,71.0
2012-06-15,2012,6,15,Adamaoua,2.92,32.5,70.3
2012-06-16,2012,6,16,Adamaoua,4.24,27.9,70.3
2012-06-17,2012,6,17,Adamaoua,1.35,28.3,49.9
2012-06-18,2012,6,18,Adamaoua,7.4,27.5,84.3
2012-06-19,2012,6,19,Adamaoua,0.43,32.6,85.2
2012-06-20,2012,6,20,Adamaoua,0.83,25.3,72.7
2012-06-21,2012,6,21,Adamaoua,2.2,27.8,79.5
2012-06-22,2012,6,22,Adamaoua,3.17,28.9,65.8
2012-06-23,2012,6,23,Adamaoua,0.09,23.8,59.8
2012-06-24,2012,6,24,Adamaoua,2.08,25.7,72.1
2012-06-25,2012,6,25,Adamaoua,0.53,31.5,75.3
2012-06-26,2012,6,26,Adamaoua,0.47,30.2,73.9
2012-06-27,2012,6,27,Adamaoua,0.27,31.4,68.0
2012-06-28,2012,6,28,Adamaoua,1.01,30.7,61.4
2012-06-29,2012,6,29,Adamaoua,1.12,25.9,73.8
2012-06-30,2012,6,30,Adamaoua,1.77,33.1,78.5
2012-07-01,2012,7,1,Adamaoua,0.23,28.2,76.3
2012-07-02,2012,7,2,Adamaoua,5.94,27.6,65.8
2012-07-03,2012,7,3,Adamaoua,1.25,27.6,92.5
2012-07-04,2012,7,4,Adamaoua,1.85,27.5,78.4
2012-07-05,2012,7,5,Adamaoua,3.73,28.3,73.5
2012-07-06,2012,7,6,Adamaoua,1.77,24.7,70.3
2012-07-07,2012,7,7,Adamaoua,2.96,33.8,73.3
2012-07-08,2012,7,8,Adamaoua,1.78,30.6,83.1
2012-07-09,2012,7,9,Adamaoua,2.71,29.0,75.7
2012-07-10,2012,7,10,Adamaoua,1.01,27.5,64.4
2012-07-11,2012,7,11,Adamaoua,0.39,28.3,77.0
2012-07-12,2012,7,12,Adamaoua,2.39,29.6,55.9
2012-07-13,2012,7,13,Adamaoua,1.23,29.4,64.0
2012-07-14,2012,7,14,Adamaoua,1.31,25.2,60.5
2012-07-15,2012,7,15,Adamaoua,0.42,24.1,64.2
2012-07-16,2012,7,16,Adamaoua,0.76,27.3,70.4
2012-07-17,2012,7,17,Adamaoua,0.39,25.7,55.7
2012-07-18,2012,7,18,Adamaoua,1.02,24.9,65.4
2012-07-19,2012,7,19,Adamaoua,1.36,22.4,51.3
2012-07-20,2012,7,20,Adamaoua,3.7,20.9,81.3
2012-07-21,2012,7,21,Adamaoua,0.48,30.2,67.9
2012-07-22,2012,7,22,Adamaoua,5.52,23.3,64.7
2012-07-23,2012,7,23,Adamaoua,4.04,25.7,62.2
2012-07-24,2012,7,24,Adamaoua,0.38,21.1,84.3
2012-07-25,2012,7,25,Adamaoua,0.56,29.1,81.6
2012-07-26,2012,7,26,Adamaoua,8.89,29.6,65.3
2012-07-27,2012,7,27,Adamaoua,0.59,31.1,70.4
2012-07-28,2012,7,28,Adamaoua,0.1,28.6,78.1
2012-07-29,2012,7,29,Adamaoua,0.06,28.9,88.7
2012-07-30,2012,7,30,Adamaoua,0.73,26.4,62.2
2012-07-31,2012,7,31,Adamaoua,1.88,27.5,63.7
2012-08-01,2012,8,1,Adamaoua,0.26,25.5,62.9
2012-08-02,2012,8,2,Adamaoua,1.37,26.1,59.5
2012-08-03,2012,8,3,Adamaoua,0.65,28.2,68.9
2012-08-04,2012,8,4,Adamaoua,0.53,26.3,72.3
2012-08-05,2012,8,5,Adamaoua,2.3,24.3,67.6
2012-08-06,2012,8,6,Adamaoua,0.11,28.5,71.3
2012-08-07,2012,8,7,Adamaoua,0.09,28.1,88.2
2012-08-08,2012,8,8,Adamaoua,1.31,26.0,68.3
2012-08-09,2012,8,9,Adamaoua,0.3,25.1,64.0
2012-08-10,2012,8,10,Adamaoua,0.95,25.5,68.7
2012-08-11,2012,8,11,Adamaoua,6.75,27.5,69.8
2012-08-12,2012,8,12,Adamaoua,0.96,25.9,79.9
2012-08-13,2012,8,13,Adamaoua,1.21,21.8,71.9
2012-08-14,2012,8,14,Adamaoua,1.79,25.8,64.9
2012-08-15,2012,8,15,Adamaoua,2.53,23.8,70.1
2012-08-16,2012,8,16,Adamaoua,0.29,25.3,64.3
2012-08-17,2012,8,17,Adamaoua,0.22,29.1,82.7
2012-08-18,2012,8,18,Adamaoua,0.18,20.9,65.2
2012-08-19,2012,8,19,Adamaoua,0.51,29.0,71.7
2012-08-20,2012,8,20,Adamaoua,2.83,21.0,55.7
2012-08-21,2012,8,21,Adamaoua,0.91,24.1,69.6
2012-08-22,2012,8,22,Adamaoua,1.07,22.4,92.0
2012-08-23,2012,8,23,Adamaoua,0.66,26.7,76.3
2012-08-24,2012,8,24,Adamaoua,2.11,24.8,63.9
2012-08-25,2012,8,25,Adamaoua,0.27,22.9,56.3
2012-08-26,2012,8,26,Adamaoua,2.07,30.3,61.7
2012-08-27,2012,8,27,Adamaoua,2.91,25.4,74.2
2012-08-28,2012,8,28,Adamaoua,0.21,23.6,64.1
2012-08-29,2012,8,29,Adamaoua,1.96,23.1,74.3
2012-08-30,2012,8,30,Adamaoua,1.09,24.5,64.2
2012-08-31,2012,8,31,Adamaoua,1.12,22.6,83.0
2012-09-01,2012,9,1,Adamaoua,1.58,22.2,75.7
2012-09-02,2012,9,2,Adamaoua,1.51,25.4,65.6
2012-09-03,2012,9,3,Adamaoua,1.09,26.3,76.8
2012-09-04,2012,9,4,Adamaoua,1.89,26.1,78.2
2012-09-05,2012,9,5,Adamaoua,1.48,29.8,81.9
2012-09-06,2012,9,6,Adamaoua,0.8,28.8,91.0
2012-09-07,2012,9,7,Adamaoua,1.11,21.4,70.3
2012-09-08,2012,9,8,Adamaoua,1.3,23.1,67.0
2012-09-09,2012,9,9,Adamaoua,2.09,26.5,56.8
2012-09-10,2012,9,10,Adamaoua,1.4,23.0,74.4
2012-09-11,2012,9,11,Adamaoua,0.24,26.6,51.9
2012-09-12,2012,9,12,Adamaoua,0.21,31.2,78.0
2012-09-13,2012,9,13,Adamaoua,0.63,29.0,69.2
2012-09-14,2012,9,14,Adamaoua,1.4,27.7,71.1
2012-09-15,2012,9,15,Adamaoua,1.19,24.4,68.8
2012-09-16,2012,9,16,Adamaoua,0.54,27.5,65.0
2012-09-17,2012,9,17,Adamaoua,0.5,27.4,65.2
2012-09-18,2012,9,18,Adamaoua,0.9,20.6,74.2
2012-09-19,2012,9,19,Adamaoua,1.23,27.2,75.9
2012-09-20,2012,9,20,Adamaoua,1.04,28.8,66.0
2012-09-21,2012,9,21,Adamaoua,0.92,25.1,74.8
2012-09-22,2012,9,22,Adamaoua,1.16,25.5,76.0
2012-09-23,2012,9,23,Adamaoua,3.31,22.5,49.6
2012-09-24,2012,9,24,Adamaoua,1.8,28.7,59.7
2012-09-25,2012,9,25,Adamaoua,0.39,30.2,74.7
2012-09-26,2012,9,26,Adamaoua,0.03,26.6,71.6
2012-09-27,2012,9,27,Adamaoua,0.63,29.5,67.7
2012-09-28,2012,9,28,Adamaoua,0.09,20.0,75.2
2012-09-29,2012,9,29,Adamaoua,0.81,25.1,61.5
2012-09-30,2012,9,30,Adamaoua,0.09,19.6,52.7
2012-10-01,2012,10,1,Adamaoua,0.5,24.8,80.7
2012-10-02,2012,10,2,Adamaoua,0.28,27.7,67.2
2012-10-03,2012,10,3,Adamaoua,2.17,22.7,81.4
2012-10-04,2012,10,4,Adamaoua,3.13,27.4,72.9
2012-10-05,2012,10,5,Adamaoua,0.27,21.6,52.5
2012-10-06,2012,10,6,Adamaoua,1.43,29.2,67.4
2012-10-07,2012,10,7,Adamaoua,3.97,23.0,63.7
2012-10-08,2012,10,8,Adamaoua,0.1,24.9,66.4
2012-10-09,2012,10,9,Adamaoua,0.04,26.3,63.7
2012-10-10,2012,10,10,Adamaoua,1.53,27.8,88.2
2012-10-11,2012,10,11,Adamaoua,0.81,23.5,78.0
2012-10-12,2012,10,12,Adamaoua,0.46,22.7,65.7
2012-10-13,2012,10,13,Adamaoua,0.81,25.1,62.0
2012-10-14,2012,10,14,Adamaoua,0.15,26.0,66.8
2012-10-15,2012,10,15,Adamaoua,1.19,28.3,72.9
2012-10-16,2012,10,16,Adamaoua,0.12,28.8,67.3
2012-10-17,2012,10,17,Adamaoua,1.99,27.4,67.3
2012-10-18,2012,10,18,Adamaoua,1.42,31.8,69.8
2012-10-19,2012,10,19,Adamaoua,0.39,30.4,75.8
2012-10-20,2012,10,20,Adamaoua,1.88,30.1,83.0
2012-10-21,2012,10,21,Adamaoua,0.8,23.1,67.6
2012-10-22,2012,10,22,Adamaoua,0.95,26.1,62.3
2012-10-23,2012,10,23,Adamaoua,1.63,27.5,40.9
2012-10-24,2012,10,24,Adamaoua,2.29,23.6,73.5
2012-10-25,2012,10,25,Adamaoua,0.97,22.7,64.5
2012-10-26,2012,10,26,Adamaoua,1.3,30.3,64.2
2012-10-27,2012,10,27,Adamaoua,1.1,25.4,62.4
2012-10-28,2012,10,28,Adamaoua,0.39,27.4,65.7
2012-10-29,2012,10,29,Adamaoua,0.59,29.0,72.7
2012-10-30,2012,10,30,Adamaoua,0.97,28.7,63.2
2012-10-31,2012,10,31,Adamaoua,0.71,29.0,71.4
2012-11-01,2012,11,1,Adamaoua,1.1,30.7,61.1
2012-11-02,2012,11,2,Adamaoua,0.24,23.6,72.6
2012-11-03,2012,11,3,Adamaoua,0.99,21.9,63.5
2012-11-04,2012,11,4,Adamaoua,0.32,28.2,53.4
2012-11-05,2012,11,5,Adamaoua,1.9,26.1,67.8
2012-11-06,2012,11,6,Adamaoua,4.6,29.1,68.1
2012-11-07,2012,11,7,Adamaoua,3.62,23.8,60.4
2012-11-08,2012,11,8,Adamaoua,0.91,31.9,70.0
2012-11-09,2012,11,9,Adamaoua,0.51,29.4,53.9
2012-11-10,2012,11,10,Adamaoua,0.32,22.0,68.2
2012-11-11,2012,11,11,Adamaoua,0.36,29.0,79.3
2012-11-12,2012,11,12,Adamaoua,0.47,23.6,67.2
2012-11-13,2012,11,13,Adamaoua,0.09,21.6,81.3
2012-11-14,2012,11,14,Adamaoua,0.38,28.0,62.7
2012-11-15,2012,11,15,Adamaoua,0.52,28.8,65.6
2012-11-16,2012,11,16,Adamaoua,1.4,27.4,60.4
2012-11-17,2012,11,17,Adamaoua,0.61,26.1,71.8
2012-11-18,2012,11,18,Adamaoua,4.11,32.2,68.4
2012-11-19,2012,11,19,Adamaoua,2.0,27.3,69.2
2012-11-20,2012,11,20,Adamaoua,0.44,27.3,56.2
2012-11-21,2012,11,21,Adamaoua,6.85,30.6,67.6
2012-11-22,2012,11,22,Adamaoua,1.24,27.9,67.6
2012-11-23,2012,11,23,Adamaoua,0.12,29.8,75.1
2012-11-24,2012,11,24,Adamaoua,2.93,23.3,77.7
2012-11-25,2012,11,25,Adamaoua,1.25,29.5,72.8
2012-11-26,2012,11,26,Adamaoua,0.29,20.9,65.7
2012-11-27,2012,11,27,Adamaoua,0.92,25.4,64.0
2012-11-28,2012,11,28,Adamaoua,2.41,32.7,41.2
2012-11-29,2012,11,29,Adamaoua,3.74,24.7,58.5
2012-11-30,2012,11,30,Adamaoua,0.61,29.3,89.3
2012-12-01,2012,12,1,Adamaoua,1.4,27.4,90.7
2012-12-02,2012,12,2,Adamaoua,3.71,30.8,67.9
2012-12-03,2012,12,3,Adamaoua,0.28,28.8,63.0
2012-12-04,2012,12,4,Adamaoua,1.08,33.6,65.8
2012-12-05,2012,12,5,Adamaoua,0.53,27.8,64.3
2012-12-06,2012,12,6,Adamaoua,4.93,34.5,55.1
2012-12-07,2012,12,7,Adamaoua,0.51,23.5,42.1
2012-12-08,2012,12,8,Adamaoua,0.59,26.6,59.9
2012-12-09,2012,12,9,Adamaoua,0.09,29.6,62.5
2012-12-10,2012,12,10,Adamaoua,2.3,29.5,51.2
2012-12-11,2012,12,11,Adamaoua,3.88,29.3,79.9
2012-12-12,2012,12,12,Adamaoua,0.29,26.5,61.8
2012-12-13,2012,12,13,Adamaoua,2.43,27.3,53.3
2012-12-14,2012,12,14,Adamaoua,3.83,31.0,85.3
2012-12-15,2012,12,15,Adamaoua,0.62,30.8,84.9
2012-12-16,2012,12,16,Adamaoua,6.34,24.1,57.1
2012-12-17,2012,12,17,Adamaoua,2.43,27.6,57.1
2012-12-18,2012,12,18,Adamaoua,0.03,32.1,74.4
2012-12-19,2012,12,19,Adamaoua,0.5,25.7,66.0
2012-12-20,2012,12,20,Adamaoua,2.1,31.8,72.5
2012-12-21,2012,12,21,Adamaoua,7.71,32.3,72.6
2012-12-22,2012,12,22,Adamaoua,2.36,27.6,79.3
2012-12-23,2012,12,23,Adamaoua,1.22,27.1,89.2
2012-12-24,2012,12,24,Adamaoua,2.37,29.6,66.1
2012-12-25,2012,12,25,Adamaoua,5.11,24.3,79.1
2012-12-26,2012,12,26,Adamaoua,0.53,29.7,71.6
2012-12-27,2012,12,27,Adamaoua,1.89,28.7,81.9
2012-12-28,2012,12,28,Adamaoua,2.46,33.6,86.9
2012-12-29,2012,12,29,Adamaoua,2.95,30.5,67.9
2012-12-30,2012,12,30,Adamaoua,4.36,30.8,78.7
2012-12-31,2012,12,31,Adamaoua,1.17,26.9,73.1
2013-01-01,2013,1,1,Adamaoua,4.23,35.9,62.5
2013-01-02,2013,1,2,Adamaoua,12.95,24.9,57.2
2013-01-03,2013,1,3,Adamaoua,0.84,28.8,69.4
2013-01-04,2013,1,4,Adamaoua,1.98,29.8,57.0
2013-01-05,2013,1,5,Adamaoua,5.14,31.6,70.8
2013-01-06,2013,1,6,Adamaoua,6.53,31.6,66.5
2013-01-07,2013,1,7,Adamaoua,2.41,33.6,68.9
2013-01-08,2013,1,8,Adamaoua,4.27,32.0,75.7
2013-01-09,2013,1,9,Adamaoua,8.29,30.2,75.1
2013-01-10,2013,1,10,Adamaoua,7.16,30.7,73.6
2013-01-11,2013,1,11,Adamaoua,0.03,30.6,63.9
2013-01-12,2013,1,12,Adamaoua,1.83,31.6,61.9
2013-01-13,2013,1,13,Adamaoua,1.76,29.9,75.6
2013-01-14,2013,1,14,Adamaoua,0.41,26.5,61.1
2013-01-15,2013,1,15,Adamaoua,1.16,31.2,73.1
2013-01-16,2013,1,16,Adamaoua,2.47,26.6,81.1
2013-01-17,2013,1,17,Adamaoua,2.02,34.7,70.4
2013-01-18,2013,1,18,Adamaoua,2.0,25.5,62.4
2013-01-19,2013,1,19,Adamaoua,0.81,29.8,64.1
2013-01-20,2013,1,20,Adamaoua,1.67,31.1,75.8
2013-01-21,2013,1,21,Adamaoua,5.6,29.4,84.9
2013-01-22,2013,1,22,Adamaoua,0.84,27.0,80.5
2013-01-23,2013,1,23,Adamaoua,0.77,30.3,59.0
2013-01-24,2013,1,24,Adamaoua,0.76,33.4,61.3
2013-01-25,2013,1,25,Adamaoua,4.33,31.6,65.3
2013-01-26,2013,1,26,Adamaoua,0.16,28.9,72.4
2013-01-27,2013,1,27,Adamaoua,1.08,25.0,56.4
2013-01-28,2013,1,28,Adamaoua,1.51,29.5,71.6
2013-01-29,2013,1,29,Adamaoua,2.45,25.9,76.1
2013-01-30,2013,1,30,Adamaoua,2.19,26.9,60.1
2013-01-31,2013,1,31,Adamaoua,3.17,31.5,72.2
2013-02-01,2013,2,1,Adamaoua,0.66,31.9,67.9
2013-02-02,2013,2,2,Adamaoua,3.82,28.8,60.2
2013-02-03,2013,2,3,Adamaoua,4.43,26.9,74.5
2013-02-04,2013,2,4,Adamaoua,0.2,32.6,85.9
2013-02-05,2013,2,5,Adamaoua,0.19,26.2,65.9
2013-02-06,2013,2,6,Adamaoua,5.54,32.7,59.6
2013-02-07,2013,2,7,Adamaoua,2.36,25.1,78.7
2013-02-08,2013,2,8,Adamaoua,2.11,40.1,70.3
2013-02-09,2013,2,9,Adamaoua,2.16,23.6,81.9
2013-02-10,2013,2,10,Adamaoua,0.5,33.0,76.2
2013-02-11,2013,2,11,Adamaoua,5.78,29.5,66.9
2013-02-12,2013,2,12,Adamaoua,12.05,30.1,68.5
2013-02-13,2013,2,13,Adamaoua,3.5,29.3,73.6
2013-02-14,2013,2,14,Adamaoua,1.48,26.1,66.4
2013-02-15,2013,2,15,Adamaoua,1.51,29.7,74.1
2013-02-16,2013,2,16,Adamaoua,9.58,34.5,75.1
2013-02-17,2013,2,17,Adamaoua,0.77,33.0,70.1
2013-02-18,2013,2,18,Adamaoua,4.51,27.6,58.4
2013-02-19,2013,2,19,Adamaoua,1.15,31.7,54.0
2013-02-20,2013,2,20,Adamaoua,14.04,31.1,60.4
2013-02-21,2013,2,21,Adamaoua,1.27,24.8,66.7
2013-02-22,2013,2,22,Adamaoua,0.1,30.0,75.0
2013-02-23,2013,2,23,Adamaoua,3.79,26.6,73.5
2013-02-24,2013,2,24,Adamaoua,0.59,33.5,75.8
2013-02-25,2013,2,25,Adamaoua,2.97,34.5,74.5
2013-02-26,2013,2,26,Adamaoua,0.88,27.9,85.6
2013-02-27,2013,2,27,Adamaoua,3.52,27.7,65.8
2013-02-28,2013,2,28,Adamaoua,0.09,28.1,75.5
2013-03-01,2013,3,1,Adamaoua,1.49,29.2,85.3
2013-03-02,2013,3,2,Adamaoua,0.81,28.8,57.2
2013-03-03,2013,3,3,Adamaoua,2.74,32.4,67.8
2013-03-04,2013,3,4,Adamaoua,0.01,34.5,64.0
2013-03-05,2013,3,5,Adamaoua,7.28,34.2,58.7
2013-03-06,2013,3,6,Adamaoua,2.85,31.9,59.7
2013-03-07,2013,3,7,Adamaoua,0.94,31.3,73.4
2013-03-08,2013,3,8,Adamaoua,2.14,27.3,69.3
2013-03-09,2013,3,9,Adamaoua,1.32,33.1,60.6
2013-03-10,2013,3,10,Adamaoua,1.81,30.1,96.4
2013-03-11,2013,3,11,Adamaoua,4.24,28.8,87.4
2013-03-12,2013,3,12,Adamaoua,0.48,26.6,66.9
2013-03-13,2013,3,13,Adamaoua,10.51,29.8,76.3
2013-03-14,2013,3,14,Adamaoua,0.09,32.5,67.4
2013-03-15,2013,3,15,Adamaoua,1.12,26.5,74.5
2013-03-16,2013,3,16,Adamaoua,5.73,30.8,78.6
2013-03-17,2013,3,17,Adamaoua,3.21,34.4,61.3
2013-03-18,2013,3,18,Adamaoua,2.14,30.2,83.2
2013-03-19,2013,3,19,Adamaoua,12.68,28.1,71.6
2013-03-20,2013,3,20,Adamaoua,4.31,29.2,72.3
2013-03-21,2013,3,21,Adamaoua,3.74,29.5,72.6
2013-03-22,2013,3,22,Adamaoua,2.89,32.7,62.6
2013-03-23,2013,3,23,Adamaoua,2.86,28.7,69.3
2013-03-24,2013,3,24,Adamaoua,9.52,34.2,69.9
2013-03-25,2013,3,25,Adamaoua,1.64,29.3,72.3
2013-03-26,2013,3,26,Adamaoua,0.87,28.1,67.4
2013-03-27,2013,3,27,Adamaoua,1.93,26.9,69.6
2013-03-28,2013,3,28,Adamaoua,1.83,30.9,67.6
2013-03-29,2013,3,29,Adamaoua,2.34,29.6,73.9
2013-03-30,2013,3,30,Adamaoua,1.37,26.3,61.4
2013-03-31,2013,3,31,Adamaoua,5.04,27.0,59.9
2013-04-01,2013,4,1,Adamaoua,0.15,30.3,51.4
2013-04-02,2013,4,2,Adamaoua,2.07,29.9,61.3
2013-04-03,2013,4,3,Adamaoua,0.38,27.2,68.7
2013-04-04,2013,4,4,Adamaoua,2.79,30.1,65.1
2013-04-05,2013,4,5,Adamaoua,3.86,26.5,95.1
2013-04-06,2013,4,6,Adamaoua,0.2,31.7,82.2
2013-04-07,2013,4,7,Adamaoua,0.42,31.8,87.7
2013-04-08,2013,4,8,Adamaoua,0.57,31.7,75.2
2013-04-09,2013,4,9,Adamaoua,0.83,25.7,84.9
2013-04-10,2013,4,10,Adamaoua,0.19,30.5,72.8
2013-04-11,2013,4,11,Adamaoua,1.2,33.3,100.0
2013-04-12,2013,4,12,Adamaoua,0.61,30.2,68.4
2013-04-13,2013,4,13,Adamaoua,6.34,28.7,71.7
2013-04-14,2013,4,14,Adamaoua,7.53,26.4,52.7
2013-04-15,2013,4,15,Adamaoua,6.4,27.6,65.6
2013-04-16,2013,4,16,Adamaoua,5.44,33.4,91.3
2013-04-17,2013,4,17,Adamaoua,4.7,31.5,94.6
2013-04-18,2013,4,18,Adamaoua,0.77,28.2,77.0
2013-04-19,2013,4,19,Adamaoua,2.11,31.4,64.5
2013-04-20,2013,4,20,Adamaoua,0.96,28.2,54.4
2013-04-21,2013,4,21,Adamaoua,5.87,32.0,73.9
2013-04-22,2013,4,22,Adamaoua,0.15,27.1,76.7
2013-04-23,2013,4,23,Adamaoua,5.77,30.2,81.1
2013-04-24,2013,4,24,Adamaoua,1.62,30.8,72.8
2013-04-25,2013,4,25,Adamaoua,4.21,30.4,77.6
2013-04-26,2013,4,26,Adamaoua,3.49,28.4,97.4
2013-04-27,2013,4,27,Adamaoua,3.34,34.7,74.4
2013-04-28,2013,4,28,Adamaoua,8.55,26.0,52.3
2013-04-29,2013,4,29,Adamaoua,0.05,26.4,70.8
2013-04-30,2013,4,30,Adamaoua,3.95,31.9,79.1
2013-05-01,2013,5,1,Adamaoua,2.17,35.4,75.0
2013-05-02,2013,5,2,Adamaoua,2.22,30.3,72.8
2013-05-03,2013,5,3,Adamaoua,2.1,28.8,46.4
2013-05-04,2013,5,4,Adamaoua,0.7,25.7,68.6
2013-05-05,2013,5,5,Adamaoua,0.75,27.4,59.5
2013-05-06,2013,5,6,Adamaoua,1.18,27.0,63.7
2013-05-07,2013,5,7,Adamaoua,0.39,29.8,77.1
2013-05-08,2013,5,8,Adamaoua,0.94,30.7,54.7
2013-05-09,2013,5,9,Adamaoua,3.27,26.7,57.5
2013-05-10,2013,5,10,Adamaoua,0.94,28.4,62.4
2013-05-11,2013,5,11,Adamaoua,2.09,26.1,88.0
2013-05-12,2013,5,12,Adamaoua,11.22,31.6,72.8
2013-05-13,2013,5,13,Adamaoua,6.79,27.3,77.9
2013-05-14,2013,5,14,Adamaoua,1.55,27.1,66.6
2013-05-15,2013,5,15,Adamaoua,5.0,22.8,69.8
2013-05-16,2013,5,16,Adamaoua,0.84,23.6,63.9
2013-05-17,2013,5,17,Adamaoua,12.83,32.0,76.9
2013-05-18,2013,5,18,Adamaoua,1.06,33.4,78.7
2013-05-19,2013,5,19,Adamaoua,1.08,31.4,84.0
2013-05-20,2013,5,20,Adamaoua,0.96,33.1,86.7
2013-05-21,2013,5,21,Adamaoua,1.94,27.9,54.0
2013-05-22,2013,5,22,Adamaoua,0.43,31.5,73.7
2013-05-23,2013,5,23,Adamaoua,1.71,30.7,65.1
2013-05-24,2013,5,24,Adamaoua,1.03,26.8,71.6
2013-05-25,2013,5,25,Adamaoua,3.47,21.9,57.9
2013-05-26,2013,5,26,Adamaoua,7.48,27.9,69.9
2013-05-27,2013,5,27,Adamaoua,8.81,29.1,67.0
2013-05-28,2013,5,28,Adamaoua,2.75,29.9,76.9
2013-05-29,2013,5,29,Adamaoua,4.57,26.9,76.7
2013-05-30,2013,5,30,Adamaoua,3.3,25.1,77.0
2013-05-31,2013,5,31,Adamaoua,0.38,31.6,78.4
2013-06-01,2013,6,1,Adamaoua,0.4,29.5,55.0
2013-06-02,2013,6,2,Adamaoua,0.07,25.3,74.2
2013-06-03,2013,6,3,Adamaoua,1.17,25.9,66.8
2013-06-04,2013,6,4,Adamaoua,1.89,26.7,68.7
2013-06-05,2013,6,5,Adamaoua,1.29,25.0,72.5
2013-06-06,2013,6,6,Adamaoua,1.93,24.8,61.2
2013-06-07,2013,6,7,Adamaoua,3.48,21.2,64.0
2013-06-08,2013,6,8,Adamaoua,3.68,27.2,75.9
2013-06-09,2013,6,9,Adamaoua,0.11,33.4,73.4
2013-06-10,2013,6,10,Adamaoua,1.94,31.2,83.6
2013-06-11,2013,6,11,Adamaoua,6.85,22.1,49.4
2013-06-12,2013,6,12,Adamaoua,1.34,27.4,75.1
2013-06-13,2013,6,13,Adamaoua,2.09,29.0,74.6
2013-06-14,2013,6,14,Adamaoua,0.51,24.4,59.0
2013-06-15,2013,6,15,Adamaoua,0.55,26.5,63.8
2013-06-16,2013,6,16,Adamaoua,0.75,28.5,75.9
2013-06-17,2013,6,17,Adamaoua,0.52,24.4,66.5
2013-06-18,2013,6,18,Adamaoua,0.81,26.1,63.9
2013-06-19,2013,6,19,Adamaoua,0.41,27.3,69.6
2013-06-20,2013,6,20,Adamaoua,0.76,25.2,76.5
2013-06-21,2013,6,21,Adamaoua,14.62,19.3,59.2
2013-06-22,2013,6,22,Adamaoua,0.01,32.6,80.7
2013-06-23,2013,6,23,Adamaoua,3.43,25.6,66.2
2013-06-24,2013,6,24,Adamaoua,1.27,31.9,62.9
2013-06-25,2013,6,25,Adamaoua,0.57,27.5,59.0
2013-06-26,2013,6,26,Adamaoua,2.17,26.2,66.6
2013-06-27,2013,6,27,Adamaoua,1.27,30.9,77.3
2013-06-28,2013,6,28,Adamaoua,0.5,32.1,53.8
2013-06-29,2013,6,29,Adamaoua,3.04,27.5,57.5
2013-06-30,2013,6,30,Adamaoua,0.39,31.8,76.2
2013-07-01,2013,7,1,Adamaoua,2.95,24.8,74.9
2013-07-02,2013,7,2,Adamaoua,2.9,29.9,65.2
2013-07-03,2013,7,3,Adamaoua,0.47,34.7,61.8
2013-07-04,2013,7,4,Adamaoua,0.06,27.1,79.2
2013-07-05,2013,7,5,Adamaoua,0.35,28.5,61.1
2013-07-06,2013,7,6,Adamaoua,0.14,31.6,46.9
2013-07-07,2013,7,7,Adamaoua,0.44,26.9,59.1
2013-07-08,2013,7,8,Adamaoua,0.68,25.9,65.6
2013-07-09,2013,7,9,Adamaoua,1.05,24.9,81.0
2013-07-10,2013,7,10,Adamaoua,0.49,26.4,80.2
2013-07-11,2013,7,11,Adamaoua,3.26,25.8,72.3
2013-07-12,2013,7,12,Adamaoua,2.76,32.9,74.4
2013-07-13,2013,7,13,Adamaoua,0.41,26.2,56.7
2013-07-14,2013,7,14,Adamaoua,0.16,25.8,60.6
2013-07-15,2013,7,15,Adamaoua,2.16,25.1,71.0
2013-07-16,2013,7,16,Adamaoua,1.46,30.9,58.0
2013-07-17,2013,7,17,Adamaoua,2.5,27.3,76.0
2013-07-18,2013,7,18,Adamaoua,3.72,26.0,93.9
2013-07-19,2013,7,19,Adamaoua,2.15,26.2,68.1
2013-07-20,2013,7,20,Adamaoua,0.16,27.1,73.4
2013-07-21,2013,7,21,Adamaoua,0.27,22.1,82.0
2013-07-22,2013,7,22,Adamaoua,0.7,25.7,72.5
2013-07-23,2013,7,23,Adamaoua,0.06,23.8,78.8
2013-07-24,2013,7,24,Adamaoua,0.8,29.8,54.6
2013-07-25,2013,7,25,Adamaoua,0.28,28.1,71.9
2013-07-26,2013,7,26,Adamaoua,2.97,30.7,64.7
2013-07-27,2013,7,27,Adamaoua,1.12,29.8,61.5
2013-07-28,2013,7,28,Adamaoua,0.46,28.0,63.7
2013-07-29,2013,7,29,Adamaoua,0.56,29.1,66.4
2013-07-30,2013,7,30,Adamaoua,0.24,25.2,83.6
2013-07-31,2013,7,31,Adamaoua,3.67,20.8,56.5
2013-08-01,2013,8,1,Adamaoua,0.7,23.4,76.6
2013-08-02,2013,8,2,Adamaoua,2.66,21.8,58.4
2013-08-03,2013,8,3,Adamaoua,1.55,28.8,83.9
2013-08-04,2013,8,4,Adamaoua,0.5,24.6,71.4
