id,date,categorie,region,ville,latitude,longitude,valeur,statut,source
749,2021-05-24,route_abimee,Centre,Yaoundé,3.990788,11.706241,4,valide,web
750,2020-12-02,prix_marche,Extrême-Nord,Mora,9.642922,13.26485,1344,valide,web
751,2022-03-17,depot_sauvage,Nord-Ouest,Bamenda,5.637561,9.943986,2,traite,whatsapp
752,2021-04-02,route_abimee,Extrême-Nord,Maroua,9.911652,13.970556,2,valide,app
753,2023-12-13,penurie_eau,Littoral,Douala,4.646084,10.017138,2,traite,whatsapp
754,2023-09-07,penurie_eau,Centre,Yaoundé,4.668316,12.020174,2,valide,web
755,2021-01-26,prix_marche,Centre,Yaoundé,4.074658,11.810456,624,valide,whatsapp
756,2021-06-20,route_abimee,Nord,Garoua,8.47969,13.19678,1,valide,web
757,2020-12-25,route_abimee,Sud-Ouest,Kumba,4.236402,9.66731,1,valide,whatsapp
758,2021-03-21,depot_sauvage,Nord,Guider,9.171086,13.198663,1,valide,web
759,2023-04-02,route_abimee,Sud,Kribi,3.76799,11.361144,4,en_attente,whatsapp
760,2021-01-01,route_abimee,Centre,Obala,4.448067,12.270929,2,valide,app
761,2023-07-04,panne_electricite,Extrême-Nord,Mora,10.491862,14.381921,4,valide,ussd
762,2020-11-11,route_abimee,Adamaoua,Meiganga,7.697403,12.754096,4,valide,whatsapp
763,2022-05-19,route_abimee,Sud-Ouest,Buea,4.722947,8.566896,1,valide,whatsapp
764,2021-07-31,prix_marche,Sud,Kribi,3.256479,11.804338,1005,valide,ussd
765,2021-07-27,route_abimee,Extrême-Nord,Maroua,10.428262,14.436974,3,valide,whatsapp
766,2022-11-02,depot_sauvage,Sud,Kribi,3.33365,11.795868,4,valide,whatsapp
767,2023-12-12,panne_electricite,Sud-Ouest,Kumba,5.30375,8.45777,4,traite,ussd
768,2020-06-18,route_abimee,Extrême-Nord,Mora,10.344405,14.646524,1,valide,web
769,2020-04-25,panne_electricite,Centre,Yaoundé,3.450961,12.661404,3,traite,app
770,2021-05-05,route_abimee,Ouest,Foumban,4.986763,10.362144,3,valide,app
771,2020-12-17,penurie_eau,Sud-Ouest,Limbe,4.75517,9.323331,1,valide,whatsapp
772,2020-08-30,panne_electricite,Nord-Ouest,Bamenda,6.818994,9.809045,1,en_attente,ussd
773,2021-09-25,prix_marche,Nord-Ouest,Bamenda,6.57391,9.103964,979,en_attente,whatsapp
774,2021-05-05,prix_marche,Littoral,Nkongsamba,3.974914,10.487573,1327,valide,whatsapp
775,2020-06-12,panne_electricite,Littoral,Nkongsamba,3.800281,11.043686,1,en_attente,app
776,2022-08-10,penurie_eau,Littoral,Edéa,4.388476,9.217407,2,traite,whatsapp
777,2022-12-24,penurie_eau,Sud,Ebolowa,1.413021,10.837617,4,traite,web
778,2021-02-22,prix_marche,Sud-Ouest,Kumba,4.828169,8.875392,1300,en_attente,app
779,2020-05-23,panne_electricite,Ouest,Dschang,5.548346,10.251031,2,valide,web
780,2021-11-18,panne_electricite,Sud-Ouest,Buea,4.387163,8.754002,2,valide,whatsapp
781,2022-12-26,route_abimee,Est,Bertoua,3.508744,13.869617,1,valide,app
782,2021-10-13,route_abimee,Ouest,Bafoussam,5.324914,9.889802,2,en_attente,app
783,2021-08-07,route_abimee,Littoral,Edéa,3.755812,10.00657,4,valide,app
784,2022-09-22,penurie_eau,Centre,Obala,5.135425,12.252316,1,valide,web
785,2021-03-30,prix_marche,Ouest,Bafoussam,4.688083,10.246369,980,valide,app
786,2021-12-27,panne_electricite,Nord-Ouest,Kumbo,5.700423,9.969774,1,valide,whatsapp
787,2021-12-02,panne_electricite,Adamaoua,Meiganga,7.377116,13.296032,1,en_attente,whatsapp
788,2020-09-14,depot_sauvage,Sud-Ouest,Kumba,4.664915,8.991231,1,en_attente,web
789,2022-05-01,penurie_eau,Ouest,Bafoussam,5.479791,10.130196,4,valide,whatsapp
790,2020-07-21,route_abimee,Sud-Ouest,Kumba,3.75378,8.456761,3,en_attente,ussd
791,2022-01-02,panne_electricite,Sud-Ouest,Kumba,4.203865,8.840552,4,valide,whatsapp
792,2021-12-06,panne_electricite,Adamaoua,Meiganga,6.573739,12.907811,4,valide,whatsapp
793,2024-01-28,penurie_eau,Nord-Ouest,Kumbo,6.300087,9.464789,2,valide,whatsapp
794,2022-06-15,route_abimee,Est,Bertoua,4.356911,13.757622,3,en_attente,whatsapp
795,2021-01-15,depot_sauvage,Sud-Ouest,Kumba,4.679135,9.20382,1,en_attente,ussd
796,2021-09-29,prix_marche,Adamaoua,Meiganga,6.788668,11.938897,1690,valide,web
797,2021-01-19,route_abimee,Nord-Ouest,Kumbo,6.010992,9.809887,2,valide,whatsapp
798,2021-05-06,panne_electricite,Est,Abong-Mbang,4.609148,13.478231,1,valide,web
799,2020-02-07,penurie_eau,Sud,Ebolowa,2.302369,11.685511,1,en_attente,web
800,2021-07-18,route_abimee,Ouest,Dschang,5.462956,10.061291,2,valide,ussd
801,2023-02-14,prix_marche,Ouest,Foumban,5.121108,10.300592,1493,valide,whatsapp
802,2021-06-30,panne_electricite,Littoral,Edéa,2.984641,9.808169,2,valide,app
803,2022-11-20,panne_electricite,Extrême-Nord,Kousséri,9.002872,14.188174,4,en_attente,web
804,2021-08-21,panne_electricite,Nord,Guider,8.738853,13.144191,1,valide,app
805,2022-08-15,route_abimee,Nord-Ouest,Kumbo,6.323753,10.341378,3,en_attente,whatsapp
806,2021-11-28,depot_sauvage,Littoral,Edéa,4.078541,10.088189,2,valide,app
807,2020-01-08,route_abimee,Sud-Ouest,Limbe,4.131676,9.777888,3,en_attente,app
808,2022-05-01,route_abimee,Nord,Garoua,8.56648,13.346619,1,en_attente,app
809,2024-01-25,panne_electricite,Sud,Ebolowa,1.982715,11.792603,3,traite,app
810,2022-03-06,route_abimee,Nord-Ouest,Kumbo,6.657116,9.448309,3,valide,ussd
811,2021-06-24,route_abimee,Nord-Ouest,Bamenda,6.346596,8.946592,1,en_attente,app
812,2022-07-27,route_abimee,Extrême-Nord,Maroua,10.303035,14.050493,4,valide,whatsapp
813,2021-06-16,prix_marche,Centre,Mfou,3.542386,12.105346,1241,valide,ussd
814,2023-08-20,depot_sauvage,Extrême-Nord,Mora,10.32808,14.500086,2,valide,whatsapp
815,2020-06-29,depot_sauvage,Ouest,Bafoussam,4.659175,9.864428,3,valide,whatsapp
816,2021-04-20,depot_sauvage,Sud,Ebolowa,3.170343,10.666744,3,valide,web
817,2020-07-29,prix_marche,Sud-Ouest,Kumba,4.381064,8.552337,185,valide,whatsapp
818,2023-12-16,route_abimee,Adamaoua,Ngaoundéré,6.46868,12.895086,4,valide,whatsapp
819,2020-02-16,panne_electricite,Adamaoua,Ngaoundéré,6.464346,13.238878,4,valide,app
820,2024-01-22,panne_electricite,Extrême-Nord,Mora,9.633708,14.61217,3,en_attente,whatsapp
821,2022-11-05,panne_electricite,Adamaoua,Meiganga,6.955046,13.427165,4,valide,whatsapp
822,2020-06-05,prix_marche,Est,Bertoua,3.860034,14.081083,1631,valide,ussd
823,2023-01-27,penurie_eau,Nord-Ouest,Bamenda,6.105879,9.073055,4,valide,app
824,2020-11-23,prix_marche,Sud-Ouest,Limbe,4.062407,8.593621,1329,traite,whatsapp
825,2022-09-28,prix_marche,Extrême-Nord,Kousséri,9.659788,14.251498,1579,traite,whatsapp
826,2023-03-03,penurie_eau,Nord-Ouest,Kumbo,6.313533,8.943149,1,valide,ussd
827,2020-04-22,depot_sauvage,Ouest,Dschang,5.35266,9.852977,3,valide,web
828,2020-02-15,penurie_eau,Nord-Ouest,Kumbo,5.729814,9.548791,2,en_attente,ussd
829,2022-03-25,route_abimee,Littoral,Edéa,4.257033,9.973625,1,traite,ussd
830,2020-05-14,panne_electricite,Extrême-Nord,Mora,9.735559,14.340778,2,valide,app
831,2020-09-27,penurie_eau,Nord,Guider,8.46724,13.174208,3,valide,app
832,2020-05-25,panne_electricite,Littoral,Edéa,4.512576,10.210277,2,traite,app
833,2020-03-23,route_abimee,Extrême-Nord,Kousséri,9.960342,13.450779,1,traite,web
834,2021-12-22,route_abimee,Littoral,Nkongsamba,3.493211,10.82399,3,en_attente,whatsapp
835,2020-09-02,route_abimee,Ouest,Foumban,4.503454,9.825151,2,en_attente,app
836,2020-06-09,depot_sauvage,Littoral,Nkongsamba,4.935214,11.038707,2,en_attente,app
837,2020-05-11,prix_marche,Ouest,Dschang,4.550252,10.139057,1059,valide,app
838,2023-04-22,penurie_eau,Sud,Ebolowa,2.39209,11.083064,3,en_attente,app
839,2023-11-09,depot_sauvage,Est,Bertoua,4.011983,13.939771,4,valide,ussd
840,2020-04-11,route_abimee,Est,Bertoua,4.31211,14.143972,4,valide,ussd
841,2022-04-18,prix_marche,Ouest,Foumban,4.413243,9.512513,584,valide,ussd
842,2022-02-10,depot_sauvage,Adamaoua,Ngaoundéré,7.535097,12.358375,1,valide,whatsapp
843,2020-08-07,depot_sauvage,Nord,Guider,9.121758,13.164812,2,valide,ussd
844,2023-09-15,penurie_eau,Nord-Ouest,Kumbo,6.250362,10.36258,2,traite,app
845,2020-07-19,penurie_eau,Ouest,Dschang,5.412855,9.980857,1,valide,web
846,2020-03-07,penurie_eau,Sud,Ebolowa,2.039751,11.17377,1,valide,app
847,2022-06-01,depot_sauvage,Adamaoua,Meiganga,7.296873,13.467631,3,en_attente,ussd
848,2020-12-17,prix_marche,Littoral,Edéa,4.030489,10.46047,808,valide,web
849,2020-05-06,depot_sauvage,Sud,Kribi,3.653976,11.731568,2,valide,whatsapp
850,2020-02-04,penurie_eau,Littoral,Nkongsamba,3.380294,10.3281,4,valide,app
851,2021-06-21,depot_sauvage,Est,Abong-Mbang,4.629931,12.878395,4,valide,app
852,2023-05-10,prix_marche,Nord-Ouest,Kumbo,5.568414,9.418864,1407,valide,app
853,2022-10-27,penurie_eau,Adamaoua,Meiganga,6.884713,13.477794,3,en_attente,app
854,2022-09-14,depot_sauvage,Centre,Obala,3.844186,12.192283,3,traite,whatsapp
855,2023-01-13,panne_electricite,Ouest,Dschang,4.977197,10.29482,4,en_attente,whatsapp
856,2022-04-10,panne_electricite,Adamaoua,Meiganga,6.581736,12.58916,2,traite,whatsapp
857,2020-02-29,panne_electricite,Littoral,Douala,3.539437,10.74154,2,valide,app
858,2022-03-11,penurie_eau,Nord-Ouest,Kumbo,6.219394,9.758998,2,en_attente,app
859,2022-01-28,panne_electricite,Nord-Ouest,Kumbo,5.842034,10.311901,1,valide,app
860,2021-03-16,penurie_eau,Nord-Ouest,Kumbo,5.742172,10.442626,2,valide,whatsapp
861,2022-03-22,panne_electricite,Est,Abong-Mbang,4.102141,14.895619,2,traite,whatsapp
862,2021-05-27,penurie_eau,Adamaoua,Ngaoundéré,6.765587,12.942085,3,valide,web
863,2020-03-23,route_abimee,Nord-Ouest,Bamenda,7.453407,9.16795,1,valide,app
864,2022-11-02,depot_sauvage,Nord-Ouest,Kumbo,5.498762,9.752612,1,valide,web
865,2020-11-24,panne_electricite,Ouest,Foumban,4.684224,9.892397,2,valide,whatsapp
866,2021-04-22,depot_sauvage,Sud,Kribi,2.49789,10.446364,3,traite,app
867,2021-06-05,route_abimee,Nord-Ouest,Bamenda,7.097025,9.817027,1,en_attente,whatsapp
868,2022-08-03,route_abimee,Nord,Guider,8.18878,12.393805,1,en_attente,whatsapp
869,2021-06-23,depot_sauvage,Ouest,Dschang,4.823141,10.373744,1,valide,app
870,2022-03-14,penurie_eau,Adamaoua,Ngaoundéré,7.838513,13.611097,2,valide,web
871,2021-07-16,prix_marche,Centre,Obala,3.535619,11.659862,1526,valide,whatsapp
872,2023-07-20,penurie_eau,Est,Abong-Mbang,4.647483,14.202807,3,en_attente,app
873,2020-06-07,panne_electricite,Centre,Obala,3.380164,11.482798,3,valide,whatsapp
874,2020-08-29,prix_marche,Nord-Ouest,Kumbo,6.053438,10.184312,1303,valide,app
875,2022-01-06,prix_marche,Extrême-Nord,Kousséri,9.822138,14.278674,731,valide,web
876,2023-12-14,prix_marche,Ouest,Bafoussam,4.869843,9.533494,1841,valide,app
877,2021-03-10,penurie_eau,Littoral,Douala,3.928664,9.737709,3,valide,app
878,2021-05-29,panne_electricite,Adamaoua,Meiganga,7.386677,12.688208,4,en_attente,app
879,2021-03-18,panne_electricite,Nord-Ouest,Kumbo,6.310341,9.712129,3,valide,whatsapp
880,2021-11-06,penurie_eau,Nord-Ouest,Kumbo,6.615055,10.106545,2,valide,whatsapp
881,2023-10-19,panne_electricite,Extrême-Nord,Kousséri,10.647826,13.811582,2,en_attente,app
882,2022-03-06,route_abimee,Ouest,Bafoussam,4.885477,9.090869,3,valide,app
883,2022-01-20,prix_marche,Est,Bertoua,3.530594,13.929733,1537,valide,whatsapp
884,2022-05-26,route_abimee,Sud-Ouest,Buea,4.259375,8.934402,2,valide,whatsapp
885,2022-09-15,panne_electricite,Adamaoua,Ngaoundéré,6.816231,13.537319,2,valide,web
886,2021-11-09,prix_marche,Extrême-Nord,Kousséri,10.976321,14.260949,1069,en_attente,ussd
887,2023-06-20,penurie_eau,Littoral,Edéa,3.817199,9.813046,3,valide,whatsapp
888,2020-07-21,route_abimee,Nord-Ouest,Bamenda,5.891047,10.378009,3,en_attente,app
889,2023-09-19,route_abimee,Sud-Ouest,Buea,3.878291,8.676657,1,valide,whatsapp
890,2023-09-30,route_abimee,Adamaoua,Ngaoundéré,7.173772,13.299406,4,valide,app
891,2021-01-30,panne_electricite,Nord,Garoua,9.090793,13.382918,1,valide,whatsapp
892,2022-07-11,depot_sauvage,Sud,Ebolowa,2.187016,11.147825,3,valide,whatsapp
893,2023-07-06,prix_marche,Centre,Yaoundé,3.82919,11.959421,990,valide,whatsapp
894,2023-05-19,route_abimee,Littoral,Douala,4.41049,9.515184,3,valide,ussd
895,2023-10-21,depot_sauvage,Sud-Ouest,Limbe,4.52218,8.689564,4,en_attente,whatsapp
896,2021-05-08,prix_marche,Extrême-Nord,Kousséri,9.058393,13.632691,1068,valide,whatsapp
897,2023-02-08,prix_marche,Sud-Ouest,Kumba,3.999252,8.801375,1398,valide,app
898,2023-03-29,route_abimee,Adamaoua,Meiganga,7.893728,12.876301,4,valide,whatsapp
899,2022-02-19,prix_marche,Est,Abong-Mbang,3.853564,13.544068,199,en_attente,whatsapp
900,2021-02-07,depot_sauvage,Ouest,Foumban,4.860971,9.82626,3,valide,web
901,2022-11-05,panne_electricite,Nord-Ouest,Bamenda,5.949059,9.680619,2,traite,app
902,2020-06-15,panne_electricite,Littoral,Nkongsamba,3.69737,8.879233,1,valide,whatsapp
903,2020-07-24,route_abimee,Extrême-Nord,Mora,10.545101,13.501584,4,valide,whatsapp
904,2022-03-20,panne_electricite,Ouest,Bafoussam,5.414927,9.642788,3,valide,app
905,2021-12-17,depot_sauvage,Littoral,Nkongsamba,3.33542,10.308441,2,traite,web
906,2021-12-26,route_abimee,Ouest,Dschang,6.054426,9.02156,3,en_attente,whatsapp
907,2023-02-24,prix_marche,Adamaoua,Meiganga,7.030721,12.898632,946,traite,web
908,2020-02-22,penurie_eau,Adamaoua,Meiganga,7.348659,12.155055,1,valide,web
909,2021-03-25,prix_marche,Ouest,Bafoussam,4.768999,9.635444,1625,valide,whatsapp
910,2022-07-21,penurie_eau,Littoral,Edéa,3.466896,10.879471,1,valide,whatsapp
911,2023-01-26,prix_marche,Sud-Ouest,Kumba,4.769122,8.627986,158,valide,ussd
912,2022-05-12,penurie_eau,Littoral,Douala,5.109509,9.163713,2,traite,whatsapp
913,2022-12-07,route_abimee,Centre,Mfou,3.839322,12.146373,3,en_attente,app
914,2021-08-11,penurie_eau,Sud,Ebolowa,2.986927,11.059633,3,valide,app
915,2022-10-05,depot_sauvage,Extrême-Nord,Maroua,9.702264,13.984264,3,en_attente,web
916,2020-04-06,penurie_eau,Sud,Ebolowa,2.8255,10.598836,4,valide,app
917,2021-12-05,depot_sauvage,Littoral,Douala,3.711416,9.605057,4,valide,app
918,2020-01-29,penurie_eau,Sud-Ouest,Kumba,4.34593,9.368008,4,valide,whatsapp
919,2023-01-10,depot_sauvage,Sud-Ouest,Kumba,4.104781,9.66717,4,en_attente,web
920,2020-02-19,penurie_eau,Nord-Ouest,Bamenda,5.891245,10.275758,1,valide,ussd
921,2021-04-17,prix_marche,Littoral,Douala,4.354174,9.545433,262,valide,app
922,2024-01-21,depot_sauvage,Est,Abong-Mbang,3.33999,13.578478,1,valide,web
923,2020-03-27,panne_electricite,Est,Abong-Mbang,4.076842,14.051599,3,traite,app
924,2023-05-21,penurie_eau,Extrême-Nord,Maroua,9.477232,14.321135,1,valide,app
925,2020-05-12,route_abimee,Sud,Ebolowa,3.085113,10.6413,1,en_attente,web
926,2022-11-28,route_abimee,Sud-Ouest,Buea,4.280935,8.823154,2,en_attente,app
927,2023-12-02,route_abimee,Nord,Garoua,8.420095,12.944981,2,valide,app
928,2021-01-24,route_abimee,Sud,Kribi,2.493219,11.697239,2,valide,app
929,2020-06-30,depot_sauvage,Centre,Obala,4.616999,12.8726,1,valide,whatsapp
930,2020-12-04,depot_sauvage,Sud-Ouest,Buea,3.921957,9.05755,1,valide,whatsapp
931,2022-04-08,penurie_eau,Extrême-Nord,Mora,11.06476,14.257051,4,en_attente,app
932,2023-02-05,route_abimee,Adamaoua,Ngaoundéré,6.750262,13.219273,4,valide,app
933,2020-04-10,penurie_eau,Nord-Ouest,Bamenda,5.752965,9.791633,1,valide,web
934,2022-07-08,depot_sauvage,Nord,Garoua,8.776467,12.438891,4,valide,app
935,2021-09-17,penurie_eau,Extrême-Nord,Mora,9.528176,14.109482,3,valide,whatsapp
936,2022-01-25,prix_marche,Extrême-Nord,Mora,9.633307,14.392712,1268,en_attente,whatsapp
937,2021-04-04,prix_marche,Ouest,Foumban,5.402968,9.8401,486,valide,whatsapp
938,2021-08-17,penurie_eau,Littoral,Edéa,4.151884,9.581277,4,valide,web
939,2020-02-20,depot_sauvage,Sud,Kribi,2.462069,11.276846,2,traite,whatsapp
940,2023-01-04,route_abimee,Adamaoua,Ngaoundéré,6.809614,12.474247,3,traite,web
941,2021-07-27,prix_marche,Ouest,Bafoussam,5.155238,9.279604,1727,valide,web
942,2023-06-03,panne_electricite,Sud-Ouest,Limbe,4.270464,8.943438,4,valide,app
943,2021-08-22,panne_electricite,Littoral,Nkongsamba,3.88674,10.314779,1,en_attente,app
944,2022-12-29,panne_electricite,Nord,Garoua,8.01251,12.853713,2,valide,app
945,2021-08-19,panne_electricite,Littoral,Douala,3.985973,10.639323,3,en_attente,app
946,2020-07-01,depot_sauvage,Littoral,Nkongsamba,4.039137,9.727246,2,traite,web
947,2021-04-28,route_abimee,Adamaoua,Ngaoundéré,6.952213,13.243521,1,en_attente,whatsapp
948,2021-07-16,panne_electricite,Nord-Ouest,Kumbo,4.571849,9.505644,1,valide,web
949,2021-03-02,panne_electricite,Ouest,Bafoussam,5.249989,10.332487,2,en_attente,whatsapp
950,2022-11-16,panne_electricite,Est,Abong-Mbang,3.514686,13.747972,4,valide,web
951,2023-12-02,penurie_eau,Centre,Mfou,3.987906,12.779883,4,en_attente,web
952,2020-10-17,prix_marche,Est,Bertoua,3.656866,13.70525,535,valide,whatsapp
953,2020-01-31,route_abimee,Centre,Obala,3.361891,11.913681,3,valide,app
954,2023-10-03,prix_marche,Sud-Ouest,Buea,4.126913,8.147902,520,en_attente,whatsapp
955,2021-08-16,depot_sauvage,Ouest,Dschang,5.016113,8.94088,4,valide,whatsapp
956,2022-08-19,depot_sauvage,Adamaoua,Meiganga,6.364669,12.555813,1,valide,whatsapp
957,2023-09-12,prix_marche,Nord,Garoua,9.261854,12.613844,1367,valide,app
958,2021-06-05,route_abimee,Sud,Kribi,1.804522,10.72572,1,valide,app
959,2021-10-02,route_abimee,Sud,Kribi,2.357142,11.841948,1,valide,web
960,2023-07-16,depot_sauvage,Sud,Kribi,2.61722,10.504638,3,en_attente,whatsapp
961,2023-10-13,panne_electricite,Littoral,Douala,3.946115,10.270798,3,valide,whatsapp
962,2020-06-27,penurie_eau,Adamaoua,Ngaoundéré,6.698042,13.136161,4,en_attente,web
963,2020-02-19,prix_marche,Est,Bertoua,5.225141,13.505418,1009,traite,app
964,2023-03-30,route_abimee,Extrême-Nord,Maroua,10.448235,14.410234,3,valide,ussd
965,2022-12-18,prix_marche,Sud,Ebolowa,2.695558,11.778022,383,traite,web
966,2023-12-12,panne_electricite,Littoral,Nkongsamba,3.713602,10.874719,4,valide,whatsapp
967,2021-07-11,penurie_eau,Ouest,Dschang,4.59008,9.199333,4,valide,app
968,2022-06-15,prix_marche,Adamaoua,Meiganga,7.531537,12.945113,1806,en_attente,whatsapp
969,2022-05-25,route_abimee,Ouest,Foumban,5.053826,9.82742,2,valide,app
970,2020-08-27,depot_sauvage,Extrême-Nord,Kousséri,9.263472,13.998886,4,valide,ussd
971,2023-08-07,prix_marche,Nord,Garoua,8.664275,14.03143,1053,valide,app
972,2021-08-18,route_abimee,Adamaoua,Ngaoundéré,6.363546,13.163715,4,valide,web
973,2024-02-08,penurie_eau,Sud-Ouest,Buea,5.009854,8.968033,3,valide,whatsapp
974,2023-07-25,depot_sauvage,Nord-Ouest,Bamenda,5.546927,9.794957,2,traite,web
975,2021-09-30,depot_sauvage,Sud-Ouest,Buea,5.179798,9.66437,4,valide,whatsapp
976,2022-11-01,panne_electricite,Sud,Kribi,2.895274,10.702286,3,valide,web
977,2024-02-03,prix_marche,Est,Bertoua,4.459064,13.751689,1908,valide,app
978,2023-01-28,penurie_eau,Ouest,Foumban,5.533519,9.47676,1,valide,whatsapp
979,2022-07-04,prix_marche,Littoral,Nkongsamba,3.716223,10.662177,1478,en_attente,ussd
980,2020-10-13,penurie_eau,Centre,Yaoundé,4.292449,11.52152,2,en_attente,web
981,2021-03-14,prix_marche,Est,Abong-Mbang,3.995242,13.894547,1560,valide,app
982,2021-02-08,depot_sauvage,Extrême-Nord,Maroua,9.984093,13.743703,3,valide,web
983,2023-07-30,depot_sauvage,Centre,Obala,4.073166,11.554815,1,valide,app
984,2021-02-01,penurie_eau,Sud-Ouest,Kumba,4.573782,9.633463,4,valide,web
985,2022-09-01,route_abimee,Sud-Ouest,Kumba,5.016197,9.285808,4,traite,web
986,2021-02-13,penurie_eau,Nord,Garoua,8.624691,12.870693,4,traite,app
987,2021-10-22,prix_marche,Adamaoua,Ngaoundéré,6.893322,13.816389,1346,valide,ussd
988,2022-02-19,penurie_eau,Nord-Ouest,Bamenda,6.801151,10.140827,1,valide,web
989,2023-04-19,penurie_eau,Est,Bertoua,4.158475,14.010834,2,en_attente,web
990,2021-06-19,depot_sauvage,Nord,Guider,9.30623,13.170467,4,valide,whatsapp
991,2022-07-05,depot_sauvage,Extrême-Nord,Kousséri,9.641119,13.735337,4,traite,whatsapp
992,2022-08-09,panne_electricite,Littoral,Edéa,4.051606,10.80775,3,valide,web
993,2020-03-25,prix_marche,Nord-Ouest,Kumbo,5.062269,10.763275,140,valide,app
994,2021-11-08,prix_marche,Nord-Ouest,Kumbo,5.282487,10.19971,1513,valide,web
995,2020-02-07,depot_sauvage,Centre,Obala,4.157695,11.75312,1,traite,app
996,2022-12-16,prix_marche,Sud-Ouest,Buea,4.475587,9.325531,1708,traite,app
997,2023-10-24,panne_electricite,Est,Abong-Mbang,3.997655,13.730808,2,valide,whatsapp
998,2023-02-09,route_abimee,Est,Abong-Mbang,3.436948,13.116027,3,valide,whatsapp
999,2020-02-16,route_abimee,Centre,Obala,4.017261,11.717447,4,valide,app
1000,2023-11-22,route_abimee,Littoral,Douala,3.330969,9.180222,3,valide,app
1001,2020-11-02,prix_marche,Nord,Garoua,8.797411,12.796513,1800,valide,app
1002,2020-06-06,penurie_eau,Nord,Guider,9.55131,13.061039,1,valide,web
1003,2023-08-26,panne_electricite,Littoral,Edéa,4.617675,10.286204,1,valide,ussd
1004,2022-05-10,route_abimee,Nord-Ouest,Kumbo,5.964279,10.291567,4,valide,whatsapp
1005,2021-03-01,penurie_eau,Nord,Garoua,8.466985,12.59919,2,valide,app
1006,2023-02-17,prix_marche,Extrême-Nord,Maroua,9.626631,14.268945,1902,valide,whatsapp
1007,2020-01-25,prix_marche,Adamaoua,Meiganga,6.532578,13.102166,315,valide,web
1008,2022-04-15,depot_sauvage,Sud-Ouest,Kumba,5.046459,8.687256,4,valide,whatsapp
1009,2020-03-10,penurie_eau,Nord-Ouest,Bamenda,6.160881,10.696372,2,valide,ussd
1010,2021-09-24,panne_electricite,Extrême-Nord,Mora,11.240329,13.938901,2,en_attente,whatsapp
1011,2021-10-11,depot_sauvage,Sud,Ebolowa,2.532228,10.644638,4,en_attente,whatsapp
1012,2020-06-03,route_abimee,Sud,Kribi,1.869037,11.846772,3,valide,whatsapp
1013,2021-02-01,panne_electricite,Est,Bertoua,4.149382,14.134715,2,valide,whatsapp
1014,2021-04-07,penurie_eau,Adamaoua,Ngaoundéré,6.990565,13.307203,3,valide,whatsapp
1015,2023-11-03,penurie_eau,Centre,Obala,4.368273,12.531471,2,valide,ussd
1016,2021-02-09,panne_electricite,Extrême-Nord,Kousséri,9.628447,13.569101,3,valide,whatsapp
1017,2022-03-12,prix_marche,Sud-Ouest,Kumba,4.114182,9.702463,158,valide,whatsapp
1018,2022-07-07,penurie_eau,Adamaoua,Meiganga,7.640714,13.08827,1,en_attente,whatsapp
1019,2022-02-17,depot_sauvage,Adamaoua,Meiganga,6.987884,13.148104,1,valide,app
1020,2020-03-22,panne_electricite,Centre,Mfou,4.742136,11.897576,4,en_attente,app
1021,2020-04-15,penurie_eau,Centre,Mfou,3.578858,12.022624,4,valide,whatsapp
1022,2023-10-12,panne_electricite,Nord,Garoua,8.728508,13.149253,4,en_attente,app
1023,2020-04-21,prix_marche,Nord,Garoua,9.024128,12.276441,1292,valide,whatsapp
1024,2020-09-06,route_abimee,Adamaoua,Meiganga,7.22914,13.217431,1,valide,ussd
1025,2022-05-20,depot_sauvage,Adamaoua,Meiganga,7.101583,13.54156,1,valide,web
1026,2020-10-22,panne_electricite,Ouest,Dschang,4.84462,8.787683,1,valide,app
1027,2023-05-29,depot_sauvage,Ouest,Foumban,5.305435,9.662707,4,valide,whatsapp
1028,2020-05-28,panne_electricite,Est,Bertoua,3.728995,14.134009,1,en_attente,whatsapp
1029,2020-08-23,prix_marche,Nord,Guider,9.870919,12.797176,1172,valide,whatsapp
1030,2022-05-18,penurie_eau,Sud-Ouest,Kumba,4.173823,9.438609,4,traite,whatsapp
1031,2022-08-02,panne_electricite,Sud,Kribi,2.865696,10.725828,2,valide,whatsapp
1032,2020-06-23,panne_electricite,Littoral,Edéa,4.345656,9.828108,4,valide,app
1033,2023-11-14,prix_marche,Littoral,Edéa,4.419898,10.198657,1170,en_attente,ussd
1034,2020-01-17,panne_electricite,Ouest,Dschang,4.806972,9.808253,2,valide,ussd
1035,2021-05-11,depot_sauvage,Ouest,Bafoussam,5.853229,10.350538,4,valide,web
1036,2021-02-20,prix_marche,Est,Abong-Mbang,4.147462,15.141559,183,en_attente,whatsapp
1037,2021-05-05,panne_electricite,Adamaoua,Meiganga,6.370751,13.033101,3,valide,web
1038,2020-02-07,penurie_eau,Adamaoua,Meiganga,7.638445,12.653447,4,valide,whatsapp
1039,2020-07-04,prix_marche,Nord,Garoua,9.133043,13.101696,766,en_attente,whatsapp
1040,2022-06-06,route_abimee,Est,Bertoua,4.256188,13.508729,4,en_attente,whatsapp
1041,2023-10-31,panne_electricite,Nord,Guider,9.158219,12.222749,4,valide,web
1042,2021-01-31,depot_sauvage,Extrême-Nord,Mora,10.200613,14.471367,2,valide,whatsapp
1043,2020-07-09,panne_electricite,Littoral,Nkongsamba,4.799936,9.51767,3,traite,whatsapp
1044,2022-04-28,penurie_eau,Nord-Ouest,Kumbo,6.201064,10.476545,4,valide,app
