date,annee,mois,region,produit,prix_fcfa_kg,volume_tonnes,valeur_totale_millions
2017-10-01,2017,10,Adamaoua,Riz,433.79,4801,2082.63
2017-11-01,2017,11,Adamaoua,Riz,363.34,4923,1788.7
2017-12-01,2017,12,Adamaoua,Riz,433.43,493,213.68
2018-01-01,2018,1,Adamaoua,Riz,494.33,1065,526.46
2018-02-01,2018,2,Adamaoua,Riz,557.57,1434,799.55
2018-03-01,2018,3,Adamaoua,Riz,479.47,1319,632.42
2018-04-01,2018,4,Adamaoua,Riz,576.9,1310,755.74
2018-05-01,2018,5,Adamaoua,Riz,556.33,2460,1368.57
2018-06-01,2018,6,Adamaoua,Riz,471.61,4481,2113.3
2018-07-01,2018,7,Adamaoua,Riz,399.31,4733,1889.94
2018-08-01,2018,8,Adamaoua,Riz,297.77,1931,575.0
2018-09-01,2018,9,Adamaoua,Riz,326.27,3529,1151.41
2018-10-01,2018,10,Adamaoua,Riz,449.82,1459,656.29
2018-11-01,2018,11,Adamaoua,Riz,420.08,576,241.97
2018-12-01,2018,12,Adamaoua,Riz,460.27,2710,1247.34
2019-01-01,2019,1,Adamaoua,Riz,594.0,329,195.42
2019-02-01,2019,2,Adamaoua,Riz,651.46,3014,1963.49
2019-03-01,2019,3,Adamaoua,Riz,464.52,2411,1119.95
2019-04-01,2019,4,Adamaoua,Riz,602.81,4477,2698.79
2019-05-01,2019,5,Adamaoua,Riz,517.89,1758,910.45
2019-06-01,2019,6,Adamaoua,Riz,458.48,2736,1254.4
2019-07-01,2019,7,Adamaoua,Riz,443.39,2826,1253.01
2019-08-01,2019,8,Adamaoua,Riz,395.6,1169,462.46
2019-09-01,2019,9,Adamaoua,Riz,415.64,244,101.42
2019-10-01,2019,10,Adamaoua,Riz,428.74,712,305.26
2019-11-01,2019,11,Adamaoua,Riz,445.45,3225,1436.59
2019-12-01,2019,12,Adamaoua,Riz,411.77,3864,1591.06
2020-01-01,2020,1,Adamaoua,Riz,580.3,3263,1893.53
2020-02-01,2020,2,Adamaoua,Riz,485.29,2414,1171.49
2020-03-01,2020,3,Adamaoua,Riz,517.2,3522,1821.58
2020-04-01,2020,4,Adamaoua,Riz,533.38,730,389.37
2020-05-01,2020,5,Adamaoua,Riz,515.42,2206,1137.01
2020-06-01,2020,6,Adamaoua,Riz,321.88,3916,1260.47
2020-07-01,2020,7,Adamaoua,Riz,490.53,2303,1129.7
2020-08-01,2020,8,Adamaoua,Riz,365.0,4992,1822.06
2020-09-01,2020,9,Adamaoua,Riz,400.07,2287,914.97
2020-10-01,2020,10,Adamaoua,Riz,316.26,4104,1297.94
2020-11-01,2020,11,Adamaoua,Riz,481.9,3911,1884.72
2020-12-01,2020,12,Adamaoua,Riz,483.21,2035,983.33
2021-01-01,2021,1,Adamaoua,Riz,445.9,1320,588.59
2021-02-01,2021,2,Adamaoua,Riz,648.31,690,447.33
2021-03-01,2021,3,Adamaoua,Riz,540.26,4128,2230.21
2021-04-01,2021,4,Adamaoua,Riz,547.35,4711,2578.54
2021-05-01,2021,5,Adamaoua,Riz,603.37,2625,1583.84
2021-06-01,2021,6,Adamaoua,Riz,360.87,3653,1318.25
2021-07-01,2021,7,Adamaoua,Riz,487.55,2155,1050.66
2021-08-01,2021,8,Adamaoua,Riz,410.6,178,73.09
2021-09-01,2021,9,Adamaoua,Riz,448.72,4153,1863.55
2021-10-01,2021,10,Adamaoua,Riz,359.62,2126,764.55
2021-11-01,2021,11,Adamaoua,Riz,389.7,2806,1093.5
2021-12-01,2021,12,Adamaoua,Riz,548.52,1694,929.19
2022-01-01,2022,1,Adamaoua,Riz,579.01,292,169.07
2022-02-01,2022,2,Adamaoua,Riz,537.04,4135,2220.66
2022-03-01,2022,3,Adamaoua,Riz,625.71,3562,2228.79
2022-04-01,2022,4,Adamaoua,Riz,635.64,1549,984.6
2022-05-01,2022,5,Adamaoua,Riz,649.11,3975,2580.22
2022-06-01,2022,6,Adamaoua,Riz,438.7,2308,1012.53
2022-07-01,2022,7,Adamaoua,Riz,451.73,907,409.72
2022-08-01,2022,8,Adamaoua,Riz,343.0,3873,1328.44
2022-09-01,2022,9,Adamaoua,Riz,352.26,973,342.75
2022-10-01,2022,10,Adamaoua,Riz,360.95,4282,1545.6
2022-11-01,2022,11,Adamaoua,Riz,448.04,4112,1842.35
2022-12-01,2022,12,Adamaoua,Riz,444.11,4095,1818.63
2023-01-01,2023,1,Adamaoua,Riz,541.69,2903,1572.51
2023-02-01,2023,2,Adamaoua,Riz,572.5,2707,1549.75
2023-03-01,2023,3,Adamaoua,Riz,712.69,991,706.27
2023-04-01,2023,4,Adamaoua,Riz,580.92,1957,1136.87
2023-05-01,2023,5,Adamaoua,Riz,595.61,4473,2664.14
2023-06-01,2023,6,Adamaoua,Riz,419.44,1516,635.87
2023-07-01,2023,7,Adamaoua,Riz,415.29,3684,1529.92
2023-08-01,2023,8,Adamaoua,Riz,457.88,1702,779.31
2023-09-01,2023,9,Adamaoua,Riz,465.46,4865,2264.45
2023-10-01,2023,10,Adamaoua,Riz,419.25,1962,822.57
2023-11-01,2023,11,Adamaoua,Riz,474.5,415,196.92
2023-12-01,2023,12,Adamaoua,Riz,505.38,2620,1324.09
2000-01-01,2000,1,Adamaoua,Huile de palme,428.4,2526,1082.13
2000-02-01,2000,2,Adamaoua,Huile de palme,333.37,840,280.03
2000-03-01,2000,3,Adamaoua,Huile de palme,465.3,362,168.44
2000-04-01,2000,4,Adamaoua,Huile de palme,348.03,4683,1629.82
2000-05-01,2000,5,Adamaoua,Huile de palme,390.41,2879,1123.98
2000-06-01,2000,6,Adamaoua,Huile de palme,408.25,2431,992.46
2000-07-01,2000,7,Adamaoua,Huile de palme,323.96,3060,991.33
2000-08-01,2000,8,Adamaoua,Huile de palme,276.15,4865,1343.49
2000-09-01,2000,9,Adamaoua,Huile de palme,284.07,996,282.94
2000-10-01,2000,10,Adamaoua,Huile de palme,329.21,2715,893.8
2000-11-01,2000,11,Adamaoua,Huile de palme,373.03,293,109.3
2000-12-01,2000,12,Adamaoua,Huile de palme,413.33,555,229.4
2001-01-01,2001,1,Adamaoua,Huile de palme,412.9,3843,1586.79
2001-02-01,2001,2,Adamaoua,Huile de palme,455.03,1242,565.15
2001-03-01,2001,3,Adamaoua,Huile de palme,417.58,4526,1889.95
2001-04-01,2001,4,Adamaoua,Huile de palme,399.74,3427,1369.92
2001-05-01,2001,5,Adamaoua,Huile de palme,337.6,2610,881.14
2001-06-01,2001,6,Adamaoua,Huile de palme,331.21,1261,417.66
2001-07-01,2001,7,Adamaoua,Huile de palme,348.9,4572,1595.19
2001-08-01,2001,8,Adamaoua,Huile de palme,282.87,551,155.86
2001-09-01,2001,9,Adamaoua,Huile de palme,297.58,4602,1369.49
2001-10-01,2001,10,Adamaoua,Huile de palme,284.31,4436,1261.2
2001-11-01,2001,11,Adamaoua,Huile de palme,321.16,2389,767.25
2001-12-01,2001,12,Adamaoua,Huile de palme,350.03,805,281.77
2002-01-01,2002,1,Adamaoua,Huile de palme,420.95,1919,807.81
2002-02-01,2002,2,Adamaoua,Huile de palme,408.36,4522,1846.61
2002-03-01,2002,3,Adamaoua,Huile de palme,382.07,2625,1002.93
2002-04-01,2002,4,Adamaoua,Huile de palme,407.87,3476,1417.75
2002-05-01,2002,5,Adamaoua,Huile de palme,406.58,4566,1856.45
2002-06-01,2002,6,Adamaoua,Huile de palme,334.55,3672,1228.48
2002-07-01,2002,7,Adamaoua,Huile de palme,381.11,1351,514.88
2002-08-01,2002,8,Adamaoua,Huile de palme,322.44,2205,710.98
2002-09-01,2002,9,Adamaoua,Huile de palme,295.42,742,219.2
2002-10-01,2002,10,Adamaoua,Huile de palme,333.93,4400,1469.3
2002-11-01,2002,11,Adamaoua,Huile de palme,359.24,1785,641.24
2002-12-01,2002,12,Adamaoua,Huile de palme,347.25,3785,1314.34
2003-01-01,2003,1,Adamaoua,Huile de palme,444.26,2704,1201.28
2003-02-01,2003,2,Adamaoua,Huile de palme,339.06,2130,722.2
2003-03-01,2003,3,Adamaoua,Huile de palme,482.92,911,439.94
2003-04-01,2003,4,Adamaoua,Huile de palme,431.82,204,88.09
2003-05-01,2003,5,Adamaoua,Huile de palme,461.49,893,412.11
2003-06-01,2003,6,Adamaoua,Huile de palme,373.24,1832,683.77
2003-07-01,2003,7,Adamaoua,Huile de palme,360.86,3238,1168.45
2003-08-01,2003,8,Adamaoua,Huile de palme,272.84,320,87.31
2003-09-01,2003,9,Adamaoua,Huile de palme,300.41,221,66.39
2003-10-01,2003,10,Adamaoua,Huile de palme,322.17,323,104.06
2003-11-01,2003,11,Adamaoua,Huile de palme,377.58,1821,687.58
2003-12-01,2003,12,Adamaoua,Huile de palme,395.04,471,186.06
2004-01-01,2004,1,Adamaoua,Huile de palme,422.82,4725,1997.82
2004-02-01,2004,2,Adamaoua,Huile de palme,397.25,940,373.42
2004-03-01,2004,3,Adamaoua,Huile de palme,390.8,1523,595.19
2004-04-01,2004,4,Adamaoua,Huile de palme,514.02,3293,1692.66
2004-05-01,2004,5,Adamaoua,Huile de palme,433.11,3306,1431.87
2004-06-01,2004,6,Adamaoua,Huile de palme,425.05,3206,1362.72
2004-07-01,2004,7,Adamaoua,Huile de palme,375.01,4031,1511.68
2004-08-01,2004,8,Adamaoua,Huile de palme,324.2,1485,481.44
2004-09-01,2004,9,Adamaoua,Huile de palme,309.4,4578,1416.46
2004-10-01,2004,10,Adamaoua,Huile de palme,326.08,314,102.39
2004-11-01,2004,11,Adamaoua,Huile de palme,374.19,3174,1187.67
2004-12-01,2004,12,Adamaoua,Huile de palme,418.31,529,221.29
2005-01-01,2005,1,Adamaoua,Huile de palme,452.5,939,424.9
2005-02-01,2005,2,Adamaoua,Huile de palme,533.7,3904,2083.55
2005-03-01,2005,3,Adamaoua,Huile de palme,506.95,78,39.54
2005-04-01,2005,4,Adamaoua,Huile de palme,444.96,84,37.38
2005-05-01,2005,5,Adamaoua,Huile de palme,439.81,638,280.6
2005-06-01,2005,6,Adamaoua,Huile de palme,382.3,3268,1249.34
2005-07-01,2005,7,Adamaoua,Huile de palme,351.97,2219,781.01
2005-08-01,2005,8,Adamaoua,Huile de palme,354.11,389,137.75
2005-09-01,2005,9,Adamaoua,Huile de palme,316.5,4596,1454.63
2005-10-01,2005,10,Adamaoua,Huile de palme,334.45,606,202.68
2005-11-01,2005,11,Adamaoua,Huile de palme,402.97,3316,1336.26
2005-12-01,2005,12,Adamaoua,Huile de palme,516.4,3617,1867.83
2006-01-01,2006,1,Adamaoua,Huile de palme,425.91,1066,454.02
2006-02-01,2006,2,Adamaoua,Huile de palme,446.94,2112,943.93
2006-03-01,2006,3,Adamaoua,Huile de palme,527.02,1863,981.84
2006-04-01,2006,4,Adamaoua,Huile de palme,511.17,3529,1803.93
2006-05-01,2006,5,Adamaoua,Huile de palme,334.76,2363,791.04
2006-06-01,2006,6,Adamaoua,Huile de palme,469.95,1564,735.01
2006-07-01,2006,7,Adamaoua,Huile de palme,329.52,3490,1150.01
2006-08-01,2006,8,Adamaoua,Huile de palme,419.52,4106,1722.56
2006-09-01,2006,9,Adamaoua,Huile de palme,352.57,3967,1398.64
2006-10-01,2006,10,Adamaoua,Huile de palme,367.79,469,172.5
2006-11-01,2006,11,Adamaoua,Huile de palme,384.49,3311,1273.05
2006-12-01,2006,12,Adamaoua,Huile de palme,419.42,1214,509.18
2007-01-01,2007,1,Adamaoua,Huile de palme,453.08,3565,1615.24
2007-02-01,2007,2,Adamaoua,Huile de palme,471.38,1392,656.17
2007-03-01,2007,3,Adamaoua,Huile de palme,566.16,4256,2409.56
2007-04-01,2007,4,Adamaoua,Huile de palme,565.07,4613,2606.65
2007-05-01,2007,5,Adamaoua,Huile de palme,448.94,2081,934.25
2007-06-01,2007,6,Adamaoua,Huile de palme,425.48,372,158.28
2007-07-01,2007,7,Adamaoua,Huile de palme,382.69,3553,1359.7
2007-08-01,2007,8,Adamaoua,Huile de palme,366.9,2703,991.73
2007-09-01,2007,9,Adamaoua,Huile de palme,294.89,4293,1265.97
2007-10-01,2007,10,Adamaoua,Huile de palme,348.43,1191,414.98
2007-11-01,2007,11,Adamaoua,Huile de palme,332.68,4091,1360.98
2007-12-01,2007,12,Adamaoua,Huile de palme,444.46,2088,928.03
2008-01-01,2008,1,Adamaoua,Huile de palme,459.69,4733,2175.7
2008-02-01,2008,2,Adamaoua,Huile de palme,468.65,544,254.95
2008-03-01,2008,3,Adamaoua,Huile de palme,622.62,3560,2216.54
2008-04-01,2008,4,Adamaoua,Huile de palme,456.61,3836,1751.57
2008-05-01,2008,5,Adamaoua,Huile de palme,453.23,4519,2048.16
2008-06-01,2008,6,Adamaoua,Huile de palme,471.21,1501,707.28
2008-07-01,2008,7,Adamaoua,Huile de palme,478.5,2984,1427.83
2008-08-01,2008,8,Adamaoua,Huile de palme,350.79,3784,1327.39
2008-09-01,2008,9,Adamaoua,Huile de palme,324.7,2029,658.82
2008-10-01,2008,10,Adamaoua,Huile de palme,386.67,748,289.23
2008-11-01,2008,11,Adamaoua,Huile de palme,404.03,4837,1954.32
2008-12-01,2008,12,Adamaoua,Huile de palme,333.08,2350,782.75
2009-01-01,2009,1,Adamaoua,Huile de palme,499.95,1241,620.44
2009-02-01,2009,2,Adamaoua,Huile de palme,557.96,2689,1500.36
2009-03-01,2009,3,Adamaoua,Huile de palme,584.04,1069,624.33
2009-04-01,2009,4,Adamaoua,Huile de palme,596.83,4129,2464.29
2009-05-01,2009,5,Adamaoua,Huile de palme,401.18,4230,1696.97
2009-06-01,2009,6,Adamaoua,Huile de palme,524.05,3610,1891.83
2009-07-01,2009,7,Adamaoua,Huile de palme,373.81,4209,1573.36
2009-08-01,2009,8,Adamaoua,Huile de palme,321.81,3464,1114.77
2009-09-01,2009,9,Adamaoua,Huile de palme,260.12,1231,320.2
2009-10-01,2009,10,Adamaoua,Huile de palme,345.61,540,186.63
2009-11-01,2009,11,Adamaoua,Huile de palme,347.47,1990,691.46
2009-12-01,2009,12,Adamaoua,Huile de palme,408.81,4458,1822.47
2010-01-01,2010,1,Adamaoua,Huile de palme,464.49,3037,1410.64
2010-02-01,2010,2,Adamaoua,Huile de palme,474.95,3209,1524.13
2010-03-01,2010,3,Adamaoua,Huile de palme,605.05,2437,1474.51
2010-04-01,2010,4,Adamaoua,Huile de palme,494.99,2444,1209.76
2010-05-01,2010,5,Adamaoua,Huile de palme,538.53,2206,1188.0
2010-06-01,2010,6,Adamaoua,Huile de palme,401.52,2630,1055.99
2010-07-01,2010,7,Adamaoua,Huile de palme,432.83,3298,1427.46
2010-08-01,2010,8,Adamaoua,Huile de palme,426.62,3781,1613.06
2010-09-01,2010,9,Adamaoua,Huile de palme,340.87,3522,1200.54
2010-10-01,2010,10,Adamaoua,Huile de palme,313.72,77,24.16
2010-11-01,2010,11,Adamaoua,Huile de palme,330.18,1571,518.71
2010-12-01,2010,12,Adamaoua,Huile de palme,455.38,346,157.56
2011-01-01,2011,1,Adamaoua,Huile de palme,411.99,2647,1090.55
2011-02-01,2011,2,Adamaoua,Huile de palme,536.76,951,510.46
2011-03-01,2011,3,Adamaoua,Huile de palme,554.33,4916,2725.11
2011-04-01,2011,4,Adamaoua,Huile de palme,519.11,1428,741.29
2011-05-01,2011,5,Adamaoua,Huile de palme,460.0,1108,509.68
2011-06-01,2011,6,Adamaoua,Huile de palme,522.26,2799,1461.81
2011-07-01,2011,7,Adamaoua,Huile de palme,357.58,4066,1453.94
2011-08-01,2011,8,Adamaoua,Huile de palme,411.78,4653,1916.02
2011-09-01,2011,9,Adamaoua,Huile de palme,375.57,1811,680.16
2011-10-01,2011,10,Adamaoua,Huile de palme,342.35,270,92.44
2011-11-01,2011,11,Adamaoua,Huile de palme,400.81,4673,1872.99
2011-12-01,2011,12,Adamaoua,Huile de palme,519.22,2938,1525.47
2012-01-01,2012,1,Adamaoua,Huile de palme,449.42,3027,1360.39
2012-02-01,2012,2,Adamaoua,Huile de palme,564.82,1921,1085.01
2012-03-01,2012,3,Adamaoua,Huile de palme,526.26,394,207.34
2012-04-01,2012,4,Adamaoua,Huile de palme,507.92,94,47.74
2012-05-01,2012,5,Adamaoua,Huile de palme,434.7,1564,679.87
2012-06-01,2012,6,Adamaoua,Huile de palme,555.18,2648,1470.11
2012-07-01,2012,7,Adamaoua,Huile de palme,459.78,2090,960.94
2012-08-01,2012,8,Adamaoua,Huile de palme,415.94,323,134.35
2012-09-01,2012,9,Adamaoua,Huile de palme,347.48,528,183.47
2012-10-01,2012,10,Adamaoua,Huile de palme,326.46,565,184.45
2012-11-01,2012,11,Adamaoua,Huile de palme,477.51,1461,697.64
2012-12-01,2012,12,Adamaoua,Huile de palme,523.34,3330,1742.74
2013-01-01,2013,1,Adamaoua,Huile de palme,519.07,837,434.46
2013-02-01,2013,2,Adamaoua,Huile de palme,615.55,1731,1065.51
2013-03-01,2013,3,Adamaoua,Huile de palme,575.9,3310,1906.24
2013-04-01,2013,4,Adamaoua,Huile de palme,563.8,4762,2684.83
2013-05-01,2013,5,Adamaoua,Huile de palme,542.34,1190,645.38
2013-06-01,2013,6,Adamaoua,Huile de palme,466.15,2364,1101.98
2013-07-01,2013,7,Adamaoua,Huile de palme,408.96,1237,505.88
2013-08-01,2013,8,Adamaoua,Huile de palme,379.95,4521,1717.78
2013-09-01,2013,9,Adamaoua,Huile de palme,312.41,4137,1292.43
2013-10-01,2013,10,Adamaoua,Huile de palme,352.63,122,43.02
2013-11-01,2013,11,Adamaoua,Huile de palme,395.82,621,245.8
2013-12-01,2013,12,Adamaoua,Huile de palme,528.61,840,444.03
2014-01-01,2014,1,Adamaoua,Huile de palme,599.44,1224,733.71
2014-02-01,2014,2,Adamaoua,Huile de palme,597.58,3790,2264.83
2014-03-01,2014,3,Adamaoua,Huile de palme,641.78,4136,2654.38
2014-04-01,2014,4,Adamaoua,Huile de palme,530.23,784,415.7
2014-05-01,2014,5,Adamaoua,Huile de palme,481.9,3134,1510.27
2014-06-01,2014,6,Adamaoua,Huile de palme,472.19,2968,1401.46
2014-07-01,2014,7,Adamaoua,Huile de palme,498.16,3828,1906.96
2014-08-01,2014,8,Adamaoua,Huile de palme,434.41,2795,1214.19
2014-09-01,2014,9,Adamaoua,Huile de palme,374.23,1265,473.4
2014-10-01,2014,10,Adamaoua,Huile de palme,383.72,374,143.51
2014-11-01,2014,11,Adamaoua,Huile de palme,415.47,1540,639.82
2014-12-01,2014,12,Adamaoua,Huile de palme,417.08,943,393.31
2015-01-01,2015,1,Adamaoua,Huile de palme,576.98,2313,1334.55
2015-02-01,2015,2,Adamaoua,Huile de palme,543.9,3482,1893.86
2015-03-01,2015,3,Adamaoua,Huile de palme,673.68,2967,1998.81
2015-04-01,2015,4,Adamaoua,Huile de palme,540.51,2402,1298.29
2015-05-01,2015,5,Adamaoua,Huile de palme,543.25,4377,2377.79
2015-06-01,2015,6,Adamaoua,Huile de palme,458.93,3705,1700.34
2015-07-01,2015,7,Adamaoua,Huile de palme,453.59,1627,738.0
2015-08-01,2015,8,Adamaoua,Huile de palme,378.2,1346,509.06
2015-09-01,2015,9,Adamaoua,Huile de palme,427.0,2643,1128.57
2015-10-01,2015,10,Adamaoua,Huile de palme,391.62,4042,1582.92
2015-11-01,2015,11,Adamaoua,Huile de palme,426.37,1512,644.67
2015-12-01,2015,12,Adamaoua,Huile de palme,538.71,2428,1307.99
2016-01-01,2016,1,Adamaoua,Huile de palme,496.39,3603,1788.49
2016-02-01,2016,2,Adamaoua,Huile de palme,593.02,1357,804.72
2016-03-01,2016,3,Adamaoua,Huile de palme,627.38,737,462.38
2016-04-01,2016,4,Adamaoua,Huile de palme,609.77,4711,2872.61
2016-05-01,2016,5,Adamaoua,Huile de palme,621.1,1861,1155.86
2016-06-01,2016,6,Adamaoua,Huile de palme,543.08,3233,1755.78
2016-07-01,2016,7,Adamaoua,Huile de palme,490.65,1694,831.17
2016-08-01,2016,8,Adamaoua,Huile de palme,398.94,4018,1602.95
2016-09-01,2016,9,Adamaoua,Huile de palme,372.55,4853,1807.98
2016-10-01,2016,10,Adamaoua,Huile de palme,424.12,3156,1338.52
2016-11-01,2016,11,Adamaoua,Huile de palme,450.67,665,299.69
2016-12-01,2016,12,Adamaoua,Huile de palme,507.67,2380,1208.26
2017-01-01,2017,1,Adamaoua,Huile de palme,594.72,739,439.5
2017-02-01,2017,2,Adamaoua,Huile de palme,660.74,2672,1765.49
2017-03-01,2017,3,Adamaoua,Huile de palme,621.21,432,268.36
2017-04-01,2017,4,Adamaoua,Huile de palme,710.58,2306,1638.6
2017-05-01,2017,5,Adamaoua,Huile de palme,636.27,421,267.87
2017-06-01,2017,6,Adamaoua,Huile de palme,505.22,660,333.44
2017-07-01,2017,7,Adamaoua,Huile de palme,483.54,3374,1631.47
2017-08-01,2017,8,Adamaoua,Huile de palme,463.9,1390,644.82
2017-09-01,2017,9,Adamaoua,Huile de palme,446.19,3749,1672.78
2017-10-01,2017,10,Adamaoua,Huile de palme,410.78,1123,461.31
2017-11-01,2017,11,Adamaoua,Huile de palme,411.86,3200,1317.96
2017-12-01,2017,12,Adamaoua,Huile de palme,451.32,1655,746.93
2018-01-01,2018,1,Adamaoua,Huile de palme,626.43,2344,1468.35
2018-02-01,2018,2,Adamaoua,Huile de palme,589.33,3712,2187.6
2018-03-01,2018,3,Adamaoua,Huile de palme,688.82,401,276.22
2018-04-01,2018,4,Adamaoua,Huile de palme,567.73,1774,1007.15
2018-05-01,2018,5,Adamaoua,Huile de palme,598.55,4224,2528.27
2018-06-01,2018,6,Adamaoua,Huile de palme,524.06,2431,1273.99
2018-07-01,2018,7,Adamaoua,Huile de palme,483.0,2599,1255.32
2018-08-01,2018,8,Adamaoua,Huile de palme,339.55,2040,692.68
2018-09-01,2018,9,Adamaoua,Huile de palme,418.24,2862,1196.99
2018-10-01,2018,10,Adamaoua,Huile de palme,476.81,970,462.51
2018-11-01,2018,11,Adamaoua,Huile de palme,461.28,3689,1701.65
2018-12-01,2018,12,Adamaoua,Huile de palme,516.45,3215,1660.38
2019-01-01,2019,1,Adamaoua,Huile de palme,488.42,4902,2394.25
2019-02-01,2019,2,Adamaoua,Huile de palme,511.69,1095,560.3
2019-03-01,2019,3,Adamaoua,Huile de palme,669.71,2731,1828.98
2019-04-01,2019,4,Adamaoua,Huile de palme,592.77,3249,1925.91
2019-05-01,2019,5,Adamaoua,Huile de palme,514.03,491,252.39
2019-06-01,2019,6,Adamaoua,Huile de palme,408.01,2600,1060.83
2019-07-01,2019,7,Adamaoua,Huile de palme,481.93,1555,749.4
2019-08-01,2019,8,Adamaoua,Huile de palme,511.52,911,466.0
2019-09-01,2019,9,Adamaoua,Huile de palme,458.49,1601,734.05
2019-10-01,2019,10,Adamaoua,Huile de palme,433.67,3286,1425.04
2019-11-01,2019,11,Adamaoua,Huile de palme,460.19,314,144.5
2019-12-01,2019,12,Adamaoua,Huile de palme,459.42,2709,1244.57
2020-01-01,2020,1,Adamaoua,Huile de palme,486.25,2771,1347.39
2020-02-01,2020,2,Adamaoua,Huile de palme,640.35,1512,968.22
2020-03-01,2020,3,Adamaoua,Huile de palme,701.74,1682,1180.33
2020-04-01,2020,4,Adamaoua,Huile de palme,690.59,2424,1673.98
2020-05-01,2020,5,Adamaoua,Huile de palme,586.88,265,155.52
2020-06-01,2020,6,Adamaoua,Huile de palme,579.98,3381,1960.92
2020-07-01,2020,7,Adamaoua,Huile de palme,481.92,2156,1039.02
2020-08-01,2020,8,Adamaoua,Huile de palme,444.21,1617,718.28
2020-09-01,2020,9,Adamaoua,Huile de palme,389.86,3560,1387.89
2020-10-01,2020,10,Adamaoua,Huile de palme,481.08,4373,2103.78
2020-11-01,2020,11,Adamaoua,Huile de palme,523.07,4617,2414.99
2020-12-01,2020,12,Adamaoua,Huile de palme,496.0,1129,559.99
2021-01-01,2021,1,Adamaoua,Huile de palme,561.42,2791,1566.91
2021-02-01,2021,2,Adamaoua,Huile de palme,657.58,3070,2018.76
2021-03-01,2021,3,Adamaoua,Huile de palme,716.11,4334,3103.63
2021-04-01,2021,4,Adamaoua,Huile de palme,715.92,475,340.06
2021-05-01,2021,5,Adamaoua,Huile de palme,622.71,3303,2056.81
2021-06-01,2021,6,Adamaoua,Huile de palme,572.63,548,313.8
2021-07-01,2021,7,Adamaoua,Huile de palme,495.94,3829,1898.97
2021-08-01,2021,8,Adamaoua,Huile de palme,431.23,1908,822.79
2021-09-01,2021,9,Adamaoua,Huile de palme,413.5,4615,1908.29
2021-10-01,2021,10,Adamaoua,Huile de palme,499.56,3627,1811.9
2021-11-01,2021,11,Adamaoua,Huile de palme,505.25,101,51.03
2021-12-01,2021,12,Adamaoua,Huile de palme,549.97,2460,1352.92
2022-01-01,2022,1,Adamaoua,Huile de palme,629.48,2618,1647.97
2022-02-01,2022,2,Adamaoua,Huile de palme,542.28,1917,1039.54
2022-03-01,2022,3,Adamaoua,Huile de palme,579.93,3818,2214.17
2022-04-01,2022,4,Adamaoua,Huile de palme,665.11,1000,665.11
2022-05-01,2022,5,Adamaoua,Huile de palme,575.89,3655,2104.87
2022-06-01,2022,6,Adamaoua,Huile de palme,488.41,4604,2248.62
2022-07-01,2022,7,Adamaoua,Huile de palme,501.4,2651,1329.21
2022-08-01,2022,8,Adamaoua,Huile de palme,503.61,2707,1363.28
2022-09-01,2022,9,Adamaoua,Huile de palme,426.04,2499,1064.67
2022-10-01,2022,10,Adamaoua,Huile de palme,505.88,3880,1962.81
2022-11-01,2022,11,Adamaoua,Huile de palme,547.85,1351,740.14
2022-12-01,2022,12,Adamaoua,Huile de palme,583.63,4084,2383.56
2023-01-01,2023,1,Adamaoua,Huile de palme,568.11,1555,883.42
2023-02-01,2023,2,Adamaoua,Huile de palme,686.47,3235,2220.73
2023-03-01,2023,3,Adamaoua,Huile de palme,713.4,3598,2566.81
2023-04-01,2023,4,Adamaoua,Huile de palme,634.09,2807,1779.88
2023-05-01,2023,5,Adamaoua,Huile de palme,660.26,541,357.2
2023-06-01,2023,6,Adamaoua,Huile de palme,543.62,110,59.8
2023-07-01,2023,7,Adamaoua,Huile de palme,434.68,4210,1830.02
2023-08-01,2023,8,Adamaoua,Huile de palme,464.65,3733,1734.55
2023-09-01,2023,9,Adamaoua,Huile de palme,424.6,1054,447.53
2023-10-01,2023,10,Adamaoua,Huile de palme,427.03,2549,1088.5
2023-11-01,2023,11,Adamaoua,Huile de palme,493.02,4753,2343.33
2023-12-01,2023,12,Adamaoua,Huile de palme,656.58,2756,1809.54
2000-01-01,2000,1,Adamaoua,Arachide,403.88,1154,466.08
2000-02-01,2000,2,Adamaoua,Arachide,504.32,2749,1386.38
2000-03-01,2000,3,Adamaoua,Arachide,517.83,178,92.17
2000-04-01,2000,4,Adamaoua,Arachide,513.67,487,250.16
2000-05-01,2000,5,Adamaoua,Arachide,434.65,951,413.35
2000-06-01,2000,6,Adamaoua,Arachide,366.77,3218,1180.28
2000-07-01,2000,7,Adamaoua,Arachide,350.55,2718,952.78
2000-08-01,2000,8,Adamaoua,Arachide,330.71,616,203.72
2000-09-01,2000,9,Adamaoua,Arachide,342.06,1640,560.97
2000-10-01,2000,10,Adamaoua,Arachide,330.36,4993,1649.49
2000-11-01,2000,11,Adamaoua,Arachide,362.86,1407,510.55
2000-12-01,2000,12,Adamaoua,Arachide,412.39,3275,1350.58
2001-01-01,2001,1,Adamaoua,Arachide,485.13,2510,1217.67
2001-02-01,2001,2,Adamaoua,Arachide,550.36,595,327.47
2001-03-01,2001,3,Adamaoua,Arachide,575.51,2612,1503.24
2001-04-01,2001,4,Adamaoua,Arachide,366.15,2129,779.53
2001-05-01,2001,5,Adamaoua,Arachide,478.15,666,318.45
