annee,mois,route,type_transport,distance_km,cout_fcfa,temps_heures,accidents,embouteillages,volume_marchandises_tonnes,passagers
2016,12,N4 Maroua-Kousseri,Moto,394,39400,8.8,0,3,0,174
2016,12,N4 Maroua-Kousseri,Train,389,23340,5.6,0,1,19,15
2016,12,N4 Maroua-Kousseri,Avion,304,243200,0.6,0,0,0,33
2016,12,N5 Bafoussam-Douala,Camion,157,23550,3.9,0,0,72,16
2016,12,N5 Bafoussam-Douala,Taxi,479,143700,8.0,1,2,0,479
2016,12,N5 Bafoussam-Douala,Bus,102,8160,2.0,1,1,0,261
2016,12,N5 Bafoussam-Douala,Moto,363,36300,8.1,0,0,0,377
2016,12,N5 Bafoussam-Douala,Train,443,26580,6.3,0,2,66,21
2016,12,N5 Bafoussam-Douala,Avion,272,217600,0.5,0,0,0,45
2016,12,N6 Limbe-Kumba,Camion,319,47850,8.0,0,0,3,41
2016,12,N6 Limbe-Kumba,Taxi,169,50700,2.8,0,1,0,341
2016,12,N6 Limbe-Kumba,Bus,125,10000,2.5,0,0,0,80
2016,12,N6 Limbe-Kumba,Moto,470,47000,10.4,0,2,0,38
2016,12,N6 Limbe-Kumba,Train,215,12900,3.1,0,1,5,22
2016,12,N6 Limbe-Kumba,Avion,348,278400,0.7,0,0,0,28
2017,1,N1 Douala-Yaounde,Camion,157,23550,3.9,0,3,75,9
2017,1,N1 Douala-Yaounde,Taxi,497,149100,8.3,0,6,0,428
2017,1,N1 Douala-Yaounde,Bus,328,26240,6.6,1,0,0,346
2017,1,N1 Douala-Yaounde,Moto,492,49200,10.9,0,2,0,356
2017,1,N1 Douala-Yaounde,Train,476,28560,6.8,0,4,81,26
2017,1,N1 Douala-Yaounde,Avion,223,178400,0.4,0,0,0,3
2017,1,N2 Yaounde-Bamenda,Camion,478,71700,11.9,0,2,78,31
2017,1,N2 Yaounde-Bamenda,Taxi,406,121800,6.8,0,0,0,453
2017,1,N2 Yaounde-Bamenda,Bus,232,18560,4.6,0,3,0,415
2017,1,N2 Yaounde-Bamenda,Moto,492,49200,10.9,0,0,0,110
2017,1,N2 Yaounde-Bamenda,Train,456,27360,6.5,0,1,28,19
2017,1,N2 Yaounde-Bamenda,Avion,258,206400,0.5,0,0,0,48
2017,1,N3 Yaounde-Abong,Camion,403,60450,10.1,0,5,49,3
2017,1,N3 Yaounde-Abong,Taxi,411,123300,6.8,0,0,0,171
2017,1,N3 Yaounde-Abong,Bus,496,39680,9.9,0,2,0,164
2017,1,N3 Yaounde-Abong,Moto,460,46000,10.2,0,0,0,287
2017,1,N3 Yaounde-Abong,Train,206,12360,2.9,0,2,54,16
2017,1,N3 Yaounde-Abong,Avion,371,296800,0.7,0,0,0,27
2017,1,N4 Maroua-Kousseri,Camion,363,54450,9.1,0,3,7,20
2017,1,N4 Maroua-Kousseri,Taxi,263,78900,4.4,0,2,0,78
2017,1,N4 Maroua-Kousseri,Bus,379,30320,7.6,0,4,0,213
2017,1,N4 Maroua-Kousseri,Moto,388,38800,8.6,0,1,0,197
2017,1,N4 Maroua-Kousseri,Train,385,23100,5.5,0,2,81,0
2017,1,N4 Maroua-Kousseri,Avion,199,159200,0.4,1,0,0,41
2017,1,N5 Bafoussam-Douala,Camion,160,24000,4.0,0,3,29,8
2017,1,N5 Bafoussam-Douala,Taxi,254,76200,4.2,0,3,0,349
2017,1,N5 Bafoussam-Douala,Bus,293,23440,5.9,0,1,0,255
2017,1,N5 Bafoussam-Douala,Moto,217,21700,4.8,0,2,0,239
2017,1,N5 Bafoussam-Douala,Train,324,19440,4.6,0,1,84,2
2017,1,N5 Bafoussam-Douala,Avion,188,150400,0.4,0,0,0,35
2017,1,N6 Limbe-Kumba,Camion,123,18450,3.1,0,1,47,20
2017,1,N6 Limbe-Kumba,Taxi,358,107400,6.0,0,2,0,271
2017,1,N6 Limbe-Kumba,Bus,121,9680,2.4,0,2,0,347
2017,1,N6 Limbe-Kumba,Moto,149,14900,3.3,0,1,0,33
2017,1,N6 Limbe-Kumba,Train,327,19620,4.7,0,2,16,35
2017,1,N6 Limbe-Kumba,Avion,483,386400,1.0,0,0,0,49
2017,2,N1 Douala-Yaounde,Camion,354,53100,8.8,0,1,77,17
2017,2,N1 Douala-Yaounde,Taxi,466,139800,7.8,0,1,0,158
2017,2,N1 Douala-Yaounde,Bus,353,28240,7.1,0,2,0,469
2017,2,N1 Douala-Yaounde,Moto,195,19500,4.3,0,1,0,204
2017,2,N1 Douala-Yaounde,Train,284,17040,4.1,0,3,1,13
2017,2,N1 Douala-Yaounde,Avion,378,302400,0.8,0,0,0,10
2017,2,N2 Yaounde-Bamenda,Camion,355,53250,8.9,1,3,40,6
2017,2,N2 Yaounde-Bamenda,Taxi,284,85200,4.7,0,3,0,198
2017,2,N2 Yaounde-Bamenda,Bus,245,19600,4.9,0,4,0,397
2017,2,N2 Yaounde-Bamenda,Moto,201,20100,4.5,0,4,0,267
2017,2,N2 Yaounde-Bamenda,Train,248,14880,3.5,0,1,62,9
2017,2,N2 Yaounde-Bamenda,Avion,413,330400,0.8,0,0,0,9
2017,2,N3 Yaounde-Abong,Camion,291,43650,7.3,0,2,36,19
2017,2,N3 Yaounde-Abong,Taxi,421,126300,7.0,0,0,0,447
2017,2,N3 Yaounde-Abong,Bus,245,19600,4.9,0,1,0,157
2017,2,N3 Yaounde-Abong,Moto,167,16700,3.7,1,3,0,214
2017,2,N3 Yaounde-Abong,Train,238,14280,3.4,0,1,12,48
2017,2,N3 Yaounde-Abong,Avion,494,395200,1.0,0,0,0,8
2017,2,N4 Maroua-Kousseri,Camion,486,72900,12.2,0,1,72,26
2017,2,N4 Maroua-Kousseri,Taxi,270,81000,4.5,0,1,0,183
2017,2,N4 Maroua-Kousseri,Bus,390,31200,7.8,0,3,0,275
2017,2,N4 Maroua-Kousseri,Moto,144,14400,3.2,0,2,0,496
2017,2,N4 Maroua-Kousseri,Train,203,12180,2.9,0,1,98,10
2017,2,N4 Maroua-Kousseri,Avion,110,88000,0.2,0,0,0,39
2017,2,N5 Bafoussam-Douala,Camion,280,42000,7.0,0,1,51,48
2017,2,N5 Bafoussam-Douala,Taxi,392,117600,6.5,0,2,0,29
2017,2,N5 Bafoussam-Douala,Bus,423,33840,8.5,0,3,0,10
2017,2,N5 Bafoussam-Douala,Moto,427,42700,9.5,0,1,0,239
2017,2,N5 Bafoussam-Douala,Train,399,23940,5.7,0,2,26,16
2017,2,N5 Bafoussam-Douala,Avion,177,141600,0.4,0,0,0,22
2017,2,N6 Limbe-Kumba,Camion,145,21750,3.6,0,2,57,31
2017,2,N6 Limbe-Kumba,Taxi,310,93000,5.2,0,1,0,426
2017,2,N6 Limbe-Kumba,Bus,145,11600,2.9,0,1,0,206
2017,2,N6 Limbe-Kumba,Moto,111,11100,2.5,0,3,0,51
2017,2,N6 Limbe-Kumba,Train,278,16680,4.0,1,3,86,0
2017,2,N6 Limbe-Kumba,Avion,115,92000,0.2,1,0,0,2
2017,3,N1 Douala-Yaounde,Camion,103,15450,2.6,0,0,99,15
2017,3,N1 Douala-Yaounde,Taxi,183,54900,3.0,0,0,0,360
2017,3,N1 Douala-Yaounde,Bus,156,12480,3.1,0,2,0,147
2017,3,N1 Douala-Yaounde,Moto,397,39700,8.8,0,0,0,258
2017,3,N1 Douala-Yaounde,Train,451,27060,6.4,0,1,27,3
2017,3,N1 Douala-Yaounde,Avion,419,335200,0.8,0,0,0,47
2017,3,N2 Yaounde-Bamenda,Camion,477,71550,11.9,0,0,10,36
2017,3,N2 Yaounde-Bamenda,Taxi,214,64200,3.6,0,2,0,286
2017,3,N2 Yaounde-Bamenda,Bus,121,9680,2.4,0,2,0,497
2017,3,N2 Yaounde-Bamenda,Moto,320,32000,7.1,0,0,0,494
2017,3,N2 Yaounde-Bamenda,Train,325,19500,4.6,0,1,73,29
2017,3,N2 Yaounde-Bamenda,Avion,383,306400,0.8,0,0,0,29
2017,3,N3 Yaounde-Abong,Camion,205,30750,5.1,0,4,13,46
2017,3,N3 Yaounde-Abong,Taxi,496,148800,8.3,0,0,0,462
2017,3,N3 Yaounde-Abong,Bus,471,37680,9.4,0,2,0,410
2017,3,N3 Yaounde-Abong,Moto,363,36300,8.1,0,0,0,160
2017,3,N3 Yaounde-Abong,Train,175,10500,2.5,0,2,30,11
2017,3,N3 Yaounde-Abong,Avion,284,227200,0.6,0,0,0,12
2017,3,N4 Maroua-Kousseri,Camion,343,51450,8.6,0,1,10,2
2017,3,N4 Maroua-Kousseri,Taxi,251,75300,4.2,0,1,0,108
2017,3,N4 Maroua-Kousseri,Bus,346,27680,6.9,0,2,0,357
2017,3,N4 Maroua-Kousseri,Moto,409,40900,9.1,0,8,0,260
2017,3,N4 Maroua-Kousseri,Train,469,28140,6.7,0,1,75,42
2017,3,N4 Maroua-Kousseri,Avion,155,124000,0.3,1,0,0,3
2017,3,N5 Bafoussam-Douala,Camion,146,21900,3.6,0,2,28,25
2017,3,N5 Bafoussam-Douala,Taxi,469,140700,7.8,0,3,0,30
2017,3,N5 Bafoussam-Douala,Bus,426,34080,8.5,0,2,0,319
2017,3,N5 Bafoussam-Douala,Moto,344,34400,7.6,0,2,0,166
2017,3,N5 Bafoussam-Douala,Train,150,9000,2.1,0,3,30,24
2017,3,N5 Bafoussam-Douala,Avion,388,310400,0.8,0,0,0,10
2017,3,N6 Limbe-Kumba,Camion,400,60000,10.0,0,1,45,26
2017,3,N6 Limbe-Kumba,Taxi,351,105300,5.8,0,1,0,286
2017,3,N6 Limbe-Kumba,Bus,468,37440,9.4,0,0,0,484
2017,3,N6 Limbe-Kumba,Moto,252,25200,5.6,0,1,0,436
2017,3,N6 Limbe-Kumba,Train,211,12660,3.0,0,0,47,31
2017,3,N6 Limbe-Kumba,Avion,207,165600,0.4,0,0,0,21
2017,4,N1 Douala-Yaounde,Camion,449,67350,11.2,0,1,82,32
2017,4,N1 Douala-Yaounde,Taxi,138,41400,2.3,0,1,0,110
2017,4,N1 Douala-Yaounde,Bus,364,29120,7.3,0,3,0,183
2017,4,N1 Douala-Yaounde,Moto,216,21600,4.8,0,4,0,39
2017,4,N1 Douala-Yaounde,Train,162,9720,2.3,0,1,96,49
2017,4,N1 Douala-Yaounde,Avion,188,150400,0.4,0,0,0,17
2017,4,N2 Yaounde-Bamenda,Camion,253,37950,6.3,1,2,91,27
2017,4,N2 Yaounde-Bamenda,Taxi,377,113100,6.3,0,1,0,56
2017,4,N2 Yaounde-Bamenda,Bus,185,14800,3.7,1,7,0,446
2017,4,N2 Yaounde-Bamenda,Moto,184,18400,4.1,0,1,0,240
2017,4,N2 Yaounde-Bamenda,Train,128,7680,1.8,0,3,75,23
2017,4,N2 Yaounde-Bamenda,Avion,434,347200,0.9,0,0,0,20
2017,4,N3 Yaounde-Abong,Camion,246,36900,6.2,0,5,25,41
2017,4,N3 Yaounde-Abong,Taxi,170,51000,2.8,0,4,0,498
2017,4,N3 Yaounde-Abong,Bus,182,14560,3.6,0,2,0,181
2017,4,N3 Yaounde-Abong,Moto,125,12500,2.8,0,3,0,382
2017,4,N3 Yaounde-Abong,Train,438,26280,6.3,0,2,26,2
2017,4,N3 Yaounde-Abong,Avion,114,91200,0.2,0,0,0,45
2017,4,N4 Maroua-Kousseri,Camion,269,40350,6.7,0,1,42,4
2017,4,N4 Maroua-Kousseri,Taxi,493,147900,8.2,0,1,0,132
2017,4,N4 Maroua-Kousseri,Bus,428,34240,8.6,0,4,0,28
2017,4,N4 Maroua-Kousseri,Moto,283,28300,6.3,0,2,0,432
2017,4,N4 Maroua-Kousseri,Train,433,25980,6.2,0,0,81,32
2017,4,N4 Maroua-Kousseri,Avion,168,134400,0.3,0,0,0,22
2017,4,N5 Bafoussam-Douala,Camion,267,40050,6.7,0,0,3,39
2017,4,N5 Bafoussam-Douala,Taxi,480,144000,8.0,1,1,0,2
2017,4,N5 Bafoussam-Douala,Bus,156,12480,3.1,0,1,0,409
2017,4,N5 Bafoussam-Douala,Moto,362,36200,8.0,0,3,0,56
2017,4,N5 Bafoussam-Douala,Train,184,11040,2.6,0,2,74,39
2017,4,N5 Bafoussam-Douala,Avion,355,284000,0.7,0,0,0,11
2017,4,N6 Limbe-Kumba,Camion,227,34050,5.7,0,3,87,32
2017,4,N6 Limbe-Kumba,Taxi,499,149700,8.3,0,1,0,399
2017,4,N6 Limbe-Kumba,Bus,121,9680,2.4,1,0,0,191
2017,4,N6 Limbe-Kumba,Moto,285,28500,6.3,0,3,0,409
2017,4,N6 Limbe-Kumba,Train,273,16380,3.9,0,1,34,30
2017,4,N6 Limbe-Kumba,Avion,237,189600,0.5,0,0,0,34
2017,5,N1 Douala-Yaounde,Camion,141,21150,3.5,0,0,45,10
2017,5,N1 Douala-Yaounde,Taxi,220,66000,3.7,0,1,0,227
2017,5,N1 Douala-Yaounde,Bus,150,12000,3.0,0,2,0,345
2017,5,N1 Douala-Yaounde,Moto,111,11100,2.5,0,3,0,466
2017,5,N1 Douala-Yaounde,Train,252,15120,3.6,0,1,48,37
2017,5,N1 Douala-Yaounde,Avion,254,203200,0.5,1,0,0,7
2017,5,N2 Yaounde-Bamenda,Camion,399,59850,10.0,0,4,80,21
2017,5,N2 Yaounde-Bamenda,Taxi,331,99300,5.5,0,4,0,175
2017,5,N2 Yaounde-Bamenda,Bus,372,29760,7.4,0,2,0,49
2017,5,N2 Yaounde-Bamenda,Moto,215,21500,4.8,0,2,0,128
2017,5,N2 Yaounde-Bamenda,Train,295,17700,4.2,0,0,22,14
2017,5,N2 Yaounde-Bamenda,Avion,400,320000,0.8,0,0,0,42
2017,5,N3 Yaounde-Abong,Camion,344,51600,8.6,0,2,22,37
2017,5,N3 Yaounde-Abong,Taxi,195,58500,3.2,0,4,0,451
2017,5,N3 Yaounde-Abong,Bus,127,10160,2.5,0,3,0,15
2017,5,N3 Yaounde-Abong,Moto,381,38100,8.5,1,1,0,497
2017,5,N3 Yaounde-Abong,Train,384,23040,5.5,0,0,74,34
2017,5,N3 Yaounde-Abong,Avion,149,119200,0.3,0,0,0,17
2017,5,N4 Maroua-Kousseri,Camion,482,72300,12.1,0,0,20,9
2017,5,N4 Maroua-Kousseri,Taxi,354,106200,5.9,0,2,0,162
2017,5,N4 Maroua-Kousseri,Bus,251,20080,5.0,0,1,0,193
2017,5,N4 Maroua-Kousseri,Moto,402,40200,8.9,0,5,0,334
2017,5,N4 Maroua-Kousseri,Train,202,12120,2.9,0,2,77,33
2017,5,N4 Maroua-Kousseri,Avion,439,351200,0.9,1,0,0,30
2017,5,N5 Bafoussam-Douala,Camion,461,69150,11.5,0,4,11,37
2017,5,N5 Bafoussam-Douala,Taxi,247,74100,4.1,0,1,0,181
2017,5,N5 Bafoussam-Douala,Bus,346,27680,6.9,0,4,0,72
2017,5,N5 Bafoussam-Douala,Moto,331,33100,7.4,0,1,0,172
2017,5,N5 Bafoussam-Douala,Train,336,20160,4.8,0,1,34,31
2017,5,N5 Bafoussam-Douala,Avion,253,202400,0.5,0,0,0,19
2017,5,N6 Limbe-Kumba,Camion,338,50700,8.4,0,1,27,46
2017,5,N6 Limbe-Kumba,Taxi,484,145200,8.1,0,0,0,498
2017,5,N6 Limbe-Kumba,Bus,204,16320,4.1,0,1,0,10
2017,5,N6 Limbe-Kumba,Moto,435,43500,9.7,0,2,0,194
2017,5,N6 Limbe-Kumba,Train,476,28560,6.8,0,1,83,27
2017,5,N6 Limbe-Kumba,Avion,349,279200,0.7,0,0,0,37
2017,6,N1 Douala-Yaounde,Camion,366,54900,9.2,0,4,69,14
2017,6,N1 Douala-Yaounde,Taxi,362,108600,6.0,0,2,0,436
2017,6,N1 Douala-Yaounde,Bus,185,14800,3.7,0,1,0,111
2017,6,N1 Douala-Yaounde,Moto,454,45400,10.1,0,3,0,34
2017,6,N1 Douala-Yaounde,Train,120,7200,1.7,0,7,47,15
2017,6,N1 Douala-Yaounde,Avion,122,97600,0.2,0,0,0,8
2017,6,N2 Yaounde-Bamenda,Camion,319,47850,8.0,0,3,76,0
2017,6,N2 Yaounde-Bamenda,Taxi,289,86700,4.8,0,0,0,137
2017,6,N2 Yaounde-Bamenda,Bus,225,18000,4.5,0,1,0,438
2017,6,N2 Yaounde-Bamenda,Moto,209,20900,4.6,0,2,0,413
2017,6,N2 Yaounde-Bamenda,Train,266,15960,3.8,0,0,29,25
2017,6,N2 Yaounde-Bamenda,Avion,339,271200,0.7,0,0,0,32
2017,6,N3 Yaounde-Abong,Camion,209,31350,5.2,0,2,17,26
2017,6,N3 Yaounde-Abong,Taxi,389,116700,6.5,0,3,0,320
2017,6,N3 Yaounde-Abong,Bus,408,32640,8.2,0,0,0,154
2017,6,N3 Yaounde-Abong,Moto,393,39300,8.7,0,0,0,290
2017,6,N3 Yaounde-Abong,Train,267,16020,3.8,0,2,56,32
2017,6,N3 Yaounde-Abong,Avion,200,160000,0.4,0,0,0,17
2017,6,N4 Maroua-Kousseri,Camion,327,49050,8.2,0,1,70,43
2017,6,N4 Maroua-Kousseri,Taxi,137,41100,2.3,0,2,0,79
2017,6,N4 Maroua-Kousseri,Bus,471,37680,9.4,0,1,0,130
2017,6,N4 Maroua-Kousseri,Moto,269,26900,6.0,0,1,0,291
2017,6,N4 Maroua-Kousseri,Train,239,14340,3.4,0,5,61,37
2017,6,N4 Maroua-Kousseri,Avion,370,296000,0.7,0,0,0,5
2017,6,N5 Bafoussam-Douala,Camion,268,40200,6.7,0,0,51,25
2017,6,N5 Bafoussam-Douala,Taxi,344,103200,5.7,0,4,0,436
2017,6,N5 Bafoussam-Douala,Bus,164,13120,3.3,0,4,0,290
2017,6,N5 Bafoussam-Douala,Moto,273,27300,6.1,0,2,0,229
2017,6,N5 Bafoussam-Douala,Train,109,6540,1.6,0,2,33,3
2017,6,N5 Bafoussam-Douala,Avion,305,244000,0.6,0,0,0,7
2017,6,N6 Limbe-Kumba,Camion,285,42750,7.1,0,2,88,31
2017,6,N6 Limbe-Kumba,Taxi,129,38700,2.1,0,1,0,98
2017,6,N6 Limbe-Kumba,Bus,459,36720,9.2,0,3,0,223
2017,6,N6 Limbe-Kumba,Moto,419,41900,9.3,0,2,0,203
2017,6,N6 Limbe-Kumba,Train,350,21000,5.0,0,2,39,31
2017,6,N6 Limbe-Kumba,Avion,342,273600,0.7,1,0,0,36
2017,7,N1 Douala-Yaounde,Camion,315,47250,7.9,0,2,60,28
2017,7,N1 Douala-Yaounde,Taxi,490,147000,8.2,0,2,0,164
2017,7,N1 Douala-Yaounde,Bus,157,12560,3.1,0,4,0,471
2017,7,N1 Douala-Yaounde,Moto,183,18300,4.1,0,2,0,26
2017,7,N1 Douala-Yaounde,Train,208,12480,3.0,0,1,80,7
2017,7,N1 Douala-Yaounde,Avion,494,395200,1.0,0,0,0,29
2017,7,N2 Yaounde-Bamenda,Camion,296,44400,7.4,0,2,6,47
2017,7,N2 Yaounde-Bamenda,Taxi,458,137400,7.6,1,3,0,468
2017,7,N2 Yaounde-Bamenda,Bus,349,27920,7.0,0,3,0,243
2017,7,N2 Yaounde-Bamenda,Moto,317,31700,7.0,0,3,0,70
2017,7,N2 Yaounde-Bamenda,Train,216,12960,3.1,0,1,97,2
2017,7,N2 Yaounde-Bamenda,Avion,213,170400,0.4,0,0,0,8
2017,7,N3 Yaounde-Abong,Camion,340,51000,8.5,0,4,74,16
2017,7,N3 Yaounde-Abong,Taxi,272,81600,4.5,0,2,0,348
2017,7,N3 Yaounde-Abong,Bus,412,32960,8.2,1,1,0,372
2017,7,N3 Yaounde-Abong,Moto,298,29800,6.6,0,3,0,107
2017,7,N3 Yaounde-Abong,Train,313,18780,4.5,0,0,5,17
2017,7,N3 Yaounde-Abong,Avion,426,340800,0.9,0,0,0,43
2017,7,N4 Maroua-Kousseri,Camion,310,46500,7.8,1,1,3,20
2017,7,N4 Maroua-Kousseri,Taxi,108,32400,1.8,0,3,0,84
2017,7,N4 Maroua-Kousseri,Bus,107,8560,2.1,1,2,0,222
2017,7,N4 Maroua-Kousseri,Moto,233,23300,5.2,1,2,0,139
2017,7,N4 Maroua-Kousseri,Train,100,6000,1.4,0,4,34,47
2017,7,N4 Maroua-Kousseri,Avion,179,143200,0.4,0,0,0,43
2017,7,N5 Bafoussam-Douala,Camion,443,66450,11.1,0,1,40,38
2017,7,N5 Bafoussam-Douala,Taxi,224,67200,3.7,0,4,0,325
2017,7,N5 Bafoussam-Douala,Bus,215,17200,4.3,0,2,0,44
2017,7,N5 Bafoussam-Douala,Moto,323,32300,7.2,0,0,0,210
2017,7,N5 Bafoussam-Douala,Train,301,18060,4.3,0,3,42,48
2017,7,N5 Bafoussam-Douala,Avion,311,248800,0.6,0,0,0,44
2017,7,N6 Limbe-Kumba,Camion,493,73950,12.3,0,5,38,24
2017,7,N6 Limbe-Kumba,Taxi,118,35400,2.0,0,1,0,225
2017,7,N6 Limbe-Kumba,Bus,466,37280,9.3,0,2,0,357
2017,7,N6 Limbe-Kumba,Moto,325,32500,7.2,0,0,0,79
2017,7,N6 Limbe-Kumba,Train,321,19260,4.6,0,4,73,9
2017,7,N6 Limbe-Kumba,Avion,175,140000,0.3,1,0,0,8
2017,8,N1 Douala-Yaounde,Camion,176,26400,4.4,0,4,51,34
2017,8,N1 Douala-Yaounde,Taxi,363,108900,6.0,0,2,0,58
2017,8,N1 Douala-Yaounde,Bus,273,21840,5.5,1,1,0,204
2017,8,N1 Douala-Yaounde,Moto,182,18200,4.0,0,3,0,118
2017,8,N1 Douala-Yaounde,Train,244,14640,3.5,0,4,49,5
2017,8,N1 Douala-Yaounde,Avion,445,356000,0.9,0,0,0,1
2017,8,N2 Yaounde-Bamenda,Camion,178,26700,4.5,0,1,1,42
2017,8,N2 Yaounde-Bamenda,Taxi,267,80100,4.5,0,3,0,242
2017,8,N2 Yaounde-Bamenda,Bus,430,34400,8.6,1,0,0,430
2017,8,N2 Yaounde-Bamenda,Moto,257,25700,5.7,0,2,0,236
2017,8,N2 Yaounde-Bamenda,Train,242,14520,3.5,0,1,90,13
2017,8,N2 Yaounde-Bamenda,Avion,446,356800,0.9,0,0,0,9
2017,8,N3 Yaounde-Abong,Camion,311,46650,7.8,0,2,96,19
2017,8,N3 Yaounde-Abong,Taxi,135,40500,2.2,0,1,0,245
2017,8,N3 Yaounde-Abong,Bus,209,16720,4.2,0,1,0,338
2017,8,N3 Yaounde-Abong,Moto,338,33800,7.5,0,2,0,121
2017,8,N3 Yaounde-Abong,Train,258,15480,3.7,0,3,67,9
2017,8,N3 Yaounde-Abong,Avion,394,315200,0.8,0,0,0,18
2017,8,N4 Maroua-Kousseri,Camion,273,40950,6.8,0,2,21,0
2017,8,N4 Maroua-Kousseri,Taxi,481,144300,8.0,0,3,0,487
2017,8,N4 Maroua-Kousseri,Bus,486,38880,9.7,0,1,0,216
2017,8,N4 Maroua-Kousseri,Moto,392,39200,8.7,1,3,0,149
2017,8,N4 Maroua-Kousseri,Train,110,6600,1.6,0,1,47,47
2017,8,N4 Maroua-Kousseri,Avion,315,252000,0.6,0,0,0,6
2017,8,N5 Bafoussam-Douala,Camion,144,21600,3.6,0,1,80,8
2017,8,N5 Bafoussam-Douala,Taxi,100,30000,1.7,0,1,0,125
2017,8,N5 Bafoussam-Douala,Bus,178,14240,3.6,0,2,0,235
2017,8,N5 Bafoussam-Douala,Moto,475,47500,10.6,0,4,0,465
2017,8,N5 Bafoussam-Douala,Train,199,11940,2.8,0,1,6,45
2017,8,N5 Bafoussam-Douala,Avion,366,292800,0.7,0,0,0,40
2017,8,N6 Limbe-Kumba,Camion,251,37650,6.3,0,5,41,46
2017,8,N6 Limbe-Kumba,Taxi,312,93600,5.2,0,2,0,214
2017,8,N6 Limbe-Kumba,Bus,375,30000,7.5,0,2,0,412
2017,8,N6 Limbe-Kumba,Moto,403,40300,9.0,0,0,0,83
2017,8,N6 Limbe-Kumba,Train,493,29580,7.0,0,1,55,41
2017,8,N6 Limbe-Kumba,Avion,331,264800,0.7,0,0,0,39
2017,9,N1 Douala-Yaounde,Camion,394,59100,9.8,0,2,79,31
2017,9,N1 Douala-Yaounde,Taxi,286,85800,4.8,1,2,0,121
2017,9,N1 Douala-Yaounde,Bus,388,31040,7.8,0,0,0,47
2017,9,N1 Douala-Yaounde,Moto,266,26600,5.9,1,3,0,68
2017,9,N1 Douala-Yaounde,Train,424,25440,6.1,0,1,91,8
2017,9,N1 Douala-Yaounde,Avion,443,354400,0.9,1,0,0,43
2017,9,N2 Yaounde-Bamenda,Camion,302,45300,7.5,0,3,49,42
2017,9,N2 Yaounde-Bamenda,Taxi,434,130200,7.2,0,0,0,337
2017,9,N2 Yaounde-Bamenda,Bus,341,27280,6.8,0,0,0,444
2017,9,N2 Yaounde-Bamenda,Moto,126,12600,2.8,0,1,0,100
2017,9,N2 Yaounde-Bamenda,Train,296,17760,4.2,0,1,24,33
2017,9,N2 Yaounde-Bamenda,Avion,436,348800,0.9,1,0,0,48
2017,9,N3 Yaounde-Abong,Camion,232,34800,5.8,0,1,14,19
2017,9,N3 Yaounde-Abong,Taxi,254,76200,4.2,0,1,0,94
2017,9,N3 Yaounde-Abong,Bus,215,17200,4.3,0,3,0,337
2017,9,N3 Yaounde-Abong,Moto,319,31900,7.1,0,0,0,438
2017,9,N3 Yaounde-Abong,Train,366,21960,5.2,0,1,54,16
2017,9,N3 Yaounde-Abong,Avion,466,372800,0.9,0,0,0,42
2017,9,N4 Maroua-Kousseri,Camion,338,50700,8.4,0,3,15,49
2017,9,N4 Maroua-Kousseri,Taxi,404,121200,6.7,0,5,0,212
2017,9,N4 Maroua-Kousseri,Bus,445,35600,8.9,0,0,0,488
2017,9,N4 Maroua-Kousseri,Moto,418,41800,9.3,0,2,0,51
2017,9,N4 Maroua-Kousseri,Train,382,22920,5.5,0,1,78,18
2017,9,N4 Maroua-Kousseri,Avion,466,372800,0.9,0,0,0,34
2017,9,N5 Bafoussam-Douala,Camion,131,19650,3.3,0,1,36,49
2017,9,N5 Bafoussam-Douala,Taxi,461,138300,7.7,0,4,0,147
2017,9,N5 Bafoussam-Douala,Bus,443,35440,8.9,0,1,0,473
2017,9,N5 Bafoussam-Douala,Moto,391,39100,8.7,0,0,0,63
2017,9,N5 Bafoussam-Douala,Train,467,28020,6.7,0,1,41,18
2017,9,N5 Bafoussam-Douala,Avion,335,268000,0.7,0,0,0,12
2017,9,N6 Limbe-Kumba,Camion,487,73050,12.2,0,4,62,37
2017,9,N6 Limbe-Kumba,Taxi,361,108300,6.0,0,2,0,393
2017,9,N6 Limbe-Kumba,Bus,464,37120,9.3,0,3,0,130
2017,9,N6 Limbe-Kumba,Moto,107,10700,2.4,0,3,0,248
2017,9,N6 Limbe-Kumba,Train,266,15960,3.8,0,5,75,4
2017,9,N6 Limbe-Kumba,Avion,416,332800,0.8,0,0,0,29
2017,10,N1 Douala-Yaounde,Camion,280,42000,7.0,0,3,39,2
2017,10,N1 Douala-Yaounde,Taxi,352,105600,5.9,0,2,0,470
2017,10,N1 Douala-Yaounde,Bus,457,36560,9.1,0,2,0,489
2017,10,N1 Douala-Yaounde,Moto,298,29800,6.6,0,1,0,209
2017,10,N1 Douala-Yaounde,Train,406,24360,5.8,1,2,42,0
2017,10,N1 Douala-Yaounde,Avion,481,384800,1.0,0,0,0,41
2017,10,N2 Yaounde-Bamenda,Camion,275,41250,6.9,0,1,96,27
2017,10,N2 Yaounde-Bamenda,Taxi,482,144600,8.0,1,1,0,452
2017,10,N2 Yaounde-Bamenda,Bus,310,24800,6.2,0,2,0,165
2017,10,N2 Yaounde-Bamenda,Moto,139,13900,3.1,0,0,0,332
2017,10,N2 Yaounde-Bamenda,Train,486,29160,6.9,0,3,9,38
2017,10,N2 Yaounde-Bamenda,Avion,179,143200,0.4,0,0,0,19
