region,annee,mois,type_crime,cas_signales,cas_elucides,personnes_arretees
Est,2018,8,Cambriolage,16,6,4
Est,2018,8,Homicide,2,0,0
Est,2018,8,Cybercriminalite,6,2,1
Est,2018,8,Fraude,12,4,3
Est,2018,9,Vol,48,17,13
Est,2018,9,Agression,23,13,9
Est,2018,9,Cambriolage,20,8,4
Est,2018,9,Homicide,1,0,0
Est,2018,9,Cybercriminalite,6,2,2
Est,2018,9,Fraude,7,3,3
Est,2018,10,Vol,54,22,12
Est,2018,10,Agression,37,21,17
Est,2018,10,Cambriolage,16,5,4
Est,2018,10,Homicide,1,0,0
Est,2018,10,Cybercriminalite,3,1,0
Est,2018,10,Fraude,11,3,4
Est,2018,11,Vol,35,20,17
Est,2018,11,Agression,28,13,11
Est,2018,11,Cambriolage,15,6,7
Est,2018,11,Homicide,1,0,0
Est,2018,11,Cybercriminalite,4,2,1
Est,2018,11,Fraude,12,3,3
Est,2018,12,Vol,48,26,9
Est,2018,12,Agression,27,12,8
Est,2018,12,Cambriolage,24,14,11
Est,2018,12,Homicide,2,0,0
Est,2018,12,Cybercriminalite,3,1,1
Est,2018,12,Fraude,9,2,4
Est,2019,1,Vol,40,19,11
Est,2019,1,Agression,32,15,15
Est,2019,1,Cambriolage,21,6,7
Est,2019,1,Homicide,1,0,0
Est,2019,1,Cybercriminalite,4,2,0
Est,2019,1,Fraude,11,5,4
Est,2019,2,Vol,46,20,21
Est,2019,2,Agression,36,17,17
Est,2019,2,Cambriolage,23,13,6
Est,2019,2,Homicide,1,0,0
Est,2019,2,Cybercriminalite,5,2,1
Est,2019,2,Fraude,8,4,3
Est,2019,3,Vol,47,17,16
Est,2019,3,Agression,27,13,7
Est,2019,3,Cambriolage,23,8,9
Est,2019,3,Homicide,2,0,0
Est,2019,3,Cybercriminalite,6,2,2
Est,2019,3,Fraude,9,4,2
Est,2019,4,Vol,42,19,20
Est,2019,4,Agression,34,14,16
Est,2019,4,Cambriolage,15,8,3
Est,2019,4,Homicide,2,0,0
Est,2019,4,Cybercriminalite,5,1,1
Est,2019,4,Fraude,8,3,2
Est,2019,5,Vol,36,19,7
Est,2019,5,Agression,38,21,17
Est,2019,5,Cambriolage,20,11,4
Est,2019,5,Homicide,2,0,0
Est,2019,5,Cybercriminalite,3,0,1
Est,2019,5,Fraude,8,3,3
Est,2019,6,Vol,53,30,12
Est,2019,6,Agression,25,13,8
Est,2019,6,Cambriolage,19,7,5
Est,2019,6,Homicide,1,0,0
Est,2019,6,Cybercriminalite,5,2,1
Est,2019,6,Fraude,9,3,4
Est,2019,7,Vol,58,33,16
Est,2019,7,Agression,29,8,7
Est,2019,7,Cambriolage,22,8,6
Est,2019,7,Homicide,2,1,0
Est,2019,7,Cybercriminalite,6,3,1
Est,2019,7,Fraude,9,4,4
Est,2019,8,Vol,39,19,16
Est,2019,8,Agression,26,9,10
Est,2019,8,Cambriolage,16,8,6
Est,2019,8,Homicide,2,1,0
Est,2019,8,Cybercriminalite,3,1,1
Est,2019,8,Fraude,10,3,3
Est,2019,9,Vol,40,19,10
Est,2019,9,Agression,30,11,11
Est,2019,9,Cambriolage,15,8,4
Est,2019,9,Homicide,1,0,0
Est,2019,9,Cybercriminalite,6,2,2
Est,2019,9,Fraude,11,4,3
Est,2019,10,Vol,48,24,21
Est,2019,10,Agression,35,12,11
Est,2019,10,Cambriolage,15,4,3
Est,2019,10,Homicide,1,0,0
Est,2019,10,Cybercriminalite,6,2,1
Est,2019,10,Fraude,12,4,4
Est,2019,11,Vol,59,34,12
Est,2019,11,Agression,30,17,13
Est,2019,11,Cambriolage,22,7,7
Est,2019,11,Homicide,2,0,0
Est,2019,11,Cybercriminalite,3,1,1
Est,2019,11,Fraude,9,4,2
Est,2019,12,Vol,60,23,20
Est,2019,12,Agression,33,13,12
Est,2019,12,Cambriolage,25,11,11
Est,2019,12,Homicide,1,0,0
Est,2019,12,Cybercriminalite,4,1,0
Est,2019,12,Fraude,9,4,3
Est,2020,1,Vol,50,20,16
Est,2020,1,Agression,28,10,11
Est,2020,1,Cambriolage,16,6,4
Est,2020,1,Homicide,1,0,0
Est,2020,1,Cybercriminalite,4,1,0
Est,2020,1,Fraude,12,3,5
Est,2020,2,Vol,46,26,10
Est,2020,2,Agression,35,15,11
Est,2020,2,Cambriolage,19,6,4
Est,2020,2,Homicide,2,0,0
Est,2020,2,Cybercriminalite,6,2,1
Est,2020,2,Fraude,9,3,2
Est,2020,3,Vol,58,23,17
Est,2020,3,Agression,27,15,12
Est,2020,3,Cambriolage,18,7,6
Est,2020,3,Homicide,2,0,0
Est,2020,3,Cybercriminalite,3,1,0
Est,2020,3,Fraude,10,4,3
Est,2020,4,Vol,54,29,23
Est,2020,4,Agression,33,19,14
Est,2020,4,Cambriolage,19,6,4
Est,2020,4,Homicide,2,0,0
Est,2020,4,Cybercriminalite,5,2,2
Est,2020,4,Fraude,8,3,3
Est,2020,5,Vol,50,27,14
Est,2020,5,Agression,34,16,8
Est,2020,5,Cambriolage,16,5,4
Est,2020,5,Homicide,2,0,0
Est,2020,5,Cybercriminalite,6,3,2
Est,2020,5,Fraude,12,5,3
Est,2020,6,Vol,38,12,18
Est,2020,6,Agression,36,20,13
Est,2020,6,Cambriolage,14,4,6
Est,2020,6,Homicide,2,0,0
Est,2020,6,Cybercriminalite,5,1,1
Est,2020,6,Fraude,8,2,3
Est,2020,7,Vol,47,18,9
Est,2020,7,Agression,27,9,12
Est,2020,7,Cambriolage,15,7,3
Est,2020,7,Homicide,1,0,0
Est,2020,7,Cybercriminalite,5,1,2
Est,2020,7,Fraude,11,5,5
Est,2020,8,Vol,43,14,21
Est,2020,8,Agression,35,20,9
Est,2020,8,Cambriolage,18,7,4
Est,2020,8,Homicide,1,0,0
Est,2020,8,Cybercriminalite,4,2,1
Est,2020,8,Fraude,12,5,3
Est,2020,9,Vol,42,15,18
Est,2020,9,Agression,37,15,15
Est,2020,9,Cambriolage,21,11,6
Est,2020,9,Homicide,2,0,0
Est,2020,9,Cybercriminalite,4,1,1
Est,2020,9,Fraude,12,5,2
Est,2020,10,Vol,48,24,16
Est,2020,10,Agression,29,10,7
Est,2020,10,Cambriolage,16,6,3
Est,2020,10,Homicide,1,0,0
Est,2020,10,Cybercriminalite,6,1,1
Est,2020,10,Fraude,11,4,5
Est,2020,11,Vol,40,20,8
Est,2020,11,Agression,31,18,15
Est,2020,11,Cambriolage,21,11,4
Est,2020,11,Homicide,2,1,0
Est,2020,11,Cybercriminalite,5,2,1
Est,2020,11,Fraude,7,3,3
Est,2020,12,Vol,60,29,16
Est,2020,12,Agression,27,14,12
Est,2020,12,Cambriolage,14,8,2
Est,2020,12,Homicide,2,0,0
Est,2020,12,Cybercriminalite,5,2,2
Est,2020,12,Fraude,9,4,4
Est,2021,1,Vol,60,32,20
Est,2021,1,Agression,30,15,6
Est,2021,1,Cambriolage,18,9,5
Est,2021,1,Homicide,2,0,0
Est,2021,1,Cybercriminalite,5,2,1
Est,2021,1,Fraude,10,5,2
Est,2021,2,Vol,45,15,21
Est,2021,2,Agression,32,10,9
Est,2021,2,Cambriolage,21,7,8
Est,2021,2,Homicide,1,0,0
Est,2021,2,Cybercriminalite,4,2,0
Est,2021,2,Fraude,11,6,4
Est,2021,3,Vol,37,18,9
Est,2021,3,Agression,26,12,9
Est,2021,3,Cambriolage,22,8,9
Est,2021,3,Homicide,1,0,0
Est,2021,3,Cybercriminalite,5,1,1
Est,2021,3,Fraude,10,4,4
Est,2021,4,Vol,43,23,21
Est,2021,4,Agression,22,8,8
Est,2021,4,Cambriolage,14,5,4
Est,2021,4,Homicide,1,0,0
Est,2021,4,Cybercriminalite,6,1,2
Est,2021,4,Fraude,12,4,2
Est,2021,5,Vol,40,23,15
Est,2021,5,Agression,27,15,7
Est,2021,5,Cambriolage,23,7,7
Est,2021,5,Homicide,1,0,0
Est,2021,5,Cybercriminalite,6,2,1
Est,2021,5,Fraude,7,3,2
Est,2021,6,Vol,64,26,23
Est,2021,6,Agression,31,17,13
Est,2021,6,Cambriolage,23,11,11
Est,2021,6,Homicide,1,0,0
Est,2021,6,Cybercriminalite,5,2,2
Est,2021,6,Fraude,10,4,3
Est,2021,7,Vol,50,22,13
Est,2021,7,Agression,26,8,10
Est,2021,7,Cambriolage,15,5,4
Est,2021,7,Homicide,1,0,0
Est,2021,7,Cybercriminalite,4,2,1
Est,2021,7,Fraude,10,5,2
Est,2021,8,Vol,45,21,14
Est,2021,8,Agression,24,13,11
Est,2021,8,Cambriolage,15,7,5
Est,2021,8,Homicide,1,0,0
Est,2021,8,Cybercriminalite,5,1,1
Est,2021,8,Fraude,12,6,3
Est,2021,9,Vol,55,27,26
Est,2021,9,Agression,28,16,10
Est,2021,9,Cambriolage,24,10,10
Est,2021,9,Homicide,1,0,0
Est,2021,9,Cybercriminalite,6,2,2
Est,2021,9,Fraude,8,4,3
Est,2021,10,Vol,37,12,9
Est,2021,10,Agression,34,20,10
Est,2021,10,Cambriolage,17,9,8
Est,2021,10,Homicide,1,0,0
Est,2021,10,Cybercriminalite,4,1,1
Est,2021,10,Fraude,10,5,4
Est,2021,11,Vol,40,20,12
Est,2021,11,Agression,37,17,16
Est,2021,11,Cambriolage,15,7,4
Est,2021,11,Homicide,2,0,0
Est,2021,11,Cybercriminalite,5,1,2
Est,2021,11,Fraude,8,2,2
Est,2021,12,Vol,51,20,24
Est,2021,12,Agression,31,16,12
Est,2021,12,Cambriolage,17,8,3
Est,2021,12,Homicide,2,0,0
Est,2021,12,Cybercriminalite,5,1,1
Est,2021,12,Fraude,8,2,3
Est,2022,1,Vol,35,10,16
Est,2022,1,Agression,29,13,10
Est,2022,1,Cambriolage,18,10,6
Est,2022,1,Homicide,1,0,0
Est,2022,1,Cybercriminalite,4,2,1
Est,2022,1,Fraude,10,3,4
Est,2022,2,Vol,52,30,24
Est,2022,2,Agression,34,16,14
Est,2022,2,Cambriolage,15,8,4
Est,2022,2,Homicide,2,0,0
Est,2022,2,Cybercriminalite,6,3,2
Est,2022,2,Fraude,8,3,1
Est,2022,3,Vol,41,14,8
Est,2022,3,Agression,34,13,14
Est,2022,3,Cambriolage,25,8,10
Est,2022,3,Homicide,2,0,0
Est,2022,3,Cybercriminalite,4,2,1
Est,2022,3,Fraude,9,3,3
Est,2022,4,Vol,54,31,13
Est,2022,4,Agression,37,21,7
Est,2022,4,Cambriolage,16,6,4
Est,2022,4,Homicide,2,1,0
Est,2022,4,Cybercriminalite,3,1,0
Est,2022,4,Fraude,9,4,2
Est,2022,5,Vol,54,17,17
Est,2022,5,Agression,21,6,9
Est,2022,5,Cambriolage,15,7,4
Est,2022,5,Homicide,1,0,0
Est,2022,5,Cybercriminalite,4,1,1
Est,2022,5,Fraude,7,2,2
Est,2022,6,Vol,64,32,17
Est,2022,6,Agression,36,12,11
Est,2022,6,Cambriolage,19,6,4
Est,2022,6,Homicide,2,0,0
Est,2022,6,Cybercriminalite,4,2,1
Est,2022,6,Fraude,9,3,2
Est,2022,7,Vol,62,23,27
Est,2022,7,Agression,28,11,9
Est,2022,7,Cambriolage,18,8,6
Est,2022,7,Homicide,2,1,0
Est,2022,7,Cybercriminalite,4,2,1
Est,2022,7,Fraude,11,5,4
Est,2022,8,Vol,39,19,11
Est,2022,8,Agression,38,20,9
Est,2022,8,Cambriolage,25,9,8
Est,2022,8,Homicide,2,0,0
Est,2022,8,Cybercriminalite,6,2,2
Est,2022,8,Fraude,10,4,2
Est,2022,9,Vol,55,30,19
Est,2022,9,Agression,24,11,5
Est,2022,9,Cambriolage,20,8,7
Est,2022,9,Homicide,1,0,0
Est,2022,9,Cybercriminalite,4,1,1
Est,2022,9,Fraude,8,3,2
Est,2022,10,Vol,57,26,15
Est,2022,10,Agression,37,15,12
Est,2022,10,Cambriolage,16,6,3
Est,2022,10,Homicide,2,0,0
Est,2022,10,Cybercriminalite,5,2,1
Est,2022,10,Fraude,9,4,4
Est,2022,11,Vol,35,20,7
Est,2022,11,Agression,22,7,8
Est,2022,11,Cambriolage,17,5,8
Est,2022,11,Homicide,1,0,0
Est,2022,11,Cybercriminalite,6,2,2
Est,2022,11,Fraude,10,3,3
Est,2022,12,Vol,41,15,19
Est,2022,12,Agression,24,10,5
Est,2022,12,Cambriolage,19,9,6
Est,2022,12,Homicide,1,0,0
Est,2022,12,Cybercriminalite,4,2,1
Est,2022,12,Fraude,11,4,2
Est,2023,1,Vol,55,18,27
Est,2023,1,Agression,32,12,11
Est,2023,1,Cambriolage,14,6,5
Est,2023,1,Homicide,2,0,0
Est,2023,1,Cybercriminalite,4,1,1
Est,2023,1,Fraude,10,3,3
Est,2023,2,Vol,41,20,20
Est,2023,2,Agression,26,15,6
Est,2023,2,Cambriolage,22,8,7
Est,2023,2,Homicide,2,1,0
Est,2023,2,Cybercriminalite,4,1,1
Est,2023,2,Fraude,11,6,2
Est,2023,3,Vol,56,27,13
Est,2023,3,Agression,31,15,6
Est,2023,3,Cambriolage,18,9,7
Est,2023,3,Homicide,1,0,0
Est,2023,3,Cybercriminalite,3,1,1
Est,2023,3,Fraude,7,3,3
Est,2023,4,Vol,43,18,15
Est,2023,4,Agression,26,13,12
Est,2023,4,Cambriolage,15,7,5
Est,2023,4,Homicide,1,0,0
Est,2023,4,Cybercriminalite,3,1,1
Est,2023,4,Fraude,12,5,3
Est,2023,5,Vol,35,15,14
Est,2023,5,Agression,28,12,12
Est,2023,5,Cambriolage,15,6,4
Est,2023,5,Homicide,1,0,0
Est,2023,5,Cybercriminalite,4,1,1
Est,2023,5,Fraude,12,3,3
Est,2023,6,Vol,35,16,11
Est,2023,6,Agression,24,12,7
Est,2023,6,Cambriolage,20,6,6
Est,2023,6,Homicide,2,0,0
Est,2023,6,Cybercriminalite,6,2,1
Est,2023,6,Fraude,11,4,3
Est,2023,7,Vol,43,14,9
Est,2023,7,Agression,37,14,10
Est,2023,7,Cambriolage,15,7,3
Est,2023,7,Homicide,1,0,0
Est,2023,7,Cybercriminalite,4,2,1
Est,2023,7,Fraude,10,3,4
Est,2023,8,Vol,43,21,9
Est,2023,8,Agression,26,10,10
Est,2023,8,Cambriolage,24,9,11
Est,2023,8,Homicide,1,0,0
Est,2023,8,Cybercriminalite,5,2,1
Est,2023,8,Fraude,9,5,3
Est,2023,9,Vol,46,20,9
Est,2023,9,Agression,37,17,9
Est,2023,9,Cambriolage,14,7,6
Est,2023,9,Homicide,2,1,0
Est,2023,9,Cybercriminalite,5,1,2
Est,2023,9,Fraude,7,3,1
Est,2023,10,Vol,64,29,20
Est,2023,10,Agression,30,17,9
Est,2023,10,Cambriolage,15,6,5
Est,2023,10,Homicide,2,0,0
Est,2023,10,Cybercriminalite,6,2,1
Est,2023,10,Fraude,11,3,4
Est,2023,11,Vol,36,16,15
Est,2023,11,Agression,35,12,8
Est,2023,11,Cambriolage,14,7,5
Est,2023,11,Homicide,1,0,0
Est,2023,11,Cybercriminalite,4,1,1
Est,2023,11,Fraude,10,5,2
Est,2023,12,Vol,35,17,12
Est,2023,12,Agression,22,9,7
Est,2023,12,Cambriolage,18,7,8
Est,2023,12,Homicide,2,0,0
Est,2023,12,Cybercriminalite,5,1,1
Est,2023,12,Fraude,7,2,3
Extrême-Nord,2015,1,Vol,54,29,11
Extrême-Nord,2015,1,Agression,30,17,12
Extrême-Nord,2015,1,Cambriolage,24,12,11
Extrême-Nord,2015,1,Homicide,2,1,0
Extrême-Nord,2015,1,Cybercriminalite,5,1,1
Extrême-Nord,2015,1,Fraude,9,4,1
Extrême-Nord,2015,2,Vol,40,19,10
Extrême-Nord,2015,2,Agression,22,10,9
Extrême-Nord,2015,2,Cambriolage,20,10,5
Extrême-Nord,2015,2,Homicide,2,0,0
Extrême-Nord,2015,2,Cybercriminalite,6,2,1
Extrême-Nord,2015,2,Fraude,8,2,1
Extrême-Nord,2015,3,Vol,39,17,14
Extrême-Nord,2015,3,Agression,26,12,10
Extrême-Nord,2015,3,Cambriolage,20,9,9
Extrême-Nord,2015,3,Homicide,2,0,0
Extrême-Nord,2015,3,Cybercriminalite,4,1,1
Extrême-Nord,2015,3,Fraude,7,2,3
Extrême-Nord,2015,4,Vol,38,17,10
Extrême-Nord,2015,4,Agression,22,9,4
Extrême-Nord,2015,4,Cambriolage,21,6,10
Extrême-Nord,2015,4,Homicide,2,0,0
Extrême-Nord,2015,4,Cybercriminalite,4,1,1
Extrême-Nord,2015,4,Fraude,9,3,3
Extrême-Nord,2015,5,Vol,50,29,13
Extrême-Nord,2015,5,Agression,22,8,10
Extrême-Nord,2015,5,Cambriolage,19,6,7
Extrême-Nord,2015,5,Homicide,1,0,0
Extrême-Nord,2015,5,Cybercriminalite,4,1,1
Extrême-Nord,2015,5,Fraude,11,5,2
Extrême-Nord,2015,6,Vol,55,18,11
Extrême-Nord,2015,6,Agression,27,11,12
Extrême-Nord,2015,6,Cambriolage,16,9,5
Extrême-Nord,2015,6,Homicide,1,0,0
Extrême-Nord,2015,6,Cybercriminalite,5,2,1
Extrême-Nord,2015,6,Fraude,8,3,3
Extrême-Nord,2015,7,Vol,37,15,18
Extrême-Nord,2015,7,Agression,36,18,7
Extrême-Nord,2015,7,Cambriolage,24,12,5
Extrême-Nord,2015,7,Homicide,1,0,0
Extrême-Nord,2015,7,Cybercriminalite,5,2,1
Extrême-Nord,2015,7,Fraude,9,3,2
Extrême-Nord,2015,8,Vol,35,13,16
Extrême-Nord,2015,8,Agression,21,7,4
Extrême-Nord,2015,8,Cambriolage,15,4,4
Extrême-Nord,2015,8,Homicide,1,0,0
Extrême-Nord,2015,8,Cybercriminalite,6,2,1
Extrême-Nord,2015,8,Fraude,7,3,2
Extrême-Nord,2015,9,Vol,49,27,18
Extrême-Nord,2015,9,Agression,22,10,10
Extrême-Nord,2015,9,Cambriolage,25,14,5
Extrême-Nord,2015,9,Homicide,2,0,0
Extrême-Nord,2015,9,Cybercriminalite,6,2,2
Extrême-Nord,2015,9,Fraude,7,2,2
Extrême-Nord,2015,10,Vol,58,27,26
Extrême-Nord,2015,10,Agression,35,13,15
Extrême-Nord,2015,10,Cambriolage,24,13,6
Extrême-Nord,2015,10,Homicide,1,0,0
Extrême-Nord,2015,10,Cybercriminalite,5,2,1
Extrême-Nord,2015,10,Fraude,11,5,5
Extrême-Nord,2015,11,Vol,48,23,14
Extrême-Nord,2015,11,Agression,23,10,6
Extrême-Nord,2015,11,Cambriolage,25,13,10
Extrême-Nord,2015,11,Homicide,1,0,0
Extrême-Nord,2015,11,Cybercriminalite,4,2,1
Extrême-Nord,2015,11,Fraude,12,6,2
Extrême-Nord,2015,12,Vol,60,19,21
Extrême-Nord,2015,12,Agression,32,12,13
Extrême-Nord,2015,12,Cambriolage,22,8,8
Extrême-Nord,2015,12,Homicide,2,0,0
Extrême-Nord,2015,12,Cybercriminalite,4,2,1
Extrême-Nord,2015,12,Fraude,10,4,3
Extrême-Nord,2016,1,Vol,52,21,15
Extrême-Nord,2016,1,Agression,28,13,12
Extrême-Nord,2016,1,Cambriolage,20,11,5
Extrême-Nord,2016,1,Homicide,1,0,0
Extrême-Nord,2016,1,Cybercriminalite,3,1,0
Extrême-Nord,2016,1,Fraude,11,5,3
Extrême-Nord,2016,2,Vol,53,21,13
Extrême-Nord,2016,2,Agression,28,15,10
Extrême-Nord,2016,2,Cambriolage,25,11,5
Extrême-Nord,2016,2,Homicide,1,0,0
Extrême-Nord,2016,2,Cybercriminalite,5,2,1
Extrême-Nord,2016,2,Fraude,10,3,2
Extrême-Nord,2016,3,Vol,59,29,27
Extrême-Nord,2016,3,Agression,30,12,6
Extrême-Nord,2016,3,Cambriolage,23,12,7
Extrême-Nord,2016,3,Homicide,1,0,0
Extrême-Nord,2016,3,Cybercriminalite,3,1,0
Extrême-Nord,2016,3,Fraude,7,2,3
Extrême-Nord,2016,4,Vol,46,17,10
Extrême-Nord,2016,4,Agression,23,7,9
Extrême-Nord,2016,4,Cambriolage,16,5,7
Extrême-Nord,2016,4,Homicide,1,0,0
Extrême-Nord,2016,4,Cybercriminalite,4,2,1
Extrême-Nord,2016,4,Fraude,7,3,3
Extrême-Nord,2016,5,Vol,37,12,16
Extrême-Nord,2016,5,Agression,24,11,9
Extrême-Nord,2016,5,Cambriolage,15,6,4
Extrême-Nord,2016,5,Homicide,2,0,0
Extrême-Nord,2016,5,Cybercriminalite,3,1,1
Extrême-Nord,2016,5,Fraude,11,4,4
Extrême-Nord,2016,6,Vol,42,18,8
Extrême-Nord,2016,6,Agression,24,14,11
Extrême-Nord,2016,6,Cambriolage,24,10,5
Extrême-Nord,2016,6,Homicide,1,0,0
Extrême-Nord,2016,6,Cybercriminalite,4,2,1
Extrême-Nord,2016,6,Fraude,12,4,2
Extrême-Nord,2016,7,Vol,53,26,11
Extrême-Nord,2016,7,Agression,36,21,14
Extrême-Nord,2016,7,Cambriolage,25,7,6
Extrême-Nord,2016,7,Homicide,2,0,0
Extrême-Nord,2016,7,Cybercriminalite,4,1,1
Extrême-Nord,2016,7,Fraude,11,5,4
Extrême-Nord,2016,8,Vol,60,29,23
Extrême-Nord,2016,8,Agression,33,11,13
Extrême-Nord,2016,8,Cambriolage,18,8,7
Extrême-Nord,2016,8,Homicide,2,1,0
Extrême-Nord,2016,8,Cybercriminalite,4,1,1
Extrême-Nord,2016,8,Fraude,12,5,4
Extrême-Nord,2016,9,Vol,56,31,25
Extrême-Nord,2016,9,Agression,31,12,8
Extrême-Nord,2016,9,Cambriolage,15,6,5
Extrême-Nord,2016,9,Homicide,1,0,0
Extrême-Nord,2016,9,Cybercriminalite,5,1,1
Extrême-Nord,2016,9,Fraude,7,3,1
Extrême-Nord,2016,10,Vol,64,19,28
Extrême-Nord,2016,10,Agression,24,13,11
Extrême-Nord,2016,10,Cambriolage,23,7,9
Extrême-Nord,2016,10,Homicide,1,0,0
Extrême-Nord,2016,10,Cybercriminalite,4,1,1
Extrême-Nord,2016,10,Fraude,8,4,2
Extrême-Nord,2016,11,Vol,57,26,19
Extrême-Nord,2016,11,Agression,22,12,8
Extrême-Nord,2016,11,Cambriolage,16,6,5
Extrême-Nord,2016,11,Homicide,1,0,0
Extrême-Nord,2016,11,Cybercriminalite,5,1,2
Extrême-Nord,2016,11,Fraude,11,5,5
Extrême-Nord,2016,12,Vol,38,20,9
Extrême-Nord,2016,12,Agression,27,16,7
Extrême-Nord,2016,12,Cambriolage,20,7,5
Extrême-Nord,2016,12,Homicide,1,0,0
Extrême-Nord,2016,12,Cybercriminalite,4,2,1
Extrême-Nord,2016,12,Fraude,12,4,5
Extrême-Nord,2017,1,Vol,56,23,24
Extrême-Nord,2017,1,Agression,36,18,15
Extrême-Nord,2017,1,Cambriolage,23,13,10
Extrême-Nord,2017,1,Homicide,1,0,0
Extrême-Nord,2017,1,Cybercriminalite,5,2,1
Extrême-Nord,2017,1,Fraude,12,3,3
Extrême-Nord,2017,2,Vol,51,27,13
Extrême-Nord,2017,2,Agression,34,16,12
Extrême-Nord,2017,2,Cambriolage,18,9,6
Extrême-Nord,2017,2,Homicide,1,0,0
Extrême-Nord,2017,2,Cybercriminalite,4,2,0
Extrême-Nord,2017,2,Fraude,12,6,4
Extrême-Nord,2017,3,Vol,43,17,11
Extrême-Nord,2017,3,Agression,38,14,17
Extrême-Nord,2017,3,Cambriolage,16,5,7
Extrême-Nord,2017,3,Homicide,1,0,0
Extrême-Nord,2017,3,Cybercriminalite,5,2,1
Extrême-Nord,2017,3,Fraude,10,3,2
Extrême-Nord,2017,4,Vol,39,13,13
Extrême-Nord,2017,4,Agression,35,11,10
Extrême-Nord,2017,4,Cambriolage,24,9,11
Extrême-Nord,2017,4,Homicide,1,0,0
Extrême-Nord,2017,4,Cybercriminalite,3,0,1
Extrême-Nord,2017,4,Fraude,7,3,2
Extrême-Nord,2017,5,Vol,44,20,17
Extrême-Nord,2017,5,Agression,25,13,9
Extrême-Nord,2017,5,Cambriolage,20,6,9
Extrême-Nord,2017,5,Homicide,2,0,0
Extrême-Nord,2017,5,Cybercriminalite,5,2,1
Extrême-Nord,2017,5,Fraude,7,2,2
Extrême-Nord,2017,6,Vol,63,20,12
Extrême-Nord,2017,6,Agression,21,7,9
Extrême-Nord,2017,6,Cambriolage,19,11,9
Extrême-Nord,2017,6,Homicide,2,0,0
Extrême-Nord,2017,6,Cybercriminalite,5,2,1
Extrême-Nord,2017,6,Fraude,11,4,4
Extrême-Nord,2017,7,Vol,57,33,12
Extrême-Nord,2017,7,Agression,29,8,13
Extrême-Nord,2017,7,Cambriolage,20,9,7
Extrême-Nord,2017,7,Homicide,1,0,0
Extrême-Nord,2017,7,Cybercriminalite,6,2,2
Extrême-Nord,2017,7,Fraude,9,4,3
Extrême-Nord,2017,8,Vol,60,19,19
Extrême-Nord,2017,8,Agression,35,20,12
Extrême-Nord,2017,8,Cambriolage,21,6,6
Extrême-Nord,2017,8,Homicide,1,0,0
Extrême-Nord,2017,8,Cybercriminalite,6,2,1
Extrême-Nord,2017,8,Fraude,7,2,3
Extrême-Nord,2017,9,Vol,61,30,29
Extrême-Nord,2017,9,Agression,26,9,8
Extrême-Nord,2017,9,Cambriolage,16,6,6
Extrême-Nord,2017,9,Homicide,1,0,0
Extrême-Nord,2017,9,Cybercriminalite,3,1,0
Extrême-Nord,2017,9,Fraude,11,3,5
Extrême-Nord,2017,10,Vol,58,24,13
Extrême-Nord,2017,10,Agression,25,8,12
Extrême-Nord,2017,10,Cambriolage,22,9,5
Extrême-Nord,2017,10,Homicide,1,0,0
Extrême-Nord,2017,10,Cybercriminalite,4,1,0
Extrême-Nord,2017,10,Fraude,12,4,3
Extrême-Nord,2017,11,Vol,35,11,11
Extrême-Nord,2017,11,Agression,31,15,14
Extrême-Nord,2017,11,Cambriolage,23,8,10
Extrême-Nord,2017,11,Homicide,2,0,0
Extrême-Nord,2017,11,Cybercriminalite,4,2,1
Extrême-Nord,2017,11,Fraude,12,5,2
Extrême-Nord,2017,12,Vol,49,22,14
Extrême-Nord,2017,12,Agression,33,16,10
Extrême-Nord,2017,12,Cambriolage,22,10,6
Extrême-Nord,2017,12,Homicide,2,0,0
Extrême-Nord,2017,12,Cybercriminalite,5,1,2
Extrême-Nord,2017,12,Fraude,10,4,3
Extrême-Nord,2018,1,Vol,42,20,11
Extrême-Nord,2018,1,Agression,24,8,6
Extrême-Nord,2018,1,Cambriolage,20,7,9
Extrême-Nord,2018,1,Homicide,1,0,0
Extrême-Nord,2018,1,Cybercriminalite,5,1,1
Extrême-Nord,2018,1,Fraude,7,3,3
Extrême-Nord,2018,2,Vol,35,11,13
Extrême-Nord,2018,2,Agression,27,10,7
Extrême-Nord,2018,2,Cambriolage,22,12,5
Extrême-Nord,2018,2,Homicide,1,0,0
Extrême-Nord,2018,2,Cybercriminalite,4,1,1
Extrême-Nord,2018,2,Fraude,12,3,3
Extrême-Nord,2018,3,Vol,37,16,13
Extrême-Nord,2018,3,Agression,36,11,9
Extrême-Nord,2018,3,Cambriolage,18,7,4
Extrême-Nord,2018,3,Homicide,1,0,0
Extrême-Nord,2018,3,Cybercriminalite,5,2,2
Extrême-Nord,2018,3,Fraude,9,5,2
Extrême-Nord,2018,4,Vol,48,24,20
Extrême-Nord,2018,4,Agression,21,11,7
Extrême-Nord,2018,4,Cambriolage,25,11,11
Extrême-Nord,2018,4,Homicide,1,0,0
Extrême-Nord,2018,4,Cybercriminalite,6,2,2
Extrême-Nord,2018,4,Fraude,12,6,4
Extrême-Nord,2018,5,Vol,53,23,16
Extrême-Nord,2018,5,Agression,24,10,5
Extrême-Nord,2018,5,Cambriolage,24,10,11
Extrême-Nord,2018,5,Homicide,2,1,0
Extrême-Nord,2018,5,Cybercriminalite,4,2,1
Extrême-Nord,2018,5,Fraude,8,4,3
